Geo Point,Geo Shape,id,type,nom,plage_horaire,tarifs
"43.58843263204832,1.4462825063566596","{""coordinates"": [[[[1.446067252307149, 43.58870605092072], [1.445831764160138, 43.58928102693198], [1.445420499823074, 43.59018669950232], [1.445381687338399, 43.59027216823708], [1.445616875512221, 43.5903285989248], [1.446029830793367, 43.58941918546528], [1.446033267478222, 43.58941992486157], [1.446068090674486, 43.58933493340133], [1.446106324771797, 43.589250716986506], [1.446102914918992, 43.58924989693146], [1.446270417319143, 43.58884091975029], [1.44627295566021, 43.58884143100451], [1.446305373053752, 43.58875556089378], [1.446340328003638, 43.588670229022036], [1.446337803195046, 43.58866967293911], [1.447095728285857, 43.58666233322543], [1.447128489061714, 43.58657553121348], [1.446889672369203, 43.58652788593849], [1.446067252307149, 43.58870605092072]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,GRANDE RUE SAINT-MICHEL,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.616559517809755,1.3122180070286233","{""coordinates"": [[[[1.312385915737783, 43.616485286115854], [1.312427478342082, 43.61640050330748], [1.312194076172861, 43.616340091866995], [1.312050097393852, 43.61663374272079], [1.312008533857603, 43.616718534385285], [1.312241949925493, 43.61677893737382], [1.312385915737783, 43.616485286115854]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,PIERRE DE RONSARD,"Du lundi au Samedi : 7h30-19h, durée maximale : 0h30",Gratuit
"43.610402282775325,1.3354528764282336","{""coordinates"": [[[[1.335548051549175, 43.610303614667835], [1.335519540214208, 43.61021601444287], [1.33527844349476, 43.61025744756341], [1.335357700901671, 43.610500955571425], [1.335386212382912, 43.61058854682828], [1.33562731009156, 43.61054712248695], [1.335548051549175, 43.610303614667835]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,ROUSSILLON,"Du lundi au samedi : 8h-19h, durée maximale : 2h",Gratuit
"43.60099271810339,1.3532935179231653","{""coordinates"": [[[[1.353171747951997, 43.60069557142478], [1.35316851450458, 43.600695579370665], [1.353168670428846, 43.60078439170508], [1.353165581241931, 43.60087318480878], [1.353168812999313, 43.60087323985658], [1.353169732532095, 43.60140624859648], [1.353156143404672, 43.60153801426325], [1.353146883641279, 43.60162777272435], [1.353393910313357, 43.601641221835024], [1.353417097977658, 43.60141629053429], [1.353417455828072, 43.6014094536994], [1.353416369826948, 43.60078655221126], [1.353428309207006, 43.60044312213994], [1.353431442414368, 43.600353141312276], [1.353183809109133, 43.60034859607975], [1.353171747951997, 43.60069557142478]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,RAMASSIERS,"Du lundi au Samedi : 8h-19h, durée maximale : 1h",Gratuit
"43.60999636862556,1.497825736066374","{""coordinates"": [[[[1.496005404336321, 43.609766084600885], [1.49598737066041, 43.60977190848628], [1.495933658941612, 43.609798216377875], [1.495887038032221, 43.60983089105578], [1.495848931870605, 43.609868960810125], [1.495820509192044, 43.609911252561574], [1.495802631546582, 43.60995649020814], [1.495795828304061, 43.61000330330118], [1.49580032075626, 43.61005025436496], [1.495815957968304, 43.61009592808406], [1.495842278479995, 43.610138941108644], [1.495878484644456, 43.61017797773025], [1.495923466065588, 43.610211844201075], [1.495975847807628, 43.610239523375924], [1.496034052322234, 43.61026017551942], [1.49609632333346, 43.61027317462668], [1.49616073800379, 43.61027811758519], [1.496225367282941, 43.610274853267974], [1.496288226369908, 43.6102634818895], [1.496347410956762, 43.61024435677773], [1.496401135053544, 43.61021805785859], [1.49644774359802, 43.61018538281687], [1.496485849583707, 43.61014731286952], [1.496514272132894, 43.610105011958794], [1.496532161679864, 43.61005977436569], [1.496538951756911, 43.61001297006855], [1.496534471346393, 43.609966010194576], [1.496528033558418, 43.60994721083871], [1.496850326581233, 43.60997300721481], [1.496862628346062, 43.609973545260075], [1.497278735645447, 43.60997662327994], [1.497229300900127, 43.61000082682723], [1.49718268030795, 43.61003351102454], [1.497144587213305, 43.61007158136412], [1.497116165338074, 43.61011387343095], [1.497098276208051, 43.61015911111353], [1.497091486322019, 43.610205924440386], [1.497095967400259, 43.61025287528937], [1.497111618019113, 43.610298548990905], [1.497137939531157, 43.610341561717405], [1.497174134258916, 43.61038059776941], [1.497219116548193, 43.61041446373365], [1.497271511437097, 43.61044214248048], [1.497329716583257, 43.61046279397018], [1.497391975691609, 43.610475792217684], [1.497456390680661, 43.61048073445397], [1.497521020105042, 43.61047746941274], [1.497583879159285, 43.610466097330736], [1.497643063536637, 43.610446971557096], [1.497667856211766, 43.61043483466794], [1.497708140348007, 43.6105025417582], [1.497709510189313, 43.61050477410611], [1.497935856344894, 43.610858558840725], [1.497871390615109, 43.610932682735324], [1.49780520394428, 43.6110087647211], [1.498014624135253, 43.61110494677874], [1.498161940289728, 43.61093560237222], [1.498241235591684, 43.610908824595526], [1.498217505451363, 43.610871733258115], [1.498247583265307, 43.61083715034548], [1.498173647959987, 43.610803196750986], [1.497934881072883, 43.61042999535338], [1.497829257752303, 43.610252431423234], [1.497834600061193, 43.6102155827184], [1.497830118639051, 43.61016862289809], [1.497814467515901, 43.61012294929168], [1.497788145399919, 43.61007994571515], [1.497751950457774, 43.61004090985113], [1.497706968369663, 43.61000703509028], [1.497684831456654, 43.609995341600026], [1.49767435152349, 43.60997514845282], [1.498181639683762, 43.609956767510816], [1.498349668992517, 43.609955556398155], [1.499405863082442, 43.60994789064501], [1.499529741526432, 43.60994698693638], [1.499527823300078, 43.60980780568804], [1.499575878957107, 43.60980538665386], [1.499638736936424, 43.60979401345189], [1.499697920018301, 43.60977488662174], [1.499751642258346, 43.6097485861413], [1.499798248872032, 43.60971590074405], [1.499836352475014, 43.60967782968599], [1.499864772262568, 43.60963553694381], [1.499882659188926, 43.60959029882468], [1.499889446865932, 43.6095434853235], [1.499884963691157, 43.60949653457076], [1.499869311202843, 43.60945086123146], [1.499842988150258, 43.60940784911296], [1.499806779907328, 43.60936881372203], [1.499761809338261, 43.60933494891249], [1.499709414270536, 43.60930727128314], [1.499651209421124, 43.609286620982814], [1.499588951044591, 43.6092736239463], [1.499524524771446, 43.60926868273523], [1.499459909119313, 43.60927194905857], [1.499397039259016, 43.60928332200468], [1.499337856559453, 43.60930244868418], [1.499284146919024, 43.60932874913739], [1.499237528161666, 43.60936142517183], [1.499199424382714, 43.6093994960369], [1.499171004022785, 43.609441797618466], [1.499153128997833, 43.60948703579074], [1.499146328598412, 43.609533840089476], [1.499150823371823, 43.609580800030365], [1.499166462970543, 43.609626473304004], [1.499192785861992, 43.60966947657378], [1.499228993890627, 43.60970851215276], [1.499273976603379, 43.60974238632513], [1.499323326173813, 43.6097684672269], [1.498347196996745, 43.609775542813274], [1.498176702170351, 43.60977677589994], [1.498171768372641, 43.60977689184959], [1.497640512022792, 43.6097961315411], [1.497556846596811, 43.60979916724857], [1.49755684661695, 43.60979866312417], [1.496871322372385, 43.60979357774703], [1.496134792779238, 43.60973463063386], [1.496011662962176, 43.60972477377307], [1.496005404336321, 43.609766084600885]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BALMA CENTRE,"Du lundi au Samedi : 9h-19h (semaine) et 9h-14h (S), durée maximale : 1h30",Gratuit
"43.638207843834884,1.444432873417522","{""coordinates"": [[[[1.444199137499015, 43.63793850687923], [1.444079315433461, 43.63794134212075], [1.444079566888511, 43.63794703491787], [1.444071768634478, 43.63794758717372], [1.44408347845119, 43.63803423820303], [1.444097972823212, 43.63835823465555], [1.443491069385054, 43.63838425024568], [1.443449162174369, 43.638391491205574], [1.443413197652108, 43.63840872359296], [1.443253952575467, 43.638518136044055], [1.443139485676059, 43.63859667920797], [1.44304940564227, 43.63865849130406], [1.443219625752563, 43.63878934352914], [1.4434242105949, 43.63864896147779], [1.443550741413931, 43.638562019255836], [1.444231417369371, 43.63853283665148], [1.444353646516843, 43.63852995259304], [1.444353545327141, 43.638527601648555], [1.444356771587369, 43.638527464997516], [1.444349574836353, 43.63843880420574], [1.444334849427278, 43.63810971844122], [1.444849527986431, 43.638073060112234], [1.445813447049086, 43.638045065760636], [1.445937267592748, 43.63804146324386], [1.445927372059588, 43.63786159167157], [1.444836051010399, 43.637893284285234], [1.444828889753606, 43.637893647107894], [1.444199137499015, 43.63793850687923]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,PL MICOULAUD,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.536305813992435,1.3446888914456212","{""coordinates"": [[[[1.345059984904837, 43.536311136218856], [1.345055626297622, 43.53626416933986], [1.345040108299286, 43.53621847394631], [1.34501393792493, 43.536175434723965], [1.344977872020846, 43.53613634990965], [1.34493302883576, 43.53610242388866], [1.344880779370215, 43.53607466660847], [1.344822684307852, 43.53605393768969], [1.344760533563891, 43.53604085696668], [1.34469620924265, 43.536035838535234], [1.34463165072472, 43.536039009227665], [1.344568839863115, 43.53605029842874], [1.344509679725007, 43.53606934630912], [1.344455955291212, 43.5360955842862], [1.344409309693982, 43.53612819867112], [1.344371167560564, 43.536166219596225], [1.344342674382354, 43.53620847513037], [1.344324693831795, 43.53625369026951], [1.344317795146204, 43.53630049575761], [1.344322153432829, 43.53634745366459], [1.34433767092712, 43.536393149152644], [1.344363853044708, 43.53643619770171], [1.344399906362995, 43.53647528252648], [1.344444749525722, 43.53650920875018], [1.344497011778611, 43.53653695740171], [1.344555094819568, 43.53655768630357], [1.344617246045131, 43.53657076713488], [1.344681583049207, 43.53657579478602], [1.344746130005234, 43.53657261488962], [1.344808941370884, 43.5365613255941], [1.344868114262033, 43.53654227774088], [1.344921826297734, 43.536516048397985], [1.344968471917475, 43.53648343381032], [1.345006626247344, 43.53644541286931], [1.345035106950631, 43.53640314799815], [1.345053087019588, 43.5363579327507], [1.345059984904837, 43.536311136218856]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CUGNAUX,"du lundi au vendredi : 8h-12h et 14h-18h, durée maximale : 1h30",Gratuit
"43.5367317814204,1.3375443177432704","{""coordinates"": [[[[1.337264990574651, 43.536702327876995], [1.33825842512126, 43.537178823434864], [1.338361721244379, 43.53722836685431], [1.338497936030433, 43.537078072113175], [1.337399899937832, 43.53655140339412], [1.337397260323492, 43.5365501770175], [1.336822378693752, 43.53628937843724], [1.33671739965787, 43.53624175394186], [1.336586461294641, 43.53639450841506], [1.337264990574651, 43.536702327876995]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CUGNAUX,"du lundi au vendredi : 8h-12h et 14h-18h, durée maximale : 1h30",Gratuit
"43.60073832144624,1.466386463733238","{""coordinates"": [[[[1.46783781394406, 43.600788829733354], [1.467779067299672, 43.6008467640908], [1.468850251897649, 43.60142039822821], [1.468949971361814, 43.60147379747918], [1.469096919018646, 43.6013288801445], [1.46809433096367, 43.60079197763124], [1.468512765884622, 43.60079709937701], [1.469250494579296, 43.60081983496053], [1.469374237602894, 43.60082364320631], [1.469384730395229, 43.60064378996426], [1.468642299886856, 43.60062092089797], [1.468642356777247, 43.600618653069084], [1.468520092185589, 43.6006171592117], [1.46839793425882, 43.60061338905326], [1.468397803058884, 43.60061565589749], [1.467904101449493, 43.600609599106015], [1.466779474127269, 43.60056178333184], [1.466779544051792, 43.600560478923576], [1.466656721259394, 43.60055655406585], [1.466533980569874, 43.600551333833124], [1.466533873489933, 43.600552637748386], [1.464701271531812, 43.600494191689684], [1.464692837094135, 43.600494133671575], [1.463968156532667, 43.60050687643422], [1.463961782785081, 43.600488922125194], [1.463855628280388, 43.60050884688597], [1.46374602453627, 43.600510775076835], [1.463746635800941, 43.60052930997947], [1.463694485805266, 43.600539095549685], [1.463694218653251, 43.60053838981775], [1.463575051007491, 43.60056150822832], [1.463455616122025, 43.60058392078338], [1.46345587066157, 43.600584635350515], [1.462678917921304, 43.600735409968024], [1.462559251449696, 43.60075862873348], [1.462623151670572, 43.60093254832052], [1.463637970416026, 43.60073562124703], [1.463890046166412, 43.600688315452636], [1.464694614398912, 43.600674167665346], [1.466644054249253, 43.60073634232029], [1.467773597068211, 43.600784377566946], [1.467773505133341, 43.600788040289686], [1.46783781394406, 43.600788829733354]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,"AV DE CASTRES, CHAUBET, PUJOL",Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.652908180570556,1.4382164303992289","{""coordinates"": [[[[1.438119034141769, 43.65276632413187], [1.438074629081969, 43.65278064126292], [1.438020842364772, 43.652806912662], [1.437974157573628, 43.65283956346326], [1.437936000803544, 43.65287761368664], [1.437907517708929, 43.65291989952144], [1.437889572119555, 43.65296512731951], [1.437882732261379, 43.65301192742142], [1.437887170679614, 43.653058888813206], [1.43790278794409, 43.653104569798785], [1.437929086400821, 43.65314758631728], [1.437965268628908, 43.65318664027998], [1.438010249371001, 43.653220537736786], [1.43806265414892, 43.653248242872024], [1.438120880081167, 43.65326892383791], [1.438183170248244, 43.65328195376004], [1.438247638252541, 43.65328692007208], [1.43831230356017, 43.653283697011226], [1.438375217749359, 43.65327235730084], [1.438434462209986, 43.65325326214116], [1.438488249142625, 43.65322699055418], [1.438534934185494, 43.65319433055113], [1.438573090780084, 43.65315628013474], [1.438601573293295, 43.653114003138946], [1.438619518398544, 43.65306877523295], [1.438626357928179, 43.65302196608939], [1.438621918713164, 43.652975013724365], [1.438606300943306, 43.65292933283369], [1.438580002333478, 43.6528863074665], [1.438543819889958, 43.65284725369167], [1.438498838896224, 43.65281336543663], [1.438446434293802, 43.65278566049445], [1.438388208712478, 43.65276497968865], [1.438375000956354, 43.652762217771325], [1.438428955504947, 43.652761343680346], [1.438552876893089, 43.652759352431424], [1.438547392097245, 43.65257938744671], [1.437844362513448, 43.652590682466574], [1.437720441444847, 43.65259267295675], [1.437725923802104, 43.652772637979794], [1.438119034141769, 43.65276632413187]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,VIOLETTE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.63473783804323,1.463644275057603","{""coordinates"": [[[[1.46354897241503, 43.63484933536816], [1.463813002360309, 43.63567621164617], [1.463840987925362, 43.63576389576122], [1.46408244373501, 43.63572322583398], [1.463818237901781, 43.63489579876553], [1.463818748398922, 43.634895706522], [1.463790297570382, 43.634808304258414], [1.463762369709433, 43.63472080990628], [1.463761859440272, 43.63472089315038], [1.463661046259653, 43.63441116526011], [1.463490644220263, 43.633800072865284], [1.463466044675718, 43.63371185742817], [1.46322313424467, 43.633747591460576], [1.463394715969733, 43.63436291300779], [1.463390882094585, 43.634363564241774], [1.46341892908224, 43.63444974596425], [1.463443130779974, 43.63453654275142], [1.46344698740617, 43.63453597283778], [1.46354897241503, 43.63484933536816]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CROIX DAURADE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 0h45",Gratuit
"43.590016014688395,1.3790991138665296","{""coordinates"": [[[[1.377939285767634, 43.58934029062958], [1.377894295537121, 43.58935077725988], [1.377838582104047, 43.58937747995322], [1.377787127243784, 43.58942057299006], [1.377758480212653, 43.589464832411934], [1.377649214340238, 43.58994309736934], [1.377272268517912, 43.58990822270687], [1.377244296757098, 43.589907946964836], [1.37706966867227, 43.58992065497397], [1.376946441241827, 43.589929619374495], [1.376971120301704, 43.59010873822704], [1.377254966215766, 43.59008808436503], [1.377733868608423, 43.59013240259434], [1.377853724178109, 43.59014686861494], [1.377854468599909, 43.59014355713121], [1.377859052400876, 43.59014398157333], [1.37787438461352, 43.59005638612308], [1.377997062206094, 43.58951938767756], [1.378002889154241, 43.589514509067776], [1.37802797640588, 43.589508667436235], [1.378054469909596, 43.58952868279665], [1.378065123758622, 43.58954584710447], [1.378063810318972, 43.58958223490022], [1.377962265492509, 43.58996902574498], [1.377959685513646, 43.58996870145215], [1.3779392819576, 43.59005651381452], [1.377916323597084, 43.59014398422598], [1.377918890484824, 43.5901443353435], [1.377918456703357, 43.590146210783274], [1.378039256599398, 43.590161031961124], [1.378159598256758, 43.590177719106585], [1.378160093697212, 43.59017585353387], [1.378435655821292, 43.59020967184225], [1.382124940750669, 43.59077316355567], [1.382246128246946, 43.59079166775734], [1.38229705692207, 43.59061549921045], [1.378600613084489, 43.59005091312704], [1.378601423671475, 43.59004744052179], [1.37848175957117, 43.590032761901675], [1.378362992556574, 43.590014620769246], [1.378361984338297, 43.59001807259481], [1.378206531311931, 43.589998993388214], [1.378308970232084, 43.58960879393963], [1.378309816541954, 43.58960304419719], [1.378367026092679, 43.58960021897452], [1.378429897925103, 43.58958892077321], [1.378489099329023, 43.5895698558702], [1.37854284380155, 43.589543602374576], [1.378589511967518, 43.58951097480863], [1.378627678493747, 43.58947294346135], [1.378656160656915, 43.58943067107876], [1.378674131443408, 43.589385451431525], [1.378681021933582, 43.58933865392931], [1.378676621062596, 43.58929169801216], [1.378661064669521, 43.58924599898129], [1.378634847874315, 43.58920296817312], [1.378598729134215, 43.58916389458098], [1.378553828332048, 43.589129982242355], [1.378501518214863, 43.58910224068691], [1.378443373675559, 43.589081529238705], [1.378381149143323, 43.58906847567753], [1.378316766444215, 43.58906346706725], [1.378252153375724, 43.58906666549615], [1.378189294428958, 43.58907796377662], [1.378130093408328, 43.589097028529395], [1.378076336770563, 43.58912328166349], [1.37802966862669, 43.589155909026715], [1.377991514307014, 43.58919394035455], [1.377963019652373, 43.58923620340396], [1.377945048144119, 43.589281431942204], [1.377938169477237, 43.589328229575266], [1.377939285767634, 43.58934029062958]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,LARDENNE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.59667203808691,1.4253757145553232","{""coordinates"": [[[[1.419640480185244, 43.59787905882526], [1.419642927897719, 43.59787781394989], [1.419977042953202, 43.59770895930385], [1.420168686021563, 43.59756669405434], [1.420272676321087, 43.59751016685459], [1.420328005674809, 43.59757301274695], [1.421157234535134, 43.59722421042529], [1.422874925904634, 43.59643631003684], [1.422968726126771, 43.5965535050576], [1.421221759270863, 43.597339125441906], [1.421219755011354, 43.597339989303684], [1.421219666703892, 43.59734005111435], [1.420332201519292, 43.597717711932994], [1.420338026787803, 43.597846355064505], [1.420315905882527, 43.598040612957156], [1.419836368251138, 43.59830312220582], [1.419926777964627, 43.598390394286476], [1.420013777501075, 43.599489599005345], [1.420158536523704, 43.600723107372886], [1.420130307944412, 43.600844569127794], [1.420248185373239, 43.60261248800024], [1.420305707013751, 43.60349314169433], [1.420550907172736, 43.6049237231976], [1.421338280973536, 43.60470401770994], [1.42350118506928, 43.60419178133057], [1.426092213136585, 43.60365992129104], [1.427969363867733, 43.60328635373392], [1.428062168792901, 43.601865589945014], [1.428661906377997, 43.601099350016625], [1.428495477117657, 43.601034871876784], [1.428553749463094, 43.60095545282785], [1.429574851556793, 43.59956352627717], [1.429563975406859, 43.59955919239166], [1.429623594128034, 43.599480295226606], [1.43008044413611, 43.598875688927336], [1.430228672676791, 43.598934849356645], [1.430947708567842, 43.59793999046918], [1.430995470445033, 43.59785768177066], [1.430809097311733, 43.597830106954106], [1.431301881434397, 43.59758804202572], [1.432296530676796, 43.59622067797886], [1.432311322583951, 43.59620033514376], [1.433921385188538, 43.59407726029341], [1.434492072472747, 43.59327634222277], [1.434740147939097, 43.59326692790408], [1.434788740936071, 43.59317456418991], [1.434753298886525, 43.593174291242384], [1.434321880010918, 43.59317084216898], [1.434254953937919, 43.59320625118546], [1.434218650251328, 43.5931700288048], [1.434156992687381, 43.59316952653477], [1.434157903952735, 43.59310936681201], [1.433998671563045, 43.59295036942447], [1.433979541118019, 43.59292164459942], [1.433935113371035, 43.59280619889875], [1.433889074476729, 43.592799921522705], [1.433906594462867, 43.59273208274243], [1.433881012896395, 43.59266562241616], [1.433926135123113, 43.5926564482491], [1.433968641895455, 43.59249186609342], [1.433995943565597, 43.59245022180751], [1.434132576263922, 43.59233323235598], [1.433927007415973, 43.592068116757325], [1.433490952221364, 43.59154571175387], [1.433003858412629, 43.59096992175598], [1.433002267733194, 43.59097061137843], [1.432939474169114, 43.59089381557444], [1.432877253816816, 43.5908202683741], [1.432004491250873, 43.59104196187028], [1.430596792472633, 43.59132975541623], [1.430523838992973, 43.59146471919641], [1.430645913635572, 43.59174754942226], [1.430012879627661, 43.59196695570803], [1.429179077583893, 43.59226723536666], [1.428931014161091, 43.592560277022464], [1.42862974318075, 43.59207736055397], [1.427682409953449, 43.59242641834492], [1.427141836720073, 43.59209177965599], [1.426561827229768, 43.5917847519919], [1.426218410170014, 43.591616366876856], [1.424675203638184, 43.590859663144606], [1.423708260815023, 43.590293810107575], [1.422215618626259, 43.58947459186171], [1.421573170836755, 43.5899342248254], [1.421666576932709, 43.590154340845515], [1.421068888796728, 43.59057002926901], [1.420730144892535, 43.59040472514392], [1.42040584768847, 43.59057631772979], [1.420145466124948, 43.590770596105045], [1.419304207713491, 43.59129776270859], [1.419131383373169, 43.59169213626792], [1.419045159852363, 43.594011712605266], [1.419304535800696, 43.595590172242034], [1.418715864524511, 43.59614188158056], [1.419491600283211, 43.596424059376496], [1.4196370905158, 43.597871711516575], [1.419640480185244, 43.59787905882526]], [[1.428790016675078, 43.598685380344975], [1.428725001053223, 43.59869096023699], [1.428725386382103, 43.59869331510098], [1.428241723638421, 43.5987444173575], [1.428122851528995, 43.598750344817205], [1.428123475343138, 43.59875690704668], [1.42811450729647, 43.59875785637008], [1.428131649708119, 43.598843549263805], [1.428165248664283, 43.59919937581743], [1.428118821859927, 43.599245520897824], [1.428172272912778, 43.599273921159885], [1.428176821440704, 43.59932193878047], [1.42825528491425, 43.59931801844995], [1.428273053054363, 43.59932746051392], [1.42831504554932, 43.59934192222344], [1.428361416884927, 43.599344119178376], [1.42894769988726, 43.599291143392406], [1.429070320927385, 43.59928061178718], [1.429070235758131, 43.59928007048595], [1.429070980592807, 43.59928000859002], [1.429055744119647, 43.59919095687253], [1.428999680619469, 43.59884624935251], [1.429002910143711, 43.59884590614503], [1.428991771080805, 43.59879018295115], [1.429357330495702, 43.59837761993858], [1.429674567874205, 43.59805057921799], [1.429692368518772, 43.59802359781224], [1.429724852400369, 43.59794154116893], [1.429759097912449, 43.59785504325884], [1.429521060180085, 43.59780526672275], [1.42946009337335, 43.59795925255158], [1.429221812093268, 43.59820489479338], [1.429217528124192, 43.598202892055404], [1.429151889814398, 43.59827698096776], [1.429082018522842, 43.59834900477642], [1.429086175195606, 43.598351140825066], [1.428790016675078, 43.598685380344975]], [[1.427561758002928, 43.5973201353096], [1.427560059871074, 43.597325468637216], [1.427676932518342, 43.59734512642833], [1.427791872784895, 43.597370078234825], [1.427794039352237, 43.59736483229776], [1.428228020539796, 43.59743782972113], [1.429599388930111, 43.59770297446722], [1.429719084469522, 43.59772610744303], [1.429782756688593, 43.597552145898966], [1.428405610079961, 43.597285889433515], [1.428406499847267, 43.59728308378017], [1.428287801869879, 43.59726311382919], [1.428170067811686, 43.597240348114276], [1.428169054671375, 43.59724313408336], [1.427740365983237, 43.59717102762786], [1.427265196672604, 43.5970678949766], [1.427266373511868, 43.597064526085916], [1.427148766549982, 43.597042625279144], [1.427032435120542, 43.59701737481084], [1.427031073458233, 43.59702070517441], [1.424014006517791, 43.596458761626735], [1.423894035147929, 43.59643641112062], [1.423832553554517, 43.59661079568313], [1.427082559820253, 43.59721612789388], [1.427561758002928, 43.5973201353096]]]], ""type"": ""MultiPolygon""}",2,Zone Faubourgs,Faubourgs,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"1heure=1€, 2h=2€, 3h=4€, 4h=6€, de 4 à 5h= majoration tarifaire jusqu'à 30€"
"43.61861373322559,1.3974661370251977","{""coordinates"": [[[[1.397837747149877, 43.61861887977591], [1.39783332942963, 43.61857192508351], [1.39781775099409, 43.61852623811219], [1.397791508352511, 43.618483203104105], [1.397755360021753, 43.61844413591058], [1.397710427036037, 43.61841023137173], [1.397658082881505, 43.618382507778115], [1.39759990394882, 43.61836180618548], [1.397537645705846, 43.618348754076244], [1.397473230549436, 43.61834375618979], [1.397408587489027, 43.618346965294215], [1.397345701697731, 43.61835828287308], [1.397286478261253, 43.618377357236945], [1.397232704311896, 43.61840361000482], [1.397186024021168, 43.61843624475882], [1.397147863334939, 43.61847428200933], [1.397119368039456, 43.61851655833485], [1.397101402341981, 43.618561780375536], [1.397094535063428, 43.61860857865502], [1.397098939594704, 43.618655542202426], [1.397114517525173, 43.61870122926842], [1.397140772406404, 43.618744255599346], [1.397176908134616, 43.61878332280901], [1.397221840862271, 43.61881723654969], [1.397274197578398, 43.618844960508085], [1.397332376861169, 43.61886566226096], [1.397394623200611, 43.61887871430658], [1.397459051538431, 43.618883703408365], [1.397523682541442, 43.618880503103846], [1.397586581224729, 43.618869185602], [1.397645805044664, 43.61885011108784], [1.397699566822815, 43.61882385796047], [1.397746247371687, 43.61879121400464], [1.397784420270044, 43.61875317673269], [1.397812902592174, 43.6187109090744], [1.397830867806365, 43.61866568692562], [1.397837747149877, 43.61861887977591]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,AV DE CASSELARDIT,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.59707798681655,1.4268096160076498","{""coordinates"": [[[[1.427561758002928, 43.5973201353096], [1.427560059871074, 43.597325468637216], [1.427676932518342, 43.59734512642833], [1.427791872784895, 43.597370078234825], [1.427794039352237, 43.59736483229776], [1.428228020539796, 43.59743782972113], [1.429599388930111, 43.59770297446722], [1.429719084469522, 43.59772610744303], [1.429782756688593, 43.597552145898966], [1.428405610079961, 43.597285889433515], [1.428406499847267, 43.59728308378017], [1.428287801869879, 43.59726311382919], [1.428170067811686, 43.597240348114276], [1.428169054671375, 43.59724313408336], [1.427740365983237, 43.59717102762786], [1.427265196672604, 43.5970678949766], [1.427266373511868, 43.597064526085916], [1.427148766549982, 43.597042625279144], [1.427032435120542, 43.59701737481084], [1.427031073458233, 43.59702070517441], [1.424014006517791, 43.596458761626735], [1.423894035147929, 43.59643641112062], [1.423832553554517, 43.59661079568313], [1.427082559820253, 43.59721612789388], [1.427561758002928, 43.5973201353096]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,AV ETIENNE BILLIERES,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.594769855433334,1.5585750560827714","{""coordinates"": [[[[1.558555645385631, 43.59448686749114], [1.558510507802289, 43.59440305254857], [1.558279853739594, 43.594468673011654], [1.55859446543485, 43.595052840336514], [1.55863960361381, 43.59513665522688], [1.558870259600852, 43.59507104306109], [1.558555645385631, 43.59448686749114]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CHENE VERT,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
