Geo Point,Geo Shape,lib_voie,motdir,no,commune,insee,nb_places,coord_x,coord_y
"43.59902513954746,1.4416671440607685","{""coordinates"": [[1.441667144060768, 43.59902513954746]], ""type"": ""MultiPoint""}",RUE DES COUTELIERS,COUTELIERS (RUE DES COUTELIERS),34,TOULOUSE,31555,12,1.441667,43.599025
"43.5998337257308,1.4471905240809986","{""coordinates"": [[1.447190524080999, 43.5998337257308]], ""type"": ""MultiPoint""}",RUE DES ARTS,ARTS (RUE DES ARTS),2,TOULOUSE,31555,8,1.447191,43.599834
"43.603581491491035,1.4423500494497137","{""coordinates"": [[1.442350049449714, 43.603581491491035]], ""type"": ""MultiPoint""}",RUE LEON GAMBETTA,GAMBETTA (RUE LEON GAMBETTA),54,TOULOUSE,31555,10,1.44235,43.603581
"43.60343773740895,1.4421994106752205","{""coordinates"": [[1.442199410675221, 43.60343773740895]], ""type"": ""MultiPoint""}",RUE LEON GAMBETTA,GAMBETTA (RUE LEON GAMBETTA),31,TOULOUSE,31555,6,1.442199,43.603438
"43.580770766817,1.4089503819816014","{""coordinates"": [[1.408950381981601, 43.580770766817]], ""type"": ""MultiPoint""}",RUE DU LOT,LOT (RUE DU LOT),36,TOULOUSE,31555,8,1.40895,43.580771
"43.59765627438485,1.4230591664537475","{""coordinates"": [[1.423059166453748, 43.59765627438485]], ""type"": ""MultiPoint""}",RUE ADOLPHE COLL,COLL (RUE ADOLPHE COLL),57B,TOULOUSE,31555,6,1.423059,43.597656
"43.59006916496567,1.4323359283726957","{""coordinates"": [[1.432335928372696, 43.59006916496567]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),225,TOULOUSE,31555,4,1.432336,43.590069
"43.58875523630327,1.4312162286035786","{""coordinates"": [[1.431216228603579, 43.58875523630327]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),193,TOULOUSE,31555,8,1.431216,43.588755
"43.58808194508382,1.4306745393874423","{""coordinates"": [[1.430674539387442, 43.58808194508382]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),183,TOULOUSE,31555,8,1.430675,43.588082
"43.587719300645986,1.4303656767913184","{""coordinates"": [[1.430365676791318, 43.587719300645986]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),181,TOULOUSE,31555,10,1.430366,43.587719
"43.5873630362302,1.4300732496212039","{""coordinates"": [[1.430073249621204, 43.5873630362302]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),181,TOULOUSE,31555,4,1.430073,43.587363
"43.600058116379344,1.4492697512931947","{""coordinates"": [[1.449269751293195, 43.600058116379344]], ""type"": ""MultiPoint""}",PL SAINT ETIENNE,ETIENNE (PL SAINT ETIENNE),14,TOULOUSE,31555,8,1.44927,43.600058
"43.53713963058199,1.3456968012942434","{""coordinates"": [[1.345696801294243, 43.53713963058199]], ""type"": ""MultiPoint""}",PL DE LA REPUBLIQUE,REPUBLIQUE (PL DE LA REPUBLIQUE),,CUGNAUX,31157,14,1.345697,43.53714
"43.61228006570654,1.4247916757373404","{""coordinates"": [[1.42479167573734, 43.61228006570654]], ""type"": ""MultiPoint""}",BD DE L EMBOUCHURE,EMBOUCHURE (BD DE L EMBOUCHURE),92,TOULOUSE,31555,16,1.424792,43.61228
"43.61199499773845,1.4226564621890863","{""coordinates"": [[1.422656462189086, 43.61199499773845]], ""type"": ""MultiPoint""}",BD DE L EMBOUCHURE,EMBOUCHURE (BD DE L EMBOUCHURE),99T,TOULOUSE,31555,24,1.422656,43.611995
"43.63662014881178,1.4425558882497351","{""coordinates"": [[1.442555888249735, 43.63662014881178]], ""type"": ""MultiPoint""}",CHE D AUDIBERT,AUDIBERT (CHE D AUDIBERT),5,TOULOUSE,31555,6,1.442556,43.63662
"43.697635151579085,1.375652429790275","{""coordinates"": [[1.375652429790275, 43.697635151579085]], ""type"": ""MultiPoint""}",PL DE LA REPUBLIQUE,REPUBLIQUE - 0009 PL DE LA REPUBLIQUE,9,GAGNAC-SUR-GARONNE,31205,6,1.375652,43.697635
"43.59777662042446,1.4316200156574013","{""coordinates"": [[1.431620015657401, 43.59777662042446]], ""type"": ""MultiPoint""}",PL INTERIEURE ST CYPRIEN,CYPRIEN (PL INTERIEURE ST CYPRIEN),2,TOULOUSE,31555,8,1.43162,43.597777
"43.59816500384641,1.4318417759898865","{""coordinates"": [[1.431841775989886, 43.59816500384641]], ""type"": ""MultiPoint""}",PL INTERIEURE ST CYPRIEN,CYPRIEN (PL INTERIEURE ST CYPRIEN),12,TOULOUSE,31555,12,1.431842,43.598165
"43.58682282309304,1.462678098691648","{""coordinates"": [[1.462678098691648, 43.58682282309304]], ""type"": ""MultiPoint""}",AV ANTOINE DE ST EXUPERY,EXUPERY (AV ANTOINE DE ST EXUPERY),30,TOULOUSE,31555,6,1.462678,43.586823
"43.53699856545555,1.3448763228716838","{""coordinates"": [[1.344876322871684, 43.53699856545555]], ""type"": ""MultiPoint""}",PL DE LA MAIRIE,MAIRIE (PL DE LA MAIRIE),,CUGNAUX,31157,4,1.344876,43.536999
"43.59510176720107,1.432668716270152","{""coordinates"": [[1.432668716270152, 43.59510176720107]], ""type"": ""MultiPoint""}",ALL CHARLES DE FITTE,FITTE (ALL CHARLES DE FITTE),23,TOULOUSE,31555,2,1.432669,43.595102
"43.599941797071764,1.4291362279414839","{""coordinates"": [[1.429136227941484, 43.599941797071764]], ""type"": ""MultiPoint""}",ALLEES CHARLES DE FITTE,FITTE (ALLEES CHARLES DE FITTE),93,TOULOUSE,31555,6,1.429136,43.599942
"43.598050509077616,1.4506995151239153","{""coordinates"": [[1.450699515123915, 43.598050509077616]], ""type"": ""MultiPoint""}",RUE SAINTE ANNE,ANNE (RUE SAINTE ANNE),1,TOULOUSE,31555,6,1.4507,43.598051
"43.6270271460466,1.4334079263931283","{""coordinates"": [[1.433407926393128, 43.6270271460466]], ""type"": ""MultiPoint""}",AV DES ETATS UNIS,UNIS - 0001 AV DES ETATS UNIS,1,TOULOUSE,31555,8,1.433408,43.627027
"43.59876114885818,1.432809328578829","{""coordinates"": [[1.432809328578829, 43.59876114885818]], ""type"": ""MultiPoint""}",PL DE L ESTRAPADE,ESTRAPADE (PL DE L ESTRAPADE),21,TOULOUSE,31555,4,1.432809,43.598761
"43.60995009495453,1.4962493632432698","{""coordinates"": [[1.49624936324327, 43.60995009495453]], ""type"": ""MultiPoint""}",AV DE TOULOUSE,TOULOUSE (AV DE TOULOUSE),,BALMA,31044,4,1.496249,43.60995
"43.61216978895258,1.4453932579980255","{""coordinates"": [[1.445393257998026, 43.61216978895258]], ""type"": ""MultiPoint""}",RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),38,TOULOUSE,31555,6,1.445393,43.61217
"43.613388451338864,1.4463683606655078","{""coordinates"": [[1.446368360665508, 43.613388451338864]], ""type"": ""MultiPoint""}",RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),61,TOULOUSE,31555,2,1.446368,43.613388
"43.61336316778695,1.4464302860953457","{""coordinates"": [[1.446430286095346, 43.61336316778695]], ""type"": ""MultiPoint""}",RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),64,TOULOUSE,31555,4,1.44643,43.613363
"43.60549771994662,1.4584894151917929","{""coordinates"": [[1.458489415191793, 43.60549771994662]], ""type"": ""MultiPoint""}",RUE SAINT BERTRAND,BERTRAND (RUE SAINT BERTRAND),1,TOULOUSE,31555,6,1.458489,43.605498
"43.600270595120996,1.4439655311668298","{""coordinates"": [[1.44396553116683, 43.600270595120996]], ""type"": ""MultiPoint""}",PL ETIENNE ESQUIROL,ESQUIROL (PL ETIENNE ESQUIROL),5,TOULOUSE,31555,16,1.443966,43.600271
"43.600479924094365,1.4444294735286451","{""coordinates"": [[1.444429473528645, 43.600479924094365]], ""type"": ""MultiPoint""}",PL ETIENNE ESQUIROL,ESQUIROL (PL ETIENNE ESQUIROL),10,TOULOUSE,31555,16,1.444429,43.60048
"43.60050383011442,1.4440947343865582","{""coordinates"": [[1.444094734386558, 43.60050383011442]], ""type"": ""MultiPoint""}",PL ETIENNE ESQUIROL,ESQUIROL (PL ETIENNE ESQUIROL),10,TOULOUSE,31555,10,1.444095,43.600504
"43.60608243414537,1.4280292672761867","{""coordinates"": [[1.428029267276187, 43.60608243414537]], ""type"": ""MultiPoint""}",AV PAUL SEJOURNE,SEJOURNE (AV PAUL SEJOURNE),3,TOULOUSE,31555,6,1.428029,43.606082
"43.592290847564186,1.443108080111718","{""coordinates"": [[1.443108080111718, 43.592290847564186]], ""type"": ""MultiPoint""}",ALL PAUL FEUGA,FEUGA (ALL PAUL FEUGA),2,TOULOUSE,31555,14,1.443108,43.592291
"43.585552231238324,1.4281625860050269","{""coordinates"": [[1.428162586005027, 43.585552231238324]], ""type"": ""MultiPoint""}",BD DEODAT DE SEVERAC,SEVERAC (BD DEODAT DE SEVERAC),2,TOULOUSE,31555,8,1.428163,43.585552
"43.634352791488745,1.463418879671161","{""coordinates"": [[1.463418879671161, 43.634352791488745]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),107,TOULOUSE,31555,2,1.463419,43.634353
"43.63502818847789,1.46382390283658","{""coordinates"": [[1.46382390283658, 43.63502818847789]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),106,TOULOUSE,31555,2,1.463824,43.635028
"43.63549010916065,1.463791325000569","{""coordinates"": [[1.463791325000569, 43.63549010916065]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),127,TOULOUSE,31555,12,1.463791,43.63549
"43.63479741091564,1.4637265419760808","{""coordinates"": [[1.463726541976081, 43.63479741091564]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),102,TOULOUSE,31555,4,1.463727,43.634797
"43.63482556968501,1.4635544047731026","{""coordinates"": [[1.463554404773103, 43.63482556968501]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),115,TOULOUSE,31555,6,1.463554,43.634826
"43.595766699421304,1.4429440287651623","{""coordinates"": [[1.442944028765162, 43.595766699421304]], ""type"": ""MultiPoint""}",RUE DE LA DALBADE,DALBADE (RUE DE LA DALBADE),3,TOULOUSE,31555,10,1.442944,43.595767
"43.5973301319131,1.4449479710089461","{""coordinates"": [[1.444947971008946, 43.5973301319131]], ""type"": ""MultiPoint""}",PL DES CARMES,CARMES (PL DES CARMES),40,TOULOUSE,31555,10,1.444948,43.59733
"43.64773898246173,1.432927500215798","{""coordinates"": [[1.432927500215798, 43.64773898246173]], ""type"": ""MultiPoint""}",AV DE FRONTON,FRONTON (AV DE FRONTON),235,TOULOUSE,31555,4,1.432927,43.647739
"43.59484684614391,1.4448369721533667","{""coordinates"": [[1.444836972153367, 43.59484684614391]], ""type"": ""MultiPoint""}",PL DU SALIN,SALIN (PL DU SALIN),15,TOULOUSE,31555,8,1.444837,43.594847
"43.59431660809361,1.44437823837602","{""coordinates"": [[1.44437823837602, 43.59431660809361]], ""type"": ""MultiPoint""}",PL DU SALIN,SALIN (PL DU SALIN),10,TOULOUSE,31555,10,1.444378,43.594317
"43.57581193558121,1.473264004744049","{""coordinates"": [[1.473264004744049, 43.57581193558121]], ""type"": ""MultiPoint""}",RUE VALENTINA TERECHKOVA,TERECHKOVA (RUE VALENTINA TERECHKOVA),4,TOULOUSE,31555,6,1.473264,43.575812
"43.5760861072591,1.4736138543181774","{""coordinates"": [[1.473613854318177, 43.5760861072591]], ""type"": ""MultiPoint""}",RUE VALENTINA TERECHKOVA,TERECHKOVA (RUE VALENTINA TERECHKOVA),6,TOULOUSE,31555,22,1.473614,43.576086
"43.59646864195035,1.4365481184861641","{""coordinates"": [[1.436548118486164, 43.59646864195035]], ""type"": ""MultiPoint""}",COURS DILLON,DILLON (COURS DILLON),8,TOULOUSE,31555,12,1.436548,43.596469
"43.602113115668146,1.457288208549608","{""coordinates"": [[1.457288208549608, 43.602113115668146]], ""type"": ""MultiPoint""}",RUE JEAN GOUJON,GOUJON (RUE JEAN GOUJON),1,TOULOUSE,31555,8,1.457288,43.602113
"43.57488178568175,1.461982628729907","{""coordinates"": [[1.461982628729907, 43.57488178568175]], ""type"": ""MultiPoint""}",RUE EMILE GUYOU,GUYOU (RUE EMILE GUYOU),24,TOULOUSE,31555,12,1.461983,43.574882
"43.60670858613839,1.4462347112552831","{""coordinates"": [[1.446234711255283, 43.60670858613839]], ""type"": ""MultiPoint""}",PL VICTOR HUGO,HUGO (PL VICTOR HUGO),23,TOULOUSE,31555,6,1.446235,43.606709
"43.60586662435165,1.4470292326920073","{""coordinates"": [[1.447029232692007, 43.60586662435165]], ""type"": ""MultiPoint""}",RUE VICTOR HUGO,HUGO (RUE VICTOR HUGO),2,TOULOUSE,31555,12,1.447029,43.605867
"43.60411017203775,1.4451771471341515","{""coordinates"": [[1.445177147134151, 43.60411017203775]], ""type"": ""MultiPoint""}",RUE DU POIDS DE L HUILE,HUILE (RUE DU POIDS DE L HUILE),10,TOULOUSE,31555,16,1.445177,43.60411
"43.610321942478045,1.4564325148868784","{""coordinates"": [[1.456432514886878, 43.610321942478045]], ""type"": ""MultiPoint""}",RUE RENE LEDUC,LEDUC (RUE RENE LEDUC),11,TOULOUSE,31555,6,1.456433,43.610322
"43.52562317328844,1.343395030568535","{""coordinates"": [[1.343395030568535, 43.52562317328844]], ""type"": ""MultiPoint""}",RUE DE HOTEL DE VILLE,VILLE - 0004 RUE DE HOTEL DE VILLE,4,VILLENEUVE-TOLOSANE,31588,10,1.343513,43.525556
"43.58531450118614,1.5303297206673936","{""coordinates"": [[1.530329720667394, 43.58531450118614]], ""type"": ""MultiPoint""}",RTE DE LA SAUNE,SAUNE (RTE DE LA SAUNE),,QUINT-FONSEGRIVES,31445,6,1.53033,43.585314
"43.65558070907889,1.3702612937555745","{""coordinates"": [[1.370261293755574, 43.65558070907889]], ""type"": ""MultiPoint""}",AV D ANDROMEDE,ANDROMEDE (AV D ANDROMEDE),,BLAGNAC,31069,4,1.370261,43.655581
"43.553275234886705,1.5291914645531928","{""coordinates"": [[1.529191464553193, 43.553275234886705]], ""type"": ""MultiPoint""}",PL JEAN BELLIERES,BELLIERES - 0001 PL JEAN BELLIERES,1,SAINT-ORENS-DE-GAMEVILLE,31506,10,1.529191,43.553275
"43.65090758608997,1.3261990666463472","{""coordinates"": [[1.326199066646347, 43.65090758608997]], ""type"": ""MultiPoint""}",RUE DE LA POSTE,POSTE - 0019 RUE DE LA POSTE,19,CORNEBARIEU,31150,4,1.326199,43.650908
"43.60299841828393,1.448123400731785","{""coordinates"": [[1.448123400731785, 43.60299841828393]], ""type"": ""MultiPoint""}",RUE PAUL VIDAL,VIDAL (RUE PAUL VIDAL),17,TOULOUSE,31555,8,1.448123,43.602998
"43.60267284397084,1.448113678016432","{""coordinates"": [[1.448113678016432, 43.60267284397084]], ""type"": ""MultiPoint""}",RUE LOUIS DEFFES,DEFFES (RUE LOUIS DEFFES),4,TOULOUSE,31555,8,1.448114,43.602673
"43.66988136186958,1.4306216906717175","{""coordinates"": [[1.430621690671718, 43.66988136186958]], ""type"": ""MultiPoint""}",RUE DES ECOLES,ECOLES (RUE DES ECOLES),,AUCAMVILLE,31022,8,1.430622,43.669881
"43.59716618499312,1.4575139991371293","{""coordinates"": [[1.457513999137129, 43.59716618499312]], ""type"": ""MultiPoint""}",RUE BERNARD MULE,MULE (RUE BERNARD MULE),37,TOULOUSE,31555,4,1.457514,43.597166
"43.604785663948896,1.4510022252270096","{""coordinates"": [[1.45100222522701, 43.604785663948896]], ""type"": ""MultiPoint""}",RUE DE L INDUSTRIE,INDUSTRIE (RUE DE L INDUSTRIE),7,TOULOUSE,31555,6,1.451002,43.604786
"43.60521500304184,1.4511459881052076","{""coordinates"": [[1.451145988105208, 43.60521500304184]], ""type"": ""MultiPoint""}",RUE DE L INDUSTRIE,INDUSTRIE (RUE DE L INDUSTRIE),15,TOULOUSE,31555,6,1.451146,43.605215
"43.655296798307056,1.368673711366591","{""coordinates"": [[1.368673711366591, 43.655296798307056]], ""type"": ""MultiPoint""}",AV D ANDROMEDE,ANDROMEDE (AV D ANDROMEDE),,BLAGNAC,31069,4,1.368674,43.655297
"43.60988659245508,1.4324241243452733","{""coordinates"": [[1.432424124345273, 43.60988659245508]], ""type"": ""MultiPoint""}",BD LASCROSSES,LASCROSSES (BD LASCROSSES),20,TOULOUSE,31555,38,1.432424,43.609887
"43.609663761483034,1.43122457550417","{""coordinates"": [[1.43122457550417, 43.609663761483034]], ""type"": ""MultiPoint""}",BD LASCROSSES,LASCROSSES (BD LASCROSSES),20B,TOULOUSE,31555,8,1.431225,43.609664
"43.58699903181371,1.4924130186620392","{""coordinates"": [[1.492413018662039, 43.58699903181371]], ""type"": ""MultiPoint""}",AV JEAN GONORD,GONORD (AV JEAN GONORD),8,TOULOUSE,31555,12,1.492413,43.586999
"43.5740092975706,1.4852493290687248","{""coordinates"": [[1.485249329068725, 43.5740092975706]], ""type"": ""MultiPoint""}",IMP GASTON GENIN,GENIN (IMP GASTON GENIN),3,TOULOUSE,31555,8,1.485249,43.574009
"43.58858573530827,1.4506171973831903","{""coordinates"": [[1.45061719738319, 43.58858573530827]], ""type"": ""MultiPoint""}",PL DU BUSCA,BUSCA (PL DU BUSCA),3,TOULOUSE,31555,4,1.450617,43.588586
"43.596902881810124,1.6016133200876492","{""coordinates"": [[1.601613320087649, 43.596902881810124]], ""type"": ""MultiPoint""}",ALL DE L EGLISE,EGLISE (ALL DE L EGLISE),,DRÉMIL-LAFAGE,31163,8,1.601613,43.596903
"43.59600108004761,1.4475813866645597","{""coordinates"": [[1.44758138666456, 43.59600108004761]], ""type"": ""MultiPoint""}",RUE THEODORE OZENNE,OZENNE (RUE THEODORE OZENNE),21,TOULOUSE,31555,10,1.447581,43.596001
"43.597736433899684,1.4457442756057484","{""coordinates"": [[1.445744275605748, 43.597736433899684]], ""type"": ""MultiPoint""}",RUE THEODORE OZENNE,OZENNE (RUE THEODORE OZENNE),1,TOULOUSE,31555,8,1.445744,43.597736
"43.59740739376678,1.4460988553957392","{""coordinates"": [[1.446098855395739, 43.59740739376678]], ""type"": ""MultiPoint""}",RUE THEODORE OZENNE,OZENNE (RUE THEODORE OZENNE),7,TOULOUSE,31555,6,1.446099,43.597407
"43.593159821765305,1.4059198837162807","{""coordinates"": [[1.405919883716281, 43.593159821765305]], ""type"": ""MultiPoint""}",AV DE LARDENNE,LARDENNE (AV DE LARDENNE),17,TOULOUSE,31555,4,1.40592,43.59316
"43.640503545185396,1.4528516400674625","{""coordinates"": [[1.452851640067462, 43.640503545185396]], ""type"": ""MultiPoint""}",CARR DE LA MAOURINE,MAOURINE (CARR DE LA MAOURINE),1,TOULOUSE,31555,50,1.452852,43.640504
"43.60769019586116,1.4414581584831263","{""coordinates"": [[1.441458158483126, 43.60769019586116]], ""type"": ""MultiPoint""}",PL SAINT SERNIN,SERNIN (PL SAINT SERNIN),2,TOULOUSE,31555,10,1.441458,43.60769
"43.6082376726344,1.4426952349513684","{""coordinates"": [[1.442695234951368, 43.6082376726344]], ""type"": ""MultiPoint""}",PL SAINT SERNIN,SERNIN (PL SAINT SERNIN),4,TOULOUSE,31555,10,1.442695,43.608238
"43.60005999238732,1.4627919421536177","{""coordinates"": [[1.462791942153618, 43.60005999238732]], ""type"": ""MultiPoint""}",RUE LUCIEN CASSAGNE,CASSAGNE (RUE LUCIEN CASSAGNE),86,TOULOUSE,31555,4,1.462792,43.60006
"43.603002668691595,1.4448560501478964","{""coordinates"": [[1.444856050147896, 43.603002668691595]], ""type"": ""MultiPoint""}",PL ROGER SALENGRO,SALENGRO (PL ROGER SALENGRO),8,TOULOUSE,31555,4,1.444856,43.603003
"43.59028186575472,1.4521966774361417","{""coordinates"": [[1.452196677436142, 43.59028186575472]], ""type"": ""MultiPoint""}",AV FRIZAC,FRIZAC (AV FRIZAC),7,TOULOUSE,31555,4,1.452197,43.590282
"43.61486437158558,1.2370509151246472","{""coordinates"": [[1.237050915124647, 43.61486437158558]], ""type"": ""MultiPoint""}",RUE DE LAPRADE,LAPRADE (RUE DE LAPRADE),,BRAX,31088,10,1.237051,43.614864
"43.596179070383556,1.453828093940521","{""coordinates"": [[1.453828093940521, 43.596179070383556]], ""type"": ""MultiPoint""}",ALL PAUL SABATIER,SABATIER - 0002 ALL PAUL SABATIER,2,TOULOUSE,31555,10,1.453828,43.596179
"43.60737364974246,1.4376623665605217","{""coordinates"": [[1.437662366560522, 43.60737364974246]], ""type"": ""MultiPoint""}",RUE DES PUITS CREUSES,CREUSES (RUE DES PUITS CREUSES),4,TOULOUSE,31555,8,1.437662,43.607374
"43.60829463546388,1.4372567846405715","{""coordinates"": [[1.437256784640571, 43.60829463546388]], ""type"": ""MultiPoint""}",RUE DES PUITS CREUSES,CREUSES (RUE DES PUITS CREUSES),22,TOULOUSE,31555,6,1.437257,43.608295
"43.6073059153729,1.4378115290457973","{""coordinates"": [[1.437811529045797, 43.6073059153729]], ""type"": ""MultiPoint""}",RUE DES PUITS CREUSES,CREUSES (RUE DES PUITS CREUSES),4,TOULOUSE,31555,6,1.437812,43.607306
"43.607164985600754,1.4379495807562863","{""coordinates"": [[1.437949580756286, 43.607164985600754]], ""type"": ""MultiPoint""}",RUE DES PUITS CREUSES,CREUSES (RUE DES PUITS CREUSES),4,TOULOUSE,31555,10,1.43795,43.607165
"43.60842287436474,1.4778308409036387","{""coordinates"": [[1.477830840903639, 43.60842287436474]], ""type"": ""MultiPoint""}",RUE CHARLES GARNIER,GARNIER (RUE CHARLES GARNIER),12,TOULOUSE,31555,4,1.477831,43.608423
"43.59658258304644,1.452521130011564","{""coordinates"": [[1.452521130011564, 43.59658258304644]], ""type"": ""MultiPoint""}",BOULINGRIN,BOULINGRIN (BOULINGRIN),,TOULOUSE,31555,6,1.452521,43.596583
"43.59536349187686,1.4515464574451684","{""coordinates"": [[1.451546457445168, 43.59536349187686]], ""type"": ""MultiPoint""}",BOULINGRIN,BOULINGRIN (BOULINGRIN),,TOULOUSE,31555,8,1.451546,43.595363
"43.59497114229673,1.45284722316014","{""coordinates"": [[1.45284722316014, 43.59497114229673]], ""type"": ""MultiPoint""}",BOULINGRIN,BOULINGRIN (BOULINGRIN),,TOULOUSE,31555,6,1.452847,43.594971
"43.60525871101989,1.4463483151812844","{""coordinates"": [[1.446348315181284, 43.60525871101989]], ""type"": ""MultiPoint""}",RUE CAUSSETTE,CAUSSETTE (RUE CAUSSETTE),1,TOULOUSE,31555,8,1.446348,43.605259
"43.63622965659399,1.3841343057434758","{""coordinates"": [[1.384134305743476, 43.63622965659399]], ""type"": ""MultiPoint""}",AV DES PINS,PINS (AV DES PINS),,BLAGNAC,31069,18,1.384134,43.63623
"43.608532306656016,1.4470956829266701","{""coordinates"": [[1.44709568292667, 43.608532306656016]], ""type"": ""MultiPoint""}",RUE DE BAYARD,BAYARD (RUE DE BAYARD),7,TOULOUSE,31555,10,1.447096,43.608532
"43.60903611262494,1.44801606362552","{""coordinates"": [[1.44801606362552, 43.60903611262494]], ""type"": ""MultiPoint""}",RUE DE BAYARD,BAYARD (RUE DE BAYARD),19,TOULOUSE,31555,8,1.448016,43.609036
"43.61389543937051,1.4265435341200248","{""coordinates"": [[1.426543534120025, 43.61389543937051]], ""type"": ""MultiPoint""}",PL INTER. ROLAND GARROS,GARROS (PL INTER. ROLAND GARROS),3,TOULOUSE,31555,22,1.426544,43.613895
