Geo Point,Geo Shape,lib_voie,motdir,no,commune,insee,nb_places,coord_x,coord_y
"43.56551002145423,1.3992584451612935","{""coordinates"": [[1.399258445161293, 43.56551002145423]], ""type"": ""MultiPoint""}",ALL DE BELLEFONTAINE,BELLEFONTAINE - 0065 ALL DE BELLEFONTAINE,65,TOULOUSE,31555,6,1.399258,43.56551
"43.61182492712067,1.450523675171325","{""coordinates"": [[1.450523675171325, 43.61182492712067]], ""type"": ""MultiPoint""}",RUE RAYMOND IV,RAYMOND IV (RUE RAYMOND IV),67,TOULOUSE,31555,6,1.450524,43.611825
"43.59518591099776,1.4413024075414709","{""coordinates"": [[1.441302407541471, 43.59518591099776]], ""type"": ""MultiPoint""}",AV DE LA GARONNETTE,GARONNETTE (AV DE LA GARONNETTE),10B,TOULOUSE,31555,12,1.441302,43.595186
"43.559372876772706,1.3781898838579871","{""coordinates"": [[1.378189883857987, 43.559372876772706]], ""type"": ""MultiPoint""}",CHE DE LIFFARD,LIFFARD - 0002 CHE DE LIFFARD,2,TOULOUSE,31555,4,1.37819,43.559373
"43.60587966239157,1.4560914652460244","{""coordinates"": [[1.456091465246024, 43.60587966239157]], ""type"": ""MultiPoint""}",BD PIERRE PAUL RIQUET,RIQUET (BD PIERRE PAUL RIQUET),23,TOULOUSE,31555,6,1.456091,43.60588
"43.60597255839083,1.4527842441065693","{""coordinates"": [[1.452784244106569, 43.60597255839083]], ""type"": ""MultiPoint""}",RUE GABRIEL PERI,PERI (RUE GABRIEL PERI),19,TOULOUSE,31555,10,1.452784,43.605973
"43.60583811031368,1.4523768326918873","{""coordinates"": [[1.452376832691887, 43.60583811031368]], ""type"": ""MultiPoint""}",RUE GABRIEL PERI,PERI (RUE GABRIEL PERI),20,TOULOUSE,31555,6,1.452377,43.605838
"43.59578070543,1.4782326587220078","{""coordinates"": [[1.478232658722008, 43.59578070543]], ""type"": ""MultiPoint""}",CHE DE DUROUX,DUROUX (CHE DE DUROUX),3,TOULOUSE,31555,4,1.478233,43.595781
"43.595745522960755,1.4437766516598765","{""coordinates"": [[1.443776651659876, 43.595745522960755]], ""type"": ""MultiPoint""}",RUE SAINT REMESY,REMESY (RUE SAINT REMESY),2,TOULOUSE,31555,6,1.443777,43.595746
"43.694988990500796,1.3538031554743843","{""coordinates"": [[1.353803155474384, 43.694988990500796]], ""type"": ""MultiPoint""}",PL DE ROALDES DU BOURG,BOURG (PL DE ROALDES DU BOURG),,SEILH,31541,4,1.353803,43.694989
"43.603362957815655,1.4474803804158902","{""coordinates"": [[1.44748038041589, 43.603362957815655]], ""type"": ""MultiPoint""}",RUE SAINT JEROME,JEROME (RUE SAINT JEROME),4,TOULOUSE,31555,10,1.447536,43.603357
"43.674202121822155,1.455975751353177","{""coordinates"": [[1.455975751353177, 43.674202121822155]], ""type"": ""MultiPoint""}",AV DES NOBLES,NOBLES (AV DES NOBLES),,LAUNAGUET,31282,8,1.456028,43.67421
"43.68647931200113,1.3608276932763645","{""coordinates"": [[1.360827693276365, 43.68647931200113]], ""type"": ""MultiPoint""}",ALL REMY RAYMOND,RAYMOND (ALL REMY RAYMOND),,SEILH,31541,6,1.360828,43.686479
"43.60738614282308,1.4396451017507852","{""coordinates"": [[1.439645101750785, 43.60738614282308]], ""type"": ""MultiPoint""}",PL DU PEYROU,PEYROU (PL DU PEYROU),3,TOULOUSE,31555,8,1.439645,43.607386
"43.594782639351166,1.45692031962103","{""coordinates"": [[1.45692031962103, 43.594782639351166]], ""type"": ""MultiPoint""}",PORT SAINT SAUVEUR,SAUVEUR (PORT SAINT SAUVEUR),8,TOULOUSE,31555,12,1.45692,43.594783
"43.595228321484676,1.456772184271465","{""coordinates"": [[1.456772184271465, 43.595228321484676]], ""type"": ""MultiPoint""}",PORT SAINT SAUVEUR,SAUVEUR (PORT SAINT SAUVEUR),8,TOULOUSE,31555,4,1.456772,43.595228
"43.59031614585555,1.445569149194103","{""coordinates"": [[1.445569149194103, 43.59031614585555]], ""type"": ""MultiPoint""}",GRANDE-RUE SAINT MICHEL,MICHEL (GRANDE-RUE SAINT MICHEL),114,TOULOUSE,31555,10,1.445569,43.590316
"43.5647542545725,1.3986945134574158","{""coordinates"": [[1.398694513457416, 43.5647542545725]], ""type"": ""MultiPoint""}",RUE DE JERUSALEM,JERUSALEM (RUE DE JERUSALEM),,TOULOUSE,31555,4,1.398695,43.564754
"43.59327181816744,1.4313433728515192","{""coordinates"": [[1.431343372851519, 43.59327181816744]], ""type"": ""MultiPoint""}",RUE SAINTE LUCIE,LUCIE (RUE SAINTE LUCIE),32,TOULOUSE,31555,10,1.431343,43.593272
"43.59367509113017,1.4295291434724353","{""coordinates"": [[1.429529143472435, 43.59367509113017]], ""type"": ""MultiPoint""}",RUE SAINTE LUCIE,LUCIE (RUE SAINTE LUCIE),38,TOULOUSE,31555,8,1.429529,43.593675
"43.593340136388626,1.4309301370783143","{""coordinates"": [[1.430930137078314, 43.593340136388626]], ""type"": ""MultiPoint""}",RUE SAINTE LUCIE,LUCIE (RUE SAINTE LUCIE),34,TOULOUSE,31555,8,1.43093,43.59334
"43.60131526944748,1.4605288011754838","{""coordinates"": [[1.460528801175484, 43.60131526944748]], ""type"": ""MultiPoint""}",AV CAMILLE PUJOL,PUJOL (AV CAMILLE PUJOL),27,TOULOUSE,31555,6,1.460529,43.601315
"43.63569454686377,1.398508212276552","{""coordinates"": [[1.398508212276552, 43.63569454686377]], ""type"": ""MultiPoint""}",RUE BACQUIE FONADE,FONADE (RUE BACQUIE FONADE),,BLAGNAC,31069,10,1.398508,43.635695
"43.60706172582562,1.4346284857030296","{""coordinates"": [[1.43462848570303, 43.60706172582562]], ""type"": ""MultiPoint""}",BD ARMAND DUPORTAL,DUPORTAL (BD ARMAND DUPORTAL),19,TOULOUSE,31555,8,1.434628,43.607062
"43.71109017277756,1.3921708891260878","{""coordinates"": [[1.392170889126088, 43.71109017277756]], ""type"": ""MultiPoint""}",PL DE L OCCITANIE,OCCITANIE (PL DE L OCCITANIE),,LESPINASSE,31293,6,1.392171,43.71109
"43.61585635764628,1.438542902208732","{""coordinates"": [[1.438542902208732, 43.61585635764628]], ""type"": ""MultiPoint""}",RUE VAUBAN,VAUBAN (RUE VAUBAN),2,TOULOUSE,31555,10,1.438543,43.615856
"43.60448506562807,1.4525756056060661","{""coordinates"": [[1.452575605606066, 43.60448506562807]], ""type"": ""MultiPoint""}",RUE DE LA COLOMBETTE,COLOMBETTE (RUE DE LA COLOMBETTE),32,TOULOUSE,31555,6,1.452576,43.604485
"43.61631647088074,1.4535538920384021","{""coordinates"": [[1.453553892038402, 43.61631647088074]], ""type"": ""MultiPoint""}",RUE DU FAUBOURG BONNEFOY,BONNEFOY (RUE DU FAUBOURG BONNEFOY),4,TOULOUSE,31555,4,1.453554,43.616316
"43.596340811114906,1.450915995747338","{""coordinates"": [[1.450915995747338, 43.596340811114906]], ""type"": ""MultiPoint""}",RUE DU HUIT MAI 1945,MAI 1945 (RUE DU HUIT MAI 1945),,TOULOUSE,31555,10,1.450916,43.596341
"43.58473460570737,1.3436989111489372","{""coordinates"": [[1.343698911148937, 43.58473460570737]], ""type"": ""MultiPoint""}",BD EUGENE MONTEL,MONTEL (BD EUGENE MONTEL),,TOURNEFEUILLE,31557,4,1.343699,43.584735
"43.60600589962736,1.445656145200282","{""coordinates"": [[1.445656145200282, 43.60600589962736]], ""type"": ""MultiPoint""}",RUE D ALSACE LORRAINE,LORRAINE (RUE D ALSACE LORRAINE),57,TOULOUSE,31555,12,1.445656,43.606006
"43.60284986845068,1.445637540520601","{""coordinates"": [[1.445637540520601, 43.60284986845068]], ""type"": ""MultiPoint""}",RUE D ALSACE LORRAINE,LORRAINE (RUE D ALSACE LORRAINE),33,TOULOUSE,31555,16,1.445638,43.60285
"43.609907972295055,1.4308965180661728","{""coordinates"": [[1.430896518066173, 43.609907972295055]], ""type"": ""MultiPoint""}",PL ALFONSE JOURDAIN,JOURDAIN (PL ALFONSE JOURDAIN),4,TOULOUSE,31555,8,1.430897,43.609908
"43.72631412944057,1.4127665526490072","{""coordinates"": [[1.412766552649007, 43.72631412944057]], ""type"": ""MultiPoint""}",PL DU CASTELET,CASTELET (PL DU CASTELET),,BRUGUIÈRES,31091,4,1.412767,43.726314
"43.60617051749148,1.4459046335031631","{""coordinates"": [[1.445904633503163, 43.60617051749148]], ""type"": ""MultiPoint""}",RUE RIVALS,RIVALS (RUE RIVALS),13,TOULOUSE,31555,16,1.445905,43.606171
"43.60549419947581,1.433967217393166","{""coordinates"": [[1.433967217393166, 43.60549419947581]], ""type"": ""MultiPoint""}",ALL DE BARCELONE,BARCELONE (ALL DE BARCELONE),16,TOULOUSE,31555,20,1.43406,43.6055
"43.62392380380825,1.4666112751873197","{""coordinates"": [[1.46661127518732, 43.62392380380825]], ""type"": ""MultiPoint""}",AV DU PRESIDENT DOUMERGUE,DOUMERGUE (AV DU PRESIDENT DOUMERGUE),35,TOULOUSE,31555,6,0,0
"43.65008201795667,1.4562283455552214","{""coordinates"": [[1.456228345555221, 43.65008201795667]], ""type"": ""MultiPoint""}",BD FLORENCE ARTHAUD,ARTHAUD (BD FLORENCE ARTHAUD),,TOULOUSE,31555,20,1.45627,43.6501
"43.66834094710888,1.3568067958364913","{""coordinates"": [[1.356806795836491, 43.66834094710888]], ""type"": ""MultiPoint""}",Voie du MEETT,ANONYME (VOIE ANONYME),,AUSSONNE,31032,432,0,0
"43.595371608834654,1.4327612650968817","{""coordinates"": [[1.432761265096882, 43.595371608834654]], ""type"": ""MultiPoint""}",ALLEES CHARLES DE FITTE,FITTE (ALL CHARLES DE FITTE),26,TOULOUSE,31555,8,0,0
"43.61039405907569,1.4504689495558218","{""coordinates"": [[1.450468949555822, 43.61039405907569]], ""type"": ""MultiPoint""}",RUE DE BAYARD,BAYARD (RUE DE BAYARD),51,TOULOUSE,31555,4,0,0
"43.61178775032446,1.452935050127047","{""coordinates"": [[1.452935050127047, 43.61178775032446]], ""type"": ""MultiPoint""}",BD PIERRE SEMARD,SEMARD (BD PIERRE SEMARD),68,TOULOUSE,31555,10,0,0
"43.610776210300955,1.453230722180728","{""coordinates"": [[1.453230722180728, 43.610776210300955]], ""type"": ""MultiPoint""}",BD PIERRE SEMARD,SEMARD (BD PIERRE SEMARD),62,TOULOUSE,31555,10,0,0
"43.60129044177199,1.4047111339657394","{""coordinates"": [[1.404711133965739, 43.60129044177199]], ""type"": ""MultiPoint""}",RUE DU DOCTEUR SUZANNE NOEL,NOEL (RUE DU DOCTEUR SUZANNE NOEL),4,TOULOUSE,31555,1,1.404711,43.60129
"43.5846577973131,1.376582558969749","{""coordinates"": [[1.376582558969749, 43.5846577973131]], ""type"": ""MultiPoint""}",ALL DU DR LEJZER L ZAMENHOF,ZAMENHOF (ALL DU DR LEJZER L ZAMENHOF),6,TOULOUSE,31555,3,1.37653,43.584713
"43.64173368736654,1.3695414152049317","{""coordinates"": [[1.369541415204932, 43.64173368736654]], ""type"": ""MultiPoint""}",RUE DU DOCTEUR PRESSAC,PRESSAC (RUE DU DOCTEUR PRESSAC),,BLAGNAC,31069,5,1.3696,43.641689
"43.60067466014372,1.4066922273107183","{""coordinates"": [[1.406692227310718, 43.60067466014372]], ""type"": ""MultiPoint""}",RUE THOMAS DUPUY,DUPUY (RUE THOMAS DUPUY),,TOULOUSE,31555,8,1.406692,43.600675
"43.637391370532136,1.444248788370687","{""coordinates"": [[1.444248788370687, 43.637391370532136]], ""type"": ""MultiPoint""}",CHE DES IZARDS,IZARDS (CHE DES IZARDS),14,TOULOUSE,31555,6,1.444249,43.637391
"43.60207860524414,1.4143109846131627","{""coordinates"": [[1.414310984613163, 43.60207860524414]], ""type"": ""MultiPoint""}",RUE DES FONTAINES,FONTAINES (RUE DES FONTAINES),187,TOULOUSE,31555,4,1.414311,43.602079
"43.57997925313436,1.4420268052409941","{""coordinates"": [[1.442026805240994, 43.57997925313436]], ""type"": ""MultiPoint""}",AV JEAN MOULIN,MOULIN (AV JEAN MOULIN),,TOULOUSE,31555,8,1.442027,43.579979
"43.57837720203587,1.4413415702287629","{""coordinates"": [[1.441341570228763, 43.57837720203587]], ""type"": ""MultiPoint""}",AV JEAN MOULIN,MOULIN - 0042 AV JEAN MOULIN,42,TOULOUSE,31555,6,1.441342,43.578377
"43.71151811979632,1.392642071048161","{""coordinates"": [[1.392642071048161, 43.71151811979632]], ""type"": ""MultiPoint""}",RTE DE L HERS,HERS - 0003 RTE DE L HERS,3,LESPINASSE,31293,6,1.392642,43.711518
"43.57773856630976,1.4399372348811021","{""coordinates"": [[1.439937234881102, 43.57773856630976]], ""type"": ""MultiPoint""}",PL D EMPALOT,EMPALOT - 0002 PL D EMPALOT,2,TOULOUSE,31555,6,1.439937,43.577739
"43.59785602815628,1.442051764791065","{""coordinates"": [[1.442051764791065, 43.59785602815628]], ""type"": ""MultiPoint""}",RUE DES COUTELIERS,COUTELIERS (RUE DES COUTELIERS),1,TOULOUSE,31555,10,1.442052,43.597856
"43.65486309556481,1.4823820703943709","{""coordinates"": [[1.482382070394371, 43.65486309556481]], ""type"": ""MultiPoint""}",RUE DU SOMPORT,SOMPORT (RUE DU SOMPORT),6,L'UNION,31561,10,1.482347,43.655017
"43.601449285105154,1.4461707085319948","{""coordinates"": [[1.446170708531995, 43.601449285105154]], ""type"": ""MultiPoint""}",RUE ANTONIN MERCIE,MERCIE (RUE ANTONIN MERCIE),11,TOULOUSE,31555,10,1.446171,43.601449
"43.60147254674093,1.4464104390069399","{""coordinates"": [[1.44641043900694, 43.60147254674093]], ""type"": ""MultiPoint""}",RUE ANTONIN MERCIE,MERCIE (RUE ANTONIN MERCIE),15,TOULOUSE,31555,12,1.44641,43.601473
"43.60474687706203,1.441522160745286","{""coordinates"": [[1.441522160745286, 43.60474687706203]], ""type"": ""MultiPoint""}",RUE ROMIGUIERES,ROMIGUIERES (RUE ROMIGUIERES),2,TOULOUSE,31555,16,1.441522,43.604747
"43.60333072305516,1.4421270199657978","{""coordinates"": [[1.442127019965798, 43.60333072305516]], ""type"": ""MultiPoint""}",RUE LEON GAMBETTA,GAMBETTA (RUE LEON GAMBETTA),27,TOULOUSE,31555,4,1.442127,43.603331
"43.60323927554167,1.4410284947376506","{""coordinates"": [[1.441028494737651, 43.60323927554167]], ""type"": ""MultiPoint""}",RUE JOSEPH LAKANAL,LAKANAL (RUE JOSEPH LAKANAL),10,TOULOUSE,31555,6,1.441028,43.603239
"43.59831801363662,1.4256114095772063","{""coordinates"": [[1.425611409577206, 43.59831801363662]], ""type"": ""MultiPoint""}",RUE ADOLPHE COLL,COLL (RUE ADOLPHE COLL),32,TOULOUSE,31555,6,1.425611,43.598318
"43.577813922328836,1.4510592621882341","{""coordinates"": [[1.451059262188234, 43.577813922328836]], ""type"": ""MultiPoint""}",AV DE RANGUEIL,RANGUEIL (AV DE RANGUEIL),4B,TOULOUSE,31555,16,1.451059,43.577814
"43.56345966476334,1.4961193949426042","{""coordinates"": [[1.496119394942604, 43.56345966476334]], ""type"": ""MultiPoint""}",RUE ANDRE VILLET,VILLET (RUE ANDRE VILLET),13,TOULOUSE,31555,16,1.496119,43.56346
"43.64519530731829,1.5280506239851306","{""coordinates"": [[1.528050623985131, 43.64519530731829]], ""type"": ""MultiPoint""}",ALL ANTOINE CANDELA,CANDELA (ALL ANTOINE CANDELA),,MONTRABÉ,31389,6,1.528051,43.645195
"43.582299676615264,1.4261124861035726","{""coordinates"": [[1.426112486103573, 43.582299676615264]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),66,TOULOUSE,31555,2,1.426112,43.5823
"43.58989034185735,1.4323658604877678","{""coordinates"": [[1.432365860487768, 43.58989034185735]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),256,TOULOUSE,31555,10,1.432366,43.58989
"43.58786134165309,1.4307004713702436","{""coordinates"": [[1.430700471370244, 43.58786134165309]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),202,TOULOUSE,31555,4,1.4307,43.587861
"43.58568757209807,1.4289071942622265","{""coordinates"": [[1.428907194262226, 43.58568757209807]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),158,TOULOUSE,31555,4,1.428907,43.585688
"43.59986727407901,1.4488778299028984","{""coordinates"": [[1.448877829902898, 43.59986727407901]], ""type"": ""MultiPoint""}",PL SAINT ETIENNE,ETIENNE (PL SAINT ETIENNE),10,TOULOUSE,31555,4,1.448878,43.599867
"43.6120324860512,1.4383657870073379","{""coordinates"": [[1.438365787007338, 43.6120324860512]], ""type"": ""MultiPoint""}",AV HONORE SERRES,SERRES (AV HONORE SERRES),17,TOULOUSE,31555,6,1.438366,43.612032
"43.612497534958734,1.438291615547993","{""coordinates"": [[1.438291615547993, 43.612497534958734]], ""type"": ""MultiPoint""}",AV HONORE SERRES,SERRES (AV HONORE SERRES),31,TOULOUSE,31555,10,1.438292,43.612498
"43.61379203335196,1.4310263132939376","{""coordinates"": [[1.431026313293938, 43.61379203335196]], ""type"": ""MultiPoint""}",(BD DE L EMBOUCHURE,EMBOUCHURE (BD DE L EMBOUCHURE),54,TOULOUSE,31555,10,1.431026,43.613792
"43.611815867971,1.421521949296757","{""coordinates"": [[1.421521949296757, 43.611815867971]], ""type"": ""MultiPoint""}",BD DE L EMBOUCHURE,EMBOUCHURE (BD DE L EMBOUCHURE),101,TOULOUSE,31555,16,1.421522,43.611816
"43.61488320100457,1.4328856972237656","{""coordinates"": [[1.432885697223766, 43.61488320100457]], ""type"": ""MultiPoint""}",BD DE L EMBOUCHURE,EMBOUCHURE (BD DE L EMBOUCHURE),34,TOULOUSE,31555,6,1.432886,43.614883
"43.59681426454471,1.4502304618674604","{""coordinates"": [[1.45023046186746, 43.59681426454471]], ""type"": ""MultiPoint""}",PL MONTOULIEU,MONTOULIEU (PL MONTOULIEU),6,TOULOUSE,31555,10,1.45023,43.596814
"43.597839649476946,1.431738352699938","{""coordinates"": [[1.431738352699938, 43.597839649476946]], ""type"": ""MultiPoint""}",PL INTERIEURE ST CYPRIEN,CYPRIEN (PL INTERIEURE ST CYPRIEN),4,TOULOUSE,31555,8,1.431738,43.59784
"43.57383598148084,1.4641580794833242","{""coordinates"": [[1.464158079483324, 43.57383598148084]], ""type"": ""MultiPoint""}",CHE DU CANAL,CANAL (CHE DU CANAL),27,TOULOUSE,31555,14,1.464158,43.573836
"43.60080099556989,1.4727418678495725","{""coordinates"": [[1.472741867849573, 43.60080099556989]], ""type"": ""MultiPoint""}",AV DE CASTRES,CASTRES (AV DE CASTRES),42,TOULOUSE,31555,4,1.472742,43.600801
"43.58565298249618,1.4659133429129991","{""coordinates"": [[1.465913342912999, 43.58565298249618]], ""type"": ""MultiPoint""}",AV ANTOINE DE ST EXUPERY,EXUPERY (AV ANTOINE DE ST EXUPERY),63B,TOULOUSE,31555,7,1.465913,43.585653
"43.579213292323274,1.4831160699659625","{""coordinates"": [[1.483116069965962, 43.579213292323274]], ""type"": ""MultiPoint""}",AV ANTOINE DE ST EXUPERY,EXUPERY (AV ANTOINE DE ST EXUPERY),235,TOULOUSE,31555,8,1.483116,43.579213
"43.58582826679541,1.4653613938977363","{""coordinates"": [[1.465361393897736, 43.58582826679541]], ""type"": ""MultiPoint""}",AV ANTOINE DE ST EXUPERY,EXUPERY (AV ANTOINE DE ST EXUPERY),61,TOULOUSE,31555,4,1.465361,43.585828
"43.581310166600666,1.3919532844316451","{""coordinates"": [[1.391953284431645, 43.581310166600666]], ""type"": ""MultiPoint""}",RUE EUGENE VIOLLET LE DUC,VIOLLET LE DUC (RUE EUGENE VIOLLET LE DUC),23,TOULOUSE,31555,4,1.391953,43.58131
"43.59856766606049,1.430492312633334","{""coordinates"": [[1.430492312633334, 43.59856766606049]], ""type"": ""MultiPoint""}",ALL CHARLES DE FITTE,FITTE (ALL CHARLES DE FITTE),58,TOULOUSE,31555,8,1.430492,43.598568
"43.594922159933255,1.4328061102578833","{""coordinates"": [[1.432806110257883, 43.594922159933255]], ""type"": ""MultiPoint""}",ALL CHARLES DE FITTE,FITTE (ALL CHARLES DE FITTE),21,TOULOUSE,31555,2,1.432806,43.594922
"43.598625812073166,1.4301124498036146","{""coordinates"": [[1.430112449803615, 43.598625812073166]], ""type"": ""MultiPoint""}",ALLEES CHARLES DE FITTE,FITTE (ALLEES CHARLES DE FITTE),77,TOULOUSE,31555,4,1.430112,43.598626
"43.59807112183605,1.4309876806920727","{""coordinates"": [[1.430987680692073, 43.59807112183605]], ""type"": ""MultiPoint""}",ALLEES CHARLES DE FITTE,FITTE (ALLEES CHARLES DE FITTE),56,TOULOUSE,31555,6,1.430988,43.598071
"43.59823620614301,1.4308410103056808","{""coordinates"": [[1.430841010305681, 43.59823620614301]], ""type"": ""MultiPoint""}",ALLEES CHARLES DE FITTE,FITTE (ALL CHARLES DE FITTE),56,TOULOUSE,31555,4,1.430841,43.598236
"43.599802086037045,1.429257900463014","{""coordinates"": [[1.429257900463014, 43.599802086037045]], ""type"": ""MultiPoint""}",ALLEES CHARLES DE FITTE,FITTE (ALL CHARLES DE FITTE),91,TOULOUSE,31555,6,1.429258,43.599802
"43.58065653411542,1.46063515378975","{""coordinates"": [[1.46063515378975, 43.58065653411542]], ""type"": ""MultiPoint""}",AV ALBERT BEDOUCE,BEDOUCE (AV ALBERT BEDOUCE),97,TOULOUSE,31555,4,1.460635,43.580657
"43.604912884712654,1.44264264680718","{""coordinates"": [[1.44264264680718, 43.604912884712654]], ""type"": ""MultiPoint""}",RUE DES LOIS,LOIS (RUE DES LOIS),2,TOULOUSE,31555,2,1.442643,43.604913
"43.61262776674542,1.4365688291253693","{""coordinates"": [[1.436568829125369, 43.61262776674542]], ""type"": ""MultiPoint""}",RUE DANIELLE CASANOVA,CASANOVA (RUE DANIELLE CASANOVA),14,TOULOUSE,31555,6,1.436569,43.612628
"43.59873244779844,1.432957287779106","{""coordinates"": [[1.432957287779106, 43.59873244779844]], ""type"": ""MultiPoint""}",PL DE L ESTRAPADE,ESTRAPADE (PL DE L ESTRAPADE),17,TOULOUSE,31555,2,1.432957,43.598732
"43.61220278739738,1.445296556486582","{""coordinates"": [[1.445296556486582, 43.61220278739738]], ""type"": ""MultiPoint""}",RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),33,TOULOUSE,31555,8,1.445297,43.612203
"43.59806229023168,1.4201703039048788","{""coordinates"": [[1.420170303904879, 43.59806229023168]], ""type"": ""MultiPoint""}",BRE DE BAYONNE,BAYONNE (BRE DE BAYONNE),1,TOULOUSE,31555,8,1.42017,43.598062
"43.600530409410595,1.4449593538786332","{""coordinates"": [[1.444959353878633, 43.600530409410595]], ""type"": ""MultiPoint""}",PL ETIENNE ESQUIROL,ESQUIROL (PL ETIENNE ESQUIROL),16,TOULOUSE,31555,4,1.444959,43.60053
"43.60054846694992,1.4448294560759773","{""coordinates"": [[1.444829456075977, 43.60054846694992]], ""type"": ""MultiPoint""}",PL ETIENNE ESQUIROL,ESQUIROL (PL ETIENNE ESQUIROL),14,TOULOUSE,31555,12,1.444829,43.600548
"43.600283972894395,1.444491251260166","{""coordinates"": [[1.444491251260166, 43.600283972894395]], ""type"": ""MultiPoint""}",PL ETIENNE ESQUIROL,ESQUIROL (PL ETIENNE ESQUIROL),11,TOULOUSE,31555,6,1.444491,43.600284
"43.60645827940575,1.428336184216438","{""coordinates"": [[1.428336184216438, 43.60645827940575]], ""type"": ""MultiPoint""}",AV PAUL SEJOURNE,SEJOURNE (AV PAUL SEJOURNE),12,TOULOUSE,31555,10,1.428336,43.606458
"43.592404588579086,1.4424436593889225","{""coordinates"": [[1.442443659388922, 43.592404588579086]], ""type"": ""MultiPoint""}",ALL PAUL FEUGA,FEUGA (ALL PAUL FEUGA),1,TOULOUSE,31555,8,1.442444,43.592405
"43.5925194901911,1.4437336978511943","{""coordinates"": [[1.443733697851194, 43.5925194901911]], ""type"": ""MultiPoint""}",ALL PAUL FEUGA,FEUGA (ALL PAUL FEUGA),6,TOULOUSE,31555,8,1.443734,43.592519
"43.598557952433474,1.4455185872741576","{""coordinates"": [[1.445518587274158, 43.598557952433474]], ""type"": ""MultiPoint""}",RUE DU LANGUEDOC,LANGUEDOC (RUE DU LANGUEDOC),35,TOULOUSE,31555,6,1.445519,43.598558
"43.635299316273986,1.4639038256792156","{""coordinates"": [[1.463903825679216, 43.635299316273986]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),112,TOULOUSE,31555,2,1.463904,43.635299
"43.636047948487345,1.46404885948052","{""coordinates"": [[1.46404885948052, 43.636047948487345]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),131,TOULOUSE,31555,6,1.464049,43.636048
"43.63465040090024,1.3949975476476153","{""coordinates"": [[1.394997547647615, 43.63465040090024]], ""type"": ""MultiPoint""}",RUE PASTEUR,PASTEUR (RUE PASTEUR),,BLAGNAC,31069,4,1.394998,43.63465
"43.59790741933125,1.4452599245013709","{""coordinates"": [[1.445259924501371, 43.59790741933125]], ""type"": ""MultiPoint""}",PL DES CARMES,CARMES (PL DES CARMES),24,TOULOUSE,31555,8,1.44526,43.597907
"43.646598902337516,1.4332337379335107","{""coordinates"": [[1.433233737933511, 43.646598902337516]], ""type"": ""MultiPoint""}",AV DE FRONTON,FRONTON (AV DE FRONTON),238,TOULOUSE,31555,6,1.433234,43.646599
"43.6448696964146,1.5245087209858306","{""coordinates"": [[1.524508720985831, 43.6448696964146]], ""type"": ""MultiPoint""}",ALL DE LA GARE,GARE (ALL DE LA GARE),,MONTRABÉ,31389,15,1.524509,43.64487
"43.594639682482686,1.4450590357191841","{""coordinates"": [[1.445059035719184, 43.594639682482686]], ""type"": ""MultiPoint""}",PL DU SALIN,SALIN (PL DU SALIN),16B,TOULOUSE,31555,12,1.445059,43.59464
"43.58663044118386,1.4581210581580875","{""coordinates"": [[1.458121058158087, 43.58663044118386]], ""type"": ""MultiPoint""}",AV CRAMPEL,CRAMPEL (AV CRAMPEL),110,TOULOUSE,31555,4,1.458121,43.58663
"43.58405517391841,1.451814859036265","{""coordinates"": [[1.451814859036265, 43.58405517391841]], ""type"": ""MultiPoint""}",AV CRAMPEL,CRAMPEL (AV CRAMPEL),22,TOULOUSE,31555,6,1.451815,43.584055
"43.595410323681264,1.4359887426440443","{""coordinates"": [[1.435988742644044, 43.595410323681264]], ""type"": ""MultiPoint""}",COURS DILLON,DILLON (COURS DILLON),6,TOULOUSE,31555,6,1.435989,43.59541
"43.60564998123747,1.4445704515664197","{""coordinates"": [[1.44457045156642, 43.60564998123747]], ""type"": ""MultiPoint""}",RUE JOHN FITZG KENNEDY,KENNEDY (RUE JOHN FITZG KENNEDY),4,TOULOUSE,31555,20,1.44457,43.60565
"43.614459383651855,1.4514504865470033","{""coordinates"": [[1.451450486547003, 43.614459383651855]], ""type"": ""MultiPoint""}",AV DE LYON,LYON (AV DE LYON),8,TOULOUSE,31555,6,1.45145,43.614459
"43.61076700792693,1.4355824514364217","{""coordinates"": [[1.435582451436422, 43.61076700792693]], ""type"": ""MultiPoint""}",RUE LASCROSSES,LASCROSSES (RUE LASCROSSES),7,TOULOUSE,31555,20,1.435582,43.610767
"43.60465435978877,1.4446575658255314","{""coordinates"": [[1.444657565825531, 43.60465435978877]], ""type"": ""MultiPoint""}",RUE ERNEST ROSCHACH,ROSCHACH (RUE ERNEST ROSCHACH),,TOULOUSE,31555,36,1.444658,43.604654
"43.65342373713697,1.3194812920024752","{""coordinates"": [[1.319481292002475, 43.65342373713697]], ""type"": ""MultiPoint""}",CHE DES AMBRITS,AMBRITS (CHE DES AMBRITS),,CORNEBARIEU,31150,8,1.319481,43.653424
