Geo Point,Geo Shape,infobulle,nom,adresse,nb_jeux,id_aires_jeux,cloture
" 43.58061054904991,1.4159008428876356","{""coordinates"": [[[[1.415901868925929, 43.58053940598949], [1.415804999283929, 43.5806121593295], [1.415901947620745, 43.580681970353474], [1.415995620839707, 43.58060831787966], [1.415901868925929, 43.58053940598949]]]], ""type"": ""MultiPolygon""}",LA FAOURETTE JARDIN DU CENTRE 4 jeux,LA FAOURETTE,JARDIN DU CENTRE,4,137,GRILLAGE RIGIDE
" 43.54966372791718,1.4535932734612809","{""coordinates"": [[[[1.453671240225496, 43.54977750655201], [1.453697120352821, 43.54974770369139], [1.453760791012007, 43.549664481810694], [1.453748889204403, 43.549588476380166], [1.453438557105416, 43.549588885250664], [1.453399715031499, 43.54968432276699], [1.453671240225496, 43.54977750655201]]]], ""type"": ""MultiPolygon""}",POUVOURVILLE Impasse de Sarrangines 7 jeux,POUVOURVILLE,Impasse de Sarrangines,7,112,
" 43.61775275883996,1.479255351300852","{""coordinates"": [[[[1.479118181960488, 43.617690621315006], [1.47909733644858, 43.61773204546635], [1.479100661053575, 43.61776619867099], [1.479135255752279, 43.61780153739638], [1.479196416348446, 43.617817501647494], [1.479265313195141, 43.6178168864773], [1.479329668886689, 43.61778816957679], [1.479352544467132, 43.61774980583919], [1.479329344156469, 43.61771765979773], [1.479300966657146, 43.617683933282294], [1.479210585694064, 43.61766757574106], [1.479118181960488, 43.617690621315006]]], [[[1.479523756353379, 43.617830142888955], [1.47954206275482, 43.617849342333514], [1.479541022252035, 43.617849328650486], [1.479569077148167, 43.61785423470692], [1.479592300929884, 43.617843170279], [1.479603183845134, 43.617825119872286], [1.479594190943071, 43.61780908566531], [1.479579806979018, 43.61780055144412], [1.479560107566418, 43.617794990077], [1.479541152585612, 43.61780232069426], [1.479525174433111, 43.61781500177402], [1.479523756353379, 43.617830142888955]]]], ""type"": ""MultiPolygon""}",ARGOULETS JUDO  5 jeux,ARGOULETS JUDO,,5,121,GRILLAGE RIGIDE
" 43.63222895749175,1.4273532403102855","{""coordinates"": [[[[1.427290771940348, 43.63216796667978], [1.427268982566126, 43.63228098219114], [1.427379189112703, 43.63230075552291], [1.427448153280574, 43.63221213852144], [1.427439979735444, 43.63218736110362], [1.427408947400448, 43.63217140117243], [1.427290771940348, 43.63216796667978]]]], ""type"": ""MultiPolygon""}",CERVANTES RUE CERVANTES 5 jeux,CERVANTES,RUE CERVANTES,5,156,
" 43.609321416588834,1.4596865251793636","{""coordinates"": [[[[1.459643078943774, 43.609267772106875], [1.45961320964835, 43.60935510153861], [1.459730961555288, 43.60937311769216], [1.459760727710963, 43.609290360027586], [1.459643078943774, 43.609267772106875]]]], ""type"": ""MultiPolygon""}",PARC  CHARLES  GASPARD RUE REILLE 5 jeux,PARC  CHARLES  GASPARD,RUE REILLE,5,159,NON
" 43.60264061374714,1.416594489383869","{""coordinates"": [[[[1.416520308199129, 43.602644850845365], [1.416485695435756, 43.60266922332546], [1.416487589816239, 43.60271701605879], [1.416517962293863, 43.6027352839148], [1.416564960187782, 43.60275066467663], [1.416629851266322, 43.60274246114833], [1.416663881255356, 43.602717153395105], [1.416670038293346, 43.602680849997945], [1.416639366577921, 43.60265692457016], [1.416656070501287, 43.60264671058628], [1.41668058500755, 43.60263626149586], [1.416702225281452, 43.602606237803634], [1.416692938488101, 43.60256213383009], [1.416643650291622, 43.602531894777336], [1.416598946556617, 43.602525979995505], [1.416559965967552, 43.602540606072765], [1.416525876972226, 43.60256819059745], [1.416524038116365, 43.602598485520836], [1.416543163802271, 43.60262528662524], [1.416520308199129, 43.602644850845365]]]], ""type"": ""MultiPolygon""}",BOURRASSOL IMPASSE POUVILLON 5 jeux,BOURRASSOL,IMPASSE POUVILLON,5,51,NON
" 43.56480952193556,1.4030390121200529","{""coordinates"": [[[[1.402946453767882, 43.564744733805], [1.402943133897526, 43.56487170498066], [1.403131570669166, 43.564874310024805], [1.403134890147998, 43.56474733884385], [1.402946453767882, 43.564744733805]]]], ""type"": ""MultiPolygon""}",ROUAULT RUE GEORGES ROUAULT 5 jeux,ROUAULT,RUE GEORGES ROUAULT,5,170,
" 43.58669906527975,1.3812685170027699","{""coordinates"": [[[[1.381128999109955, 43.586640650922035], [1.381377663213462, 43.586839696212806], [1.381407152766794, 43.58681817009719], [1.381362129054442, 43.58676180478341], [1.381290147412604, 43.58663194326809], [1.381207087064617, 43.58658782867027], [1.381128999109955, 43.586640650922035]]]], ""type"": ""MultiPolygon""}",CATALA CHEMIN CATALA 3 jeux,CATALA,CHEMIN CATALA,3,176,
" 43.59433224703176,1.444289649214335","{""coordinates"": [[[[1.444170641271232, 43.594371140826794], [1.444171473541855, 43.59428890628354], [1.44441276418585, 43.59429307245772], [1.444401831441527, 43.594376998532475], [1.444170641271232, 43.594371140826794]]]], ""type"": ""MultiPolygon""}",PLACE DU SALIN PLACE DU SALIN 4 jeux,PLACE DU SALIN,PLACE DU SALIN,4,209,NON
" 43.64189800080635,1.4344413386824302","{""coordinates"": [[[[1.434385469656512, 43.64190643471943], [1.434396495371413, 43.641985425610756], [1.434504705725522, 43.64197893225639], [1.434498434978543, 43.6418991685252], [1.434385469656512, 43.64190643471943]]], [[[1.434389855944897, 43.64186980094334], [1.434487641990141, 43.64186278841378], [1.434479313859561, 43.64180088429083], [1.434381046263577, 43.641806377917035], [1.434389855944897, 43.64186980094334]]]], ""type"": ""MultiPolygon""}",SEMINAIRE  2 IMPASSE DU SEMINAIRE 3 jeux,SEMINAIRE  2,IMPASSE DU SEMINAIRE,3,199,NON
" 43.63616169369372,1.4428500319765327","{""coordinates"": [[[[1.442780483428143, 43.636104949740506], [1.442773895500485, 43.63621542662998], [1.442918507168048, 43.63621829186975], [1.442927586917326, 43.63610875775006], [1.442780483428143, 43.636104949740506]]]], ""type"": ""MultiPolygon""}",ERNEST RENAN IMPASSE VITRY 7 jeux,ERNEST RENAN,IMPASSE VITRY,7,17,GRILLAGE RIGIDE
" 43.59654154356411,1.4173428719479169","{""coordinates"": [[[[1.41718765998205, 43.59651837539449], [1.417212989411623, 43.59654184950693], [1.417355008212938, 43.596641569653364], [1.41752026269917, 43.59652444222587], [1.417263259211509, 43.59645951753153], [1.41718765998205, 43.59651837539449]]]], ""type"": ""MultiPolygon""}",POLYGONE RUE ROQUEMAUREL 6 jeux,POLYGONE,RUE ROQUEMAUREL,6,77,
" 43.58468518888665,1.4235551617782158","{""coordinates"": [[[[1.423492136049814, 43.58469069395466], [1.423523385829881, 43.58465168954505], [1.423615528438312, 43.58467797339069], [1.423587320647445, 43.58472003514468], [1.423493195724593, 43.584689943203166], [1.423492136049814, 43.58469069395466]]]], ""type"": ""MultiPolygon""}",BECANNE 3 JARDIN MAURICE BECANNE 3 jeux,BECANNE 3,JARDIN MAURICE BECANNE,3,219,NON
" 43.613561554729074,1.439180272996792","{""coordinates"": [[[[1.439138537939583, 43.613578773352636], [1.439143632619309, 43.61354283282272], [1.439214111945054, 43.61354075054858], [1.439221413397055, 43.61358179170753], [1.439138537939583, 43.613578773352636]]]], ""type"": ""MultiPolygon""}",VERRIER 7 RUE GODOLIN 2 jeux,VERRIER,7 RUE GODOLIN,2,123,LISSE BOIS
" 43.579744967935,1.473260378662802","{""coordinates"": [[[[1.473241594465133, 43.579807415983886], [1.473301206819896, 43.5797792160162], [1.473319933437366, 43.57976027039424], [1.473332956825646, 43.579740115116664], [1.473311575513, 43.57971912716294], [1.473295579550017, 43.579691755661926], [1.473266416213709, 43.57969029904454], [1.473266416213709, 43.57969029904454], [1.473233273192925, 43.57970190628751], [1.473205808175221, 43.57971622624279], [1.473191159269698, 43.579738988719484], [1.473205794324737, 43.57975838415757], [1.473216514270104, 43.57978826063365], [1.473216514270104, 43.57978826063365], [1.473241594465133, 43.579807415983886], [1.473241594465133, 43.579807415983886]]]], ""type"": ""MultiPolygon""}",BUTTE 50 CHEMIN DE LA BUTTE 2 jeux,BUTTE,50 CHEMIN DE LA BUTTE,2,93,NON
" 43.583486442470985,1.4697279295983618","{""coordinates"": [[[[1.469803260852956, 43.58351573239779], [1.469718584685299, 43.583565402403245], [1.469647375879349, 43.583452262891825], [1.469748474187986, 43.58341342420177], [1.469803260852956, 43.58351573239779]]]], ""type"": ""MultiPolygon""}",SAINT-EXUPERY 2 136 AV DE ST EXUPERY 3 jeux,SAINT-EXUPERY 2,136 AV DE ST EXUPERY,3,204,NON
" 43.579494547693166,1.4298222210774383","{""coordinates"": [[[[1.429761695924576, 43.5793715737779], [1.429738574501072, 43.579489146729784], [1.429900383600392, 43.57950231059006], [1.42992600643281, 43.57938568985122], [1.429761695924576, 43.5793715737779]]], [[[1.429725623083556, 43.579583955636394], [1.42976010949426, 43.5796215684376], [1.429816260507559, 43.57962764295179], [1.429883626623344, 43.57960354056419], [1.429896336797238, 43.57955519004111], [1.429857639733495, 43.57951903247466], [1.429782741648085, 43.57951194700921], [1.429737203175435, 43.57953862359869], [1.429725623083556, 43.579583955636394]]]], ""type"": ""MultiPolygon""}",ILE DU RAMIER CHEMIN DE LA LOGE 4 jeux,ILE DU RAMIER,CHEMIN DE LA LOGE,4,67,
" 43.60132049191436,1.439054579376523","{""coordinates"": [[[[1.438890740584829, 43.60134025474883], [1.43900625633746, 43.60143278375306], [1.439213622919755, 43.60131959750614], [1.439100917131302, 43.6011990462706], [1.438890740584829, 43.60134025474883]]]], ""type"": ""MultiPolygon""}",LA DAURADE PLACE DE LA DAURADE 5 jeux,LA DAURADE,PLACE DE LA DAURADE,5,68,NON
" 43.609360362086996,1.4377855714178298","{""coordinates"": [[[[1.437647012934767, 43.60954215281732], [1.437763402976284, 43.60956039807842], [1.437781404680974, 43.60950909392525], [1.437851934079093, 43.60952520695435], [1.437864365425035, 43.60948823126694], [1.437715696209042, 43.609467272291596], [1.437726112397976, 43.609427226591734], [1.437699085971926, 43.60942307136478], [1.437647012934767, 43.60954215281732]]], [[[1.437817228930539, 43.60912110885832], [1.437756713572045, 43.60917603359968], [1.437864625772351, 43.60923505285202], [1.437936799195562, 43.60916658401483], [1.437817228930539, 43.60912110885832]]]], ""type"": ""MultiPolygon""}",EMBARTHE 15 RUE D'EMBARTHE-14B RUE DES QUETEU 7 jeux,EMBARTHE,15 RUE D'EMBARTHE-14B RUE DES QUETEU,7,16,GRILLAGE RIGIDE
" 43.58180635537749,1.4417008604456958","{""coordinates"": [[[[1.441639628203864, 43.5817648760527], [1.441623949643217, 43.58180712004211], [1.441626327436479, 43.581836716075166], [1.44164939734947, 43.581872667807524], [1.44169168666961, 43.581890675824916], [1.441728529713159, 43.58187752500676], [1.441757531861839, 43.58184455312899], [1.441772022589233, 43.58180760453568], [1.441773298958311, 43.58175758626878], [1.441748033056211, 43.58172616017331], [1.441689419108882, 43.58173447117151], [1.441639628203864, 43.5817648760527]]]], ""type"": ""MultiPolygon""}",DASTE BAT 18 ESPLANADE PIERRE GARRIGUES 3 jeux,DASTE BAT 18,ESPLANADE PIERRE GARRIGUES,3,95,NON
" 43.62770226681654,1.4274800390337525","{""coordinates"": [[[[1.427454762623714, 43.62765530129211], [1.427378034577539, 43.62775732525165], [1.427546059782842, 43.62775736860092], [1.427526663519578, 43.627604002647864], [1.427454762623714, 43.62765530129211]]]], ""type"": ""MultiPolygon""}",FONQUERNE PLACE RUE RENE FONQUERNE 4 jeux,FONQUERNE PLACE,RUE RENE FONQUERNE,4,20,
" 43.59264804191753,1.4498873643152699","{""coordinates"": [[[[1.449756214952577, 43.59244826460178], [1.449671235575879, 43.59259116267981], [1.449640622086529, 43.592646098613045], [1.44966058082932, 43.59268199775229], [1.449732397384888, 43.5927292063156], [1.449816045402315, 43.59276216072922], [1.449844588289898, 43.59282926017114], [1.44995519746008, 43.592827709911866], [1.450034208893419, 43.59279692818898], [1.450046790252562, 43.592753129327484], [1.450044369570228, 43.59272504546632], [1.450057580238515, 43.59269792743922], [1.450114091635486, 43.59269034910842], [1.450180692103005, 43.5926146770542], [1.449894441781711, 43.59250924626285], [1.449814858353051, 43.59248012741595], [1.449756214952577, 43.59244826460178]]]], ""type"": ""MultiPolygon""}",JARDIN DES PLANTES 56 RUE ALFRED DUMERIL_ALLÉE S RAVANE 9 jeux,JARDIN DES PLANTES,56 RUE ALFRED DUMERIL_ALLÉE S RAVANE,9,99,NON
" 43.60123388691357,1.4849895070404058","{""coordinates"": [[[[1.485104193045369, 43.601173538713724], [1.484968377604663, 43.601326183723664], [1.48488114017642, 43.601294891632264], [1.484869477918622, 43.60125818051237], [1.484874528214359, 43.601257337481236], [1.484883343343325, 43.601256534796484], [1.48489090750657, 43.601255724716005], [1.484899757578177, 43.60125401325793], [1.484907367306388, 43.60125136730883], [1.484914954251308, 43.601249639293], [1.484923849662998, 43.60124610096489], [1.484930196040355, 43.601243447457236], [1.48493782832486, 43.60123989257174], [1.484944197483153, 43.6012363211295], [1.484950601806371, 43.6012318319155], [1.484956993521716, 43.60122735153813], [1.484963397843054, 43.60122286232337], [1.484968538815139, 43.60121836555171], [1.484973702568202, 43.60121295084601], [1.484977615802537, 43.601207510747216], [1.484981516429252, 43.601202079485326], [1.484985429438848, 43.601196648385596], [1.484988101881506, 43.60119029179558], [1.484990751765486, 43.60118484413994], [1.484993412046851, 43.60117847838813], [1.484994833747442, 43.60117210540457], [1.484994992547205, 43.601165706865984], [1.484995151346935, 43.60115930832741], [1.484995287141896, 43.60115383672197], [1.484995445941564, 43.60114743818335], [1.484994341617834, 43.60114102308909], [1.484991998714875, 43.60113460076313], [1.484989620870734, 43.60112908720926], [1.484988448426853, 43.60112541691698], [1.485104193045369, 43.601173538713724]]]], ""type"": ""MultiPolygon""}",CITE DE L'HERS 2 RUE CLAUDIUS ROUGENET 3 jeux,CITE DE L'HERS 2,RUE CLAUDIUS ROUGENET,3,207,GRILLAGE RIGIDE
" 43.6047246450165,1.4096711979287613","{""coordinates"": [[[[1.409574134990331, 43.60461744062164], [1.409588439213466, 43.60484060927471], [1.409768468570087, 43.604833039385774], [1.409752972024049, 43.604607108623384], [1.409574134990331, 43.60461744062164]]]], ""type"": ""MultiPolygon""}",BAUDIN PLACE J BAPTISTE BAUDIN 7 jeux,BAUDIN,PLACE J BAPTISTE BAUDIN,7,47,GRILLAGE RIGIDE
" 43.593837682117375,1.4358542626816302","{""coordinates"": [[[[1.435608722109726, 43.593569159672704], [1.435770192341078, 43.594106582829085], [1.436090584433076, 43.59405936198797], [1.436041276616144, 43.59370390125225], [1.435803182034169, 43.59371431769796], [1.435776168572709, 43.593588107548484], [1.435854100806647, 43.593599776126354], [1.435870601645881, 43.59352571164552], [1.435773665689894, 43.5935228782955], [1.435608722109726, 43.593569159672704]]]], ""type"": ""MultiPolygon""}",PRAIRIE DES FILTRES COURS DILLON 11 jeux,PRAIRIE DES FILTRES,COURS DILLON,11,79,GRILLAGE RIGIDE
" 43.64199641708488,1.4619638168527767","{""coordinates"": [[[[1.462030483532943, 43.6419393967918], [1.461899548454392, 43.64194221984542], [1.461894281399204, 43.64205180547371], [1.462030201955112, 43.64205086715475], [1.462030483532943, 43.6419393967918]]]], ""type"": ""MultiPolygon""}",EBELOT RUE HENRI EBELOT 3 jeux,EBELOT,RUE HENRI EBELOT,3,15,GRILLAGE RIGIDE
" 43.57584160574052,1.4738452047719428","{""coordinates"": [[[[1.474084691599499, 43.57587286647503], [1.474099786957772, 43.575852999531115], [1.474104407916515, 43.57584250076678], [1.474080129677619, 43.57579526872331], [1.473940874691738, 43.57569870645284], [1.473878834854505, 43.575668629263745], [1.473832213430322, 43.57568107590042], [1.473588600487619, 43.57581485597494], [1.47358194059131, 43.57585639500118], [1.473668431179188, 43.575913910527895], [1.473697779979242, 43.57598665037083], [1.473873606383924, 43.57598884690876], [1.473872679290517, 43.57600959415211], [1.474084691599499, 43.57587286647503]]]], ""type"": ""MultiPolygon""}",PISTE INSCRITE RUE VALENTINA TERECHKOVA 14 jeux,PISTE INSCRITE,RUE VALENTINA TERECHKOVA,14,260,NON
" 43.57040836855438,1.4483479767748677","{""coordinates"": [[[[1.448270677701355, 43.57046034235067], [1.448322817552584, 43.570501220584426], [1.448454448056097, 43.57040898489576], [1.448352433686733, 43.57032042608685], [1.448250700976587, 43.57038502061926], [1.448310997093135, 43.57043284127128], [1.448270677701355, 43.57046034235067]]]], ""type"": ""MultiPolygon""}",LE FRANC DE POMPIGNAN RUE LEFRANC DE POMPIGNAN 4 jeux,LE FRANC DE POMPIGNAN,RUE LEFRANC DE POMPIGNAN,4,102,GRILLAGE RIGIDE
" 43.62419327820545,1.4523935784226294","{""coordinates"": [[[[1.452451334030225, 43.62402827630537], [1.452238829661736, 43.6243224258868], [1.452346167729831, 43.62435583862472], [1.452547603638578, 43.624051494201204], [1.452451334030225, 43.62402827630537]]]], ""type"": ""MultiPolygon""}",AUSONE IMPASSE AUSONE 7 jeux,AUSONE,IMPASSE AUSONE,7,6,GRILLAGE RIGIDE
" 43.62142551221751,1.4342323881176073","{""coordinates"": [[[[1.434195582040897, 43.62131707542952], [1.434102192102769, 43.62147663702736], [1.434275538333063, 43.621534726785384], [1.43435777108908, 43.62136953157453], [1.434195582040897, 43.62131707542952]]]], ""type"": ""MultiPolygon""}",NOUGARO RUE DU GENERAL BOURBAKI 9 jeux,NOUGARO,RUE DU GENERAL BOURBAKI,9,28,
" 43.61743231835734,1.4064020484669317","{""coordinates"": [[[[1.406324817970389, 43.61737609440468], [1.406325661614, 43.61748850976918], [1.406491821344312, 43.61748349004319], [1.406466976578235, 43.61737531709612], [1.406324817970389, 43.61737609440468]]]], ""type"": ""MultiPolygon""}",PARC JOB CHEMIN DE LA GARONNE 4 jeux,PARC JOB,CHEMIN DE LA GARONNE,4,30,
" 43.57633522098849,1.411632504433396","{""coordinates"": [[[[1.411495151644606, 43.57631920533045], [1.411546854675109, 43.576409464062245], [1.411767037684755, 43.5763530924533], [1.411720431360075, 43.57626015812164], [1.411495151644606, 43.57631920533045]]]], ""type"": ""MultiPolygon""}",PAPUS PLACE PAPUS 6 jeux,PAPUS,PLACE PAPUS,6,149,
" 43.610369399137696,1.4568969807985115","{""coordinates"": [[[[1.456873605793619, 43.61032100733984], [1.456827056428417, 43.610371555074245], [1.456909996028495, 43.61042383126254], [1.456969532170785, 43.61035700962784], [1.456873605793619, 43.61032100733984]]]], ""type"": ""MultiPolygon""}",MOIROUD RUE MOIROUD 3 jeux,MOIROUD,RUE MOIROUD,3,162,
" 43.612388271383494,1.4631994696476422","{""coordinates"": [[[[1.46313927984652, 43.61234588826962], [1.463134231455467, 43.61243861670774], [1.463171912786021, 43.6124670156994], [1.463229550978792, 43.61245716818934], [1.463271071512879, 43.61239115721376], [1.463261881848489, 43.61233786756921], [1.463231340718804, 43.612311787082426], [1.463171208442189, 43.612321295359905], [1.46313927984652, 43.61234588826962]]]], ""type"": ""MultiPolygon""}",OBSERVATOIRE 1 AVENUE CAMILLE FLAMMARION 1 jeux,OBSERVATOIRE 1,AVENUE CAMILLE FLAMMARION,1,29,NON
" 43.615031092020004,1.398392809540011","{""coordinates"": [[[[1.398313629368704, 43.61513446856466], [1.398405264059856, 43.61514180563319], [1.398473499238604, 43.614927449344826], [1.398377611149585, 43.61492308721298], [1.398313629368704, 43.61513446856466]]]], ""type"": ""MultiPolygon""}",ARENES ROMAINES 2 RUE DE PURPAN 2 jeux,ARENES ROMAINES 2,RUE DE PURPAN,2,270,NON
" 43.561829137376094,1.414069267263224","{""coordinates"": [[[[1.41390856805845, 43.561796986067236], [1.414007856994161, 43.56194182290427], [1.414229804623072, 43.56186354109898], [1.414129347858479, 43.561715033388154], [1.41390856805845, 43.561796986067236]]]], ""type"": ""MultiPolygon""}",GIRONIS RUE DE GIRONIS 6 jeux,GIRONIS,RUE DE GIRONIS,6,65,
" 43.587817802018854,1.4161267404878557","{""coordinates"": [[[[1.415967490533534, 43.58775033832847], [1.416035997121949, 43.58787189227472], [1.416217931713897, 43.5878853508422], [1.416290933525974, 43.58778492063321], [1.415967490533534, 43.58775033832847]]]], ""type"": ""MultiPolygon""}",VESTREPAIN RUE VESTREPAIN 6 jeux,VESTREPAIN,RUE VESTREPAIN,6,88,NON
" 43.60964186800817,1.3795245972281664","{""coordinates"": [[[[1.37943657876113, 43.609670799279634], [1.37953600506887, 43.60971514377396], [1.379607699224995, 43.6096677154796], [1.379601902994563, 43.60960183524155], [1.379539739947544, 43.60957446964387], [1.379448502926202, 43.609600603192575], [1.37943657876113, 43.609670799279634]]]], ""type"": ""MultiPolygon""}",PLATANES RUE SENTENAC 7 jeux,PLATANES,RUE SENTENAC,7,76,
" 43.57659234269339,1.3889782839544107","{""coordinates"": [[[[1.38893622207841, 43.57665448160198], [1.388893639453622, 43.5765689757913], [1.38901982197882, 43.57652903543777], [1.389062337129433, 43.57661757411903], [1.38893622207841, 43.57665448160198]]]], ""type"": ""MultiPolygon""}",HAMEAU 47 31 Rue Alex Coutet 6 jeux,HAMEAU 47,31 Rue Alex Coutet,6,267,GRILLAGE RIGIDE
" 43.601195971929776,1.431024547621139","{""coordinates"": [[[[1.431013326073605, 43.60125337351881], [1.43087558795904, 43.601279825281445], [1.430831916956393, 43.60116866514151], [1.430972345517629, 43.6011358492586], [1.431013326073605, 43.60125337351881]]], [[[1.431349370377417, 43.60119305431555], [1.431273567343793, 43.601206645431326], [1.431247910771591, 43.60112861565113], [1.431323724687724, 43.60111411545994], [1.431349370377417, 43.60119305431555]]]], ""type"": ""MultiPolygon""}",RAYMOND VI ALLEE CHARLES DE FITTE 2 jeux,RAYMOND VI,ALLEE CHARLES DE FITTE,2,81,NON
" 43.58951447798404,1.3774720019017985","{""coordinates"": [[[[1.377336838564116, 43.589452304942256], [1.37733528491063, 43.58951076357096], [1.377528544180534, 43.58957105720074], [1.377577657333299, 43.58956809169078], [1.377615758201346, 43.58955399747623], [1.377588232389128, 43.589501522400056], [1.377544655546215, 43.589485381247336], [1.377505183225254, 43.589504011464165], [1.377460768708412, 43.58947232015001], [1.377336838564116, 43.589452304942256]]]], ""type"": ""MultiPolygon""}",SAUVEGRAIN PLACE SAUVEGRAIN 5 jeux,SAUVEGRAIN,PLACE SAUVEGRAIN,5,84,NON
" 43.5964445410324,1.4586764836679738","{""coordinates"": [[[[1.458595843223077, 43.596405741019595], [1.458616067369759, 43.59650104849138], [1.458757351923191, 43.596482830368856], [1.458737104387618, 43.59638844085132], [1.458595843223077, 43.596405741019595]]]], ""type"": ""MultiPolygon""}",LAROUSSE 5 RUE PIERRE LAROUSSE 4 jeux,LAROUSSE,5 RUE PIERRE LAROUSSE,4,104,
" 43.607939095332945,1.4777618298145565","{""coordinates"": [[[[1.477562445971155, 43.607966318783085], [1.477596937550812, 43.607995103167944], [1.477669769135219, 43.60799970821336], [1.477717026230128, 43.60797018191812], [1.477735285971259, 43.60794391968348], [1.477820040328782, 43.60802931497044], [1.4778936174881, 43.6080492335502], [1.477966030508443, 43.608032371485464], [1.47793970015075, 43.60795849427049], [1.477838194517839, 43.607845331553264], [1.47768210609754, 43.607858237950765], [1.477595144901272, 43.607865311825556], [1.477553528814786, 43.60792050581935], [1.477562445971155, 43.607966318783085]]]], ""type"": ""MultiPolygon""}",SERVEYROLLES RUE CHARLES GARNIER 7 jeux,SERVEYROLLES,RUE CHARLES GARNIER,7,40,NON
" 43.60339859910014,1.4554629986909788","{""coordinates"": [[[[1.455377837937772, 43.603431057099556], [1.455548682668827, 43.60343791309889], [1.455549211562089, 43.603367557964866], [1.455378436255022, 43.60335796618315], [1.455377837937772, 43.603431057099556]]]], ""type"": ""MultiPolygon""}",MICHELET SUD BD MICHELET 3 jeux,MICHELET SUD,BD MICHELET,3,120,
" 43.57261495684877,1.4592422662700633","{""coordinates"": [[[[1.459173745213049, 43.57249323490202], [1.45914343064198, 43.57253755462397], [1.459151722866725, 43.572580885835244], [1.459182339568368, 43.57264875829669], [1.459199333117101, 43.57276043488449], [1.459306704549712, 43.5727611015827], [1.459297721360558, 43.57266318850698], [1.459345369919181, 43.57250992755868], [1.459173745213049, 43.57249323490202]]]], ""type"": ""MultiPolygon""}",SACRE COEUR F109 Avenue de Rangueil 5 jeux,SACRE COEUR,F109 Avenue de Rangueil,5,116,NON
" 43.58080394359429,1.4158835755757053","{""coordinates"": [[[[1.415762164536406, 43.58088566156677], [1.41601252150253, 43.58087721057812], [1.416007665664548, 43.58072545222505], [1.415913375158217, 43.580725987103186], [1.415754926142151, 43.58072838801778], [1.415762164536406, 43.58088566156677]]]], ""type"": ""MultiPolygon""}",LA FAOURETTE 2 JARDIN DU CENTRE 3 jeux,LA FAOURETTE 2,JARDIN DU CENTRE,3,136,NON
" 43.62890733504774,1.4496357183403867","{""coordinates"": [[[[1.449430329504031, 43.62895886550594], [1.449493931841364, 43.62903007993462], [1.449869890774566, 43.62883956410516], [1.449840082253907, 43.62882454486408], [1.449808221034048, 43.628840564886715], [1.44976552553438, 43.62878790547967], [1.449430329504031, 43.62895886550594]]]], ""type"": ""MultiPolygon""}",FROIDURE PLACE ANTONIN FROIDURE 2 jeux,FROIDURE,PLACE ANTONIN FROIDURE,2,124,NON
" 43.608324848026946,1.4511433506249878",,CASTELET RUE CAFFARELLI 2 jeux,CASTELET,RUE CAFFARELLI,2,147,NON
" 43.619003079965154,1.452054199974066","{""coordinates"": [[[[1.451992671554361, 43.61897572169705], [1.451926052204717, 43.61896951839761], [1.451882269223639, 43.61903954610057], [1.45215423939474, 43.619077918117384], [1.452192667512981, 43.618948835663744], [1.452006463664826, 43.61892587165151], [1.451992671554361, 43.61897572169705]]]], ""type"": ""MultiPolygon""}",LAPUJADE 33 CHE DE LAPUJADE 6 jeux,LAPUJADE,33 CHE DE LAPUJADE,6,25,GRILLAGE RIGIDE
" 43.617063278409084,1.4304068371333658","{""coordinates"": [[[[1.430356674995782, 43.61701035452537], [1.430303758935325, 43.61706264186477], [1.430454400618428, 43.61712316612159], [1.430502804197358, 43.61705072424997], [1.430356674995782, 43.61701035452537]]]], ""type"": ""MultiPolygon""}",JARDIN  SAUVAGE Rue Jean Dagnaux 3 jeux,JARDIN  SAUVAGE,Rue Jean Dagnaux,3,166,NON
" 43.66555557827232,1.3912061284214887","{""coordinates"": [[[[1.391149856858371, 43.66560027097446], [1.391300195447636, 43.66557951346416], [1.391247688055018, 43.665518477375656], [1.391135758967179, 43.665514184472], [1.391149856858371, 43.66560027097446]]]], ""type"": ""MultiPolygon""}",BASE DE LOISIRS QUINZE SOLS BEAUZELLE 2 jeux,BASE DE LOISIRS QUINZE SOLS,BEAUZELLE,2,177,NON
" 43.64767564038634,1.4324694012390105","{""coordinates"": [[[[1.432406558474137, 43.64772351607053], [1.43252218903249, 43.64772874687436], [1.432532365452939, 43.64762653843314], [1.432415400477748, 43.64762403523336], [1.432406558474137, 43.64772351607053]]]], ""type"": ""MultiPolygon""}",LALANDE PLACE PAUL RICHE 3 jeux,LALANDE,PLACE PAUL RICHE,3,186,
" 43.60281106300556,1.4165795041933198","{""coordinates"": [[[[1.416506110873344, 43.60275614218468], [1.416503314618554, 43.60286393472676], [1.416652897646147, 43.60286598379653], [1.416655693636918, 43.602758191250906], [1.416506110873344, 43.60275614218468]]]], ""type"": ""MultiPolygon""}",BOURRASSOL 2 IMPASSE POUVILLON 1 jeux,BOURRASSOL 2,IMPASSE POUVILLON,1,200,NON
