Geo Point,Geo Shape,infobulle,nom,adresse,nb_jeux,id_aires_jeux,cloture
" 43.57566838800355,1.4901297678603946","{""coordinates"": [[[[1.490054724356684, 43.575602527373604], [1.490051517119098, 43.575732245332716], [1.490204811527992, 43.57573424858966], [1.490208018440109, 43.575604530626386], [1.490054724356684, 43.575602527373604]]]], ""type"": ""MultiPolygon""}",MONTAUDRAN CH DE L EGLISE MONTAUDRAN 4 jeux,MONTAUDRAN,CH DE L EGLISE MONTAUDRAN,4,106,
" 43.58835888855456,1.441593275856306","{""coordinates"": [[[[1.441607495887392, 43.58844070564012], [1.441494620991117, 43.58847939718358], [1.441471964588614, 43.58828353239421], [1.441736154282942, 43.58827613013721], [1.441716886377225, 43.588391011077206], [1.441685137374839, 43.58840337537695], [1.441607495887392, 43.58844070564012]]]], ""type"": ""MultiPolygon""}",PAYS D'OC 4 RUE DES GALLOIS_10 RUE FR LONGAUD 9 jeux,PAYS D'OC,4 RUE DES GALLOIS_10 RUE FR LONGAUD,9,107,
" 43.57348032606309,1.4873306707782632","{""coordinates"": [[[[1.487287389122964, 43.573405177399124], [1.487254991916176, 43.57354638738038], [1.487373022182873, 43.573550678456556], [1.487410140439852, 43.5734223136088], [1.487287389122964, 43.573405177399124]]]], ""type"": ""MultiPolygon""}",PELLETRIE 1 PLACE ROBERT ESNAULT PELTERIE 4 jeux,PELLETRIE 1,PLACE ROBERT ESNAULT PELTERIE,4,108,
" 43.602378651835366,1.4667933263157615","{""coordinates"": [[[[1.466682149899823, 43.60224924526176], [1.466675725065721, 43.60250502369343], [1.466904503215319, 43.602508058236644], [1.466910927091237, 43.602252279792545], [1.466682149899823, 43.60224924526176]]]], ""type"": ""MultiPolygon""}",PINEL PLACE MARIUS PINEL 5 jeux,PINEL,PLACE MARIUS PINEL,5,110,
" 43.630777997825874,1.4499658710267598","{""coordinates"": [[[[1.4499396021651, 43.63084902726944], [1.449841088307673, 43.63076546223102], [1.449857176696561, 43.63072638306277], [1.449902054998865, 43.630693181166635], [1.449944811043953, 43.63069375425804], [1.450046641542298, 43.63074628789485], [1.450094518933597, 43.630792615988135], [1.450064464782373, 43.63083699038144], [1.450015969980945, 43.63086375227022], [1.4499396021651, 43.63084902726944]]]], ""type"": ""MultiPolygon""}",LA MAOURINE RUE EDOUARD PAILLERON 5 jeux,LA MAOURINE,RUE EDOUARD PAILLERON,5,125,
" 43.634447569069344,1.4532930677096791","{""coordinates"": [[[[1.453093823260263, 43.63431159034092], [1.453048927853891, 43.6346436132938], [1.453268320689325, 43.63462461821347], [1.453351100675135, 43.63453525285876], [1.453518157447128, 43.634397682183895], [1.453736887349257, 43.63435492047524], [1.453712161720234, 43.634287874358556], [1.453545033798193, 43.63432950758104], [1.453319695337399, 43.63433471326013], [1.453093823260263, 43.63431159034092]]]], ""type"": ""MultiPolygon""}",LA  MAOURINE 2 RUE EDOUARD PAILLERON 17 jeux,LA  MAOURINE 2,RUE EDOUARD PAILLERON,17,138,
" 43.571849639805855,1.4139957084492407","{""coordinates"": [[[[1.413856645141112, 43.571975350632115], [1.414218678865227, 43.5718761524319], [1.414135806332405, 43.571727886831525], [1.413777820542403, 43.57181618428677], [1.413856645141112, 43.571975350632115]]]], ""type"": ""MultiPolygon""}",TABAR  PAPUS RUE DE L'YONNE 6 jeux,TABAR  PAPUS,RUE DE L'YONNE,6,144,
" 43.564686507343644,1.3971804726406996","{""coordinates"": [[[[1.397103187142256, 43.564632733049365], [1.397077273104638, 43.56466252306939], [1.397077216937588, 43.5647127836336], [1.397100430424393, 43.564737781786555], [1.397126384472461, 43.56475458961374], [1.397172592368693, 43.564765286641126], [1.397220506676648, 43.56475955063062], [1.39725746876468, 43.56473996073407], [1.397284585017672, 43.564712005874014], [1.397286997811697, 43.564668178835156], [1.397260225212594, 43.5646349119932], [1.397227984448024, 43.564618007965464], [1.397188051006931, 43.56460740702042], [1.397132588405638, 43.56461394753811], [1.397103187142256, 43.564632733049365]]]], ""type"": ""MultiPolygon""}",BASTIDE  BELLEFONTAINE PASSAGE ANDRE MAUROIS 4 jeux,BASTIDE  BELLEFONTAINE,PASSAGE ANDRE MAUROIS,4,153,
" 43.58026380706276,1.4079048503948244","{""coordinates"": [[[[1.408029632802481, 43.580374560392166], [1.407922408595151, 43.58043705478703], [1.407773202208546, 43.580133433146905], [1.407899553129982, 43.580108670834846], [1.408029632802481, 43.580374560392166]]]], ""type"": ""MultiPolygon""}",BAGATELLE PARC 2 PARC DE BAGATELLE 9 jeux,BAGATELLE PARC 2,PARC DE BAGATELLE,9,161,NON
" 43.618059456198296,1.4798369751743017","{""coordinates"": [[[[1.479741753569118, 43.61796633255925], [1.479694443409111, 43.618047954893726], [1.479908045568517, 43.61815767388221], [1.479983460209773, 43.61805906464078], [1.479741753569118, 43.61796633255925]]]], ""type"": ""MultiPolygon""}",ARGOULETS  JMS  1 jeux,ARGOULETS  JMS,,1,151,NON
" 43.55022868760568,1.386291924649076","{""coordinates"": [[[[1.386234944076368, 43.55022927677569], [1.386275235222327, 43.5502737096194], [1.38635056753455, 43.55022815557029], [1.38630525270266, 43.550183661560276], [1.386234944076368, 43.55022927677569]]]], ""type"": ""MultiPolygon""}",TIBAOUS PLACE TIBAOUS 4 jeux,TIBAOUS,PLACE TIBAOUS,4,168,NON
" 43.56581024625857,1.3447897462059997","{""coordinates"": [[[[1.344201971476226, 43.566250652360644], [1.344199470139086, 43.56634292092433], [1.344303169552241, 43.56636541950617], [1.344742040086728, 43.56612406334976], [1.345160906962109, 43.56560003212948], [1.34545387049737, 43.56554848404434], [1.345540538040365, 43.5654108230933], [1.34545099663094, 43.565236833319176], [1.344886705019648, 43.56560889653165], [1.344757462937832, 43.56550835737329], [1.344611389251096, 43.56556566384571], [1.344201971476226, 43.566250652360644]]]], ""type"": ""MultiPolygon""}",BASE DE LOISIRS DE LA RAMEE LA RAMEE 15 jeux,BASE DE LOISIRS DE LA RAMEE,LA RAMEE,15,178,NON
" 43.64254491840836,1.440441120727549","{""coordinates"": [[[[1.440389830839952, 43.64250859152846], [1.440388009310739, 43.64257983762247], [1.440492410676448, 43.642581245275196], [1.440494232083783, 43.64250999917958], [1.440389830839952, 43.64250859152846]]]], ""type"": ""MultiPolygon""}",RIGAL 2 RUE RAPHAEL 3 jeux,RIGAL 2,RUE RAPHAEL,3,179,NON
" 43.54988598299568,1.3835892073470935","{""coordinates"": [[[[1.383550318544236, 43.54983717210908], [1.383440447385762, 43.549953514826306], [1.383542315177799, 43.54999698303497], [1.383750173833587, 43.54983356838212], [1.383594612604091, 43.549777474365044], [1.383550318544236, 43.54983717210908]]]], ""type"": ""MultiPolygon""}",TIBAOUS 2 RUE ALBERT CAROVIS 4 jeux,TIBAOUS 2,RUE ALBERT CAROVIS,4,185,NON
" 43.57306695615506,1.4755920916681153","{""coordinates"": [[[[1.475309319867904, 43.57346246853288], [1.475419145492785, 43.57324185598274], [1.475587544494242, 43.57324316879903], [1.475670404986146, 43.573095317596646], [1.476000546373404, 43.57296076612802], [1.476142663765167, 43.57285663761287], [1.475884974990826, 43.572757291041434], [1.475372239366109, 43.57300639174744], [1.475141758006321, 43.57337801132841], [1.475238690079936, 43.57347250132814], [1.475309319867904, 43.57346246853288]]]], ""type"": ""MultiPolygon""}",JARDIN DE LA LIGNE Rue Jacqueline-Auriol 26 jeux,JARDIN DE LA LIGNE,Rue Jacqueline-Auriol,26,190,NON
" 43.55564335710396,1.4499169797587674","{""coordinates"": [[[[1.450138067471622, 43.5557787266263], [1.450037574097628, 43.55587698164348], [1.449893419583032, 43.55581383012883], [1.449999227750467, 43.555704672521316], [1.450138067471622, 43.5557787266263]]], [[[1.449849392485666, 43.555568326472134], [1.449833321813175, 43.55565675831439], [1.449648871332378, 43.55564696356268], [1.449671238841456, 43.55555771601438], [1.449849392485666, 43.555568326472134]]], [[[1.450031331020149, 43.55557807819472], [1.450014267552577, 43.555607098300555], [1.44999802626098, 43.55560322533291], [1.449953875406905, 43.555609933842106], [1.449899191377105, 43.555586360630656], [1.449888854788758, 43.555547844284106], [1.449899471523583, 43.55552604769836], [1.449945150469365, 43.55550838568115], [1.450016562067975, 43.55551666305939], [1.449996325567233, 43.5555712166589], [1.450031331020149, 43.55557807819472]]], [[[1.450003152375362, 43.55525238600696], [1.449932238300701, 43.55527427364147], [1.449897129738957, 43.55522172304008], [1.449968033305526, 43.555200735535536], [1.450003152375362, 43.55525238600696]]]], ""type"": ""MultiPolygon""}",PECH DAVID 2 Chemin des Côtes de Pech David 5 jeux,PECH DAVID 2,Chemin des Côtes de Pech David,5,192,NON
" 43.57834628353164,1.3864065829329344","{""coordinates"": [[[[1.386551649800953, 43.57834312469271], [1.386490322525748, 43.57842816160452], [1.386263557333268, 43.578351894002004], [1.386322481145309, 43.57826315960065], [1.386551649800953, 43.57834312469271]]]], ""type"": ""MultiPolygon""}",CEDRES 31 Chemin des Pradettes 4 jeux,CEDRES,31 Chemin des Pradettes,4,193,NON
" 43.58387032165804,1.4070227536797666","{""coordinates"": [[[[1.407136220047011, 43.58387954006285], [1.407140626508159, 43.583903367372734], [1.407120211975958, 43.58391496024688], [1.407097403349584, 43.58392195585358], [1.407042043297653, 43.58392393846351], [1.407027452787462, 43.58390454402118], [1.407019187342767, 43.583884327520664], [1.407019592563783, 43.583868794811934], [1.407035028541335, 43.583855305818375], [1.407064054740909, 43.58385113269156], [1.407090579159689, 43.58384601581906], [1.407111970714283, 43.58384539244649], [1.407122915972489, 43.58385925411426], [1.407136220047011, 43.58387954006285]]], [[[1.40698407555198, 43.58383267333219], [1.406991400521651, 43.58384099358569], [1.406992281985228, 43.58385562577883], [1.406981907261898, 43.5838673660385], [1.406970437766578, 43.58387359968671], [1.406956561815081, 43.58387523589631], [1.406945259013457, 43.58387508007326], [1.406946271070961, 43.583884231551615], [1.406943555746957, 43.58389242239186], [1.406937195407, 43.58389507146271], [1.406924534532609, 43.58389855192513], [1.406910658339419, 43.58390019712847], [1.406893304883009, 43.58389082035654], [1.406892376014379, 43.58387800601167], [1.406900189750293, 43.58386806696004], [1.406911611824069, 43.583863651167626], [1.40692422502988, 43.58386199755464], [1.406916900066839, 43.58385367729692], [1.406917138378296, 43.58384454305642], [1.406930180771833, 43.58382643881052], [1.406952941720495, 43.583821270084705], [1.406972987348272, 43.58382429219557], [1.40698407555198, 43.58383267333219]]], [[[1.406939268806675, 43.583815599070384], [1.406956229784896, 43.583792075331274], [1.406983956889715, 43.583788802569075], [1.406995962879476, 43.58381089814501], [1.406939268806675, 43.583815599070384]]]], ""type"": ""MultiPolygon""}",CAMPAN PL LOUIS CAMPAN 4 jeux,CAMPAN,PL LOUIS CAMPAN,4,212,NON
" 43.62537610912604,1.469021985893028","{""coordinates"": [[[[1.468950261788142, 43.62537550265662], [1.469010840670245, 43.62541534740083], [1.469042789798391, 43.62538961891836], [1.469071951725478, 43.62541274463964], [1.469100750265631, 43.625388117713065], [1.469007234277905, 43.62533039961661], [1.468950261788142, 43.62537550265662]]]], ""type"": ""MultiPolygon""}",SQUARE DU TOIT ROULANT RUE DU ROMARIN 3 jeux,SQUARE DU TOIT ROULANT,RUE DU ROMARIN,3,131,NON
" 43.57840808338799,1.4145485019019621","{""coordinates"": [[[[1.414343071989059, 43.57838471463855], [1.414403837362694, 43.578492930244984], [1.414556022555834, 43.578441102660996], [1.414767236373981, 43.57843942740473], [1.414704817997037, 43.578326174928435], [1.414503080383765, 43.57839833456426], [1.414475469022289, 43.578348613022996], [1.414343071989059, 43.57838471463855]]]], ""type"": ""MultiPolygon""}",EX POSTE FAOURETTE RUE PAUL LAMBERT 4 jeux,EX POSTE FAOURETTE,RUE PAUL LAMBERT,4,169,
" 43.59097932687171,1.4111413857121358","{""coordinates"": [[[[1.4110483738977, 43.59092524085375], [1.411107399451116, 43.590962071221995], [1.411092045344023, 43.590970952605225], [1.411080624406305, 43.590988611444345], [1.4110919511343, 43.59101455021121], [1.411123361780252, 43.5910297640987], [1.411147297743579, 43.59103236179826], [1.411183874225489, 43.591029452724264], [1.4112072381236, 43.59101310137696], [1.411219837226749, 43.59099014727318], [1.411220662850023, 43.59097841041693], [1.411210072803826, 43.590964617103154], [1.411190137084381, 43.59094918289232], [1.411156877926896, 43.590944557505864], [1.41114047396644, 43.590953802565046], [1.411131855332957, 43.590944213487575], [1.411087927424756, 43.590908355916], [1.4110483738977, 43.59092524085375]]]], ""type"": ""MultiPolygon""}",HIPPODROME CEPIERE IMPASSE DE L'HIPPODROME 5 jeux,HIPPODROME CEPIERE,IMPASSE DE L'HIPPODROME,5,66,NON
" 43.58953829447161,1.4647678274757265","{""coordinates"": [[[[1.464590515629036, 43.589543338979276], [1.464568583558378, 43.589627957802264], [1.464684005560538, 43.589641617438474], [1.464807951933398, 43.58960687650829], [1.464895620402589, 43.589563317377944], [1.464904056226242, 43.58951794053514], [1.464977718108262, 43.58945068113746], [1.464874542640791, 43.589406099335854], [1.464816835485552, 43.5894614354401], [1.464733872920038, 43.58948383847673], [1.464655817928404, 43.58951843282682], [1.464590515629036, 43.589543338979276]]]], ""type"": ""MultiPolygon""}",BOISSERAIE RUE JEAN BAPTISTE NOULET 4 jeux,BOISSERAIE,RUE JEAN BAPTISTE NOULET,4,91,GRILLAGE RIGIDE
" 43.59081527971961,1.415738011178766","{""coordinates"": [[[[1.415731320060847, 43.59069871731207], [1.415651152878793, 43.59072954098381], [1.415597825838601, 43.59081523340285], [1.415594179676972, 43.59087507670636], [1.415628283485142, 43.590890119222294], [1.415697392857602, 43.5909174348286], [1.415763071328779, 43.59092852596127], [1.415800202921663, 43.59093476052461], [1.41587898709454, 43.59079255750762], [1.41589337045764, 43.59076091300477], [1.415869705668579, 43.590743564993126], [1.415731320060847, 43.59069871731207]]]], ""type"": ""MultiPolygon""}",PECH ROUTE DE SAINT SIMON 11 jeux,PECH,ROUTE DE SAINT SIMON,11,75,NON
" 43.56504176144373,1.3938776964915027","{""coordinates"": [[[[1.393822052329724, 43.56501026063835], [1.393817906666937, 43.565072338766605], [1.393933462007652, 43.56507486368559], [1.393935191535621, 43.565009087914824], [1.393822052329724, 43.56501026063835]]]], ""type"": ""MultiPolygon""}",LA TOURASSE  2  1 jeux,LA TOURASSE  2,,1,32,GRILLAGE RIGIDE
" 43.607689593214054,1.4403739587974733","{""coordinates"": [[[[1.44030303608701, 43.60763611350886], [1.440284204130597, 43.6077200133446], [1.44034184866476, 43.607730261555005], [1.440358432511122, 43.60767324839179], [1.4404046639361, 43.60768069589956], [1.440388561430608, 43.60773923695892], [1.440438921020836, 43.60774900873758], [1.440469646921815, 43.607669446426684], [1.44030303608701, 43.60763611350886]]]], ""type"": ""MultiPolygon""}",ESPACE CARTAILHAC F 20 RUE EMILE CARTAILHAC 3 jeux,ESPACE CARTAILHAC,F 20 RUE EMILE CARTAILHAC,3,216,GRILLAGE RIGIDE
" 43.58477640795401,1.4234772338044068","{""coordinates"": [[[[1.423401839693421, 43.58479483572498], [1.423394966018154, 43.58477806039867], [1.423399920706707, 43.58474780773897], [1.423412179861056, 43.58471764573541], [1.423436421617771, 43.58470736258497], [1.423453168496458, 43.58470532244912], [1.42351114208211, 43.584722029715486], [1.423532533817323, 43.58474202792237], [1.423539101463958, 43.58477017816478], [1.423579288079393, 43.58478892035681], [1.423578896822471, 43.58480407514837], [1.423525935349949, 43.584835950509905], [1.423470533775511, 43.584840497122784], [1.423417909198336, 43.58481855137053], [1.423401839693421, 43.58479483572498]]]], ""type"": ""MultiPolygon""}",BECANNE JARDIN MAURICE BECANNE 4 jeux,BECANNE,JARDIN MAURICE BECANNE,4,218,NON
" 43.60135884746249,1.4192448834507465","{""coordinates"": [[[[1.419193779224908, 43.60138820347619], [1.419226936921624, 43.6014371709182], [1.419413516371862, 43.60138286321554], [1.419335162126514, 43.60126618282802], [1.419160920195799, 43.601325313382816], [1.419043428768433, 43.60137287759881], [1.419078126839222, 43.60142263135875], [1.419193779224908, 43.60138820347619]]]], ""type"": ""MultiPolygon""}",FONTAINES 128 RUE DES FONTAINES 6 jeux,FONTAINES,128 RUE DES FONTAINES,6,61,NON
" 43.60807223290251,1.4526241623049485","{""coordinates"": [[[[1.452548458841427, 43.6080451758863], [1.452583510441615, 43.60802062764023], [1.452702423381064, 43.60810409541978], [1.452666485215105, 43.60812256427142], [1.452548458841427, 43.6080451758863]]]], ""type"": ""MultiPolygon""}",JEAN JAURES 2 ALLEES JEAN JAURES 3 jeux,JEAN JAURES 2,ALLEES JEAN JAURES,3,225,GRILLAGE RIGIDE
" 43.56207715586697,1.4007242421433093","{""coordinates"": [[[[1.40073725630969, 43.56204317156706], [1.400678241333847, 43.562067759738056], [1.400678241333847, 43.562067759738056], [1.400708370881168, 43.56211138022777], [1.400772127892087, 43.56208535426466], [1.40073725630969, 43.56204317156706]]]], ""type"": ""MultiPolygon""}",LETITIEN  GOYA CHEMIN FRANCISCO DE GOYA 3 jeux,LETITIEN  GOYA,CHEMIN FRANCISCO DE GOYA,3,140,NON
" 43.559272681566966,1.3777138555704636","{""coordinates"": [[[[1.377676447075799, 43.55921208169673], [1.377652534262288, 43.55928044486829], [1.37767012187873, 43.55928523822198], [1.37768138495646, 43.55933239912607], [1.377719307797806, 43.55931777133792], [1.377747598473424, 43.559229528824126], [1.377676447075799, 43.55921208169673]]], [[[1.377754777210677, 43.55931674805771], [1.377798566916848, 43.55931660684316], [1.377797522091512, 43.5592771696716], [1.377763144948043, 43.55927668686143], [1.377754777210677, 43.55931674805771]]]], ""type"": ""MultiPolygon""}",REGUELONGUE CHEMIN DE LIFFARD 3 jeux,REGUELONGUE,CHEMIN DE LIFFARD,3,165,NON
" 43.57401250060151,1.3984917674857618","{""coordinates"": [[[[1.398334205485937, 43.57399915637827], [1.398331833754298, 43.57408958999512], [1.398497684450437, 43.574091889082105], [1.398499481060117, 43.57402337767324], [1.398642693220526, 43.5740262810031], [1.398646470731905, 43.57393038432401], [1.398518502755089, 43.57392129150033], [1.398500055936605, 43.574001455461904], [1.398334205485937, 43.57399915637827]]]], ""type"": ""MultiPolygon""}",REYNERIE COLLINES CHEMIN DE LESTANG 6 jeux,REYNERIE COLLINES,CHEMIN DE LESTANG,6,82,GRILLAGE RIGIDE
" 43.59867277673558,1.4307537305773177","{""coordinates"": [[[[1.430669384935916, 43.59869643700731], [1.43076755808209, 43.59871217374587], [1.430827883035087, 43.5987194384574], [1.43087168144005, 43.5987200330641], [1.43088972269975, 43.59870777366369], [1.430884005047225, 43.59868684650097], [1.430800671192387, 43.598641738465155], [1.430646443741552, 43.59861500495253], [1.430646443741552, 43.59861500495253], [1.430646443741552, 43.59861500495253], [1.430637542791807, 43.59867743272695], [1.430669384935916, 43.59869643700731]]]], ""type"": ""MultiPolygon""}",SQUARE PUJOL ALLEE CHARLES DE FITTE 3 jeux,SQUARE PUJOL,ALLEE CHARLES DE FITTE,3,189,GRILLAGE RIGIDE
" 43.59467733259329,1.460279007102314","{""coordinates"": [[[[1.460234424501234, 43.594650240240625], [1.460233088311801, 43.594703219259046], [1.46032358974284, 43.59470442493882], [1.460324925853772, 43.59465144591936], [1.460234424501234, 43.594650240240625]]]], ""type"": ""MultiPolygon""}",RASPAIL PLACE RASPAIL 3 jeux,RASPAIL,PLACE RASPAIL,3,114,GRILLAGE RIGIDE
" 43.59398759467557,1.465927863507401","{""coordinates"": [[[[1.465931594197845, 43.59393738714514], [1.465862361668897, 43.593990374173686], [1.465926647471234, 43.59403418664812], [1.465991828502032, 43.59399209265038], [1.465931594197845, 43.59393738714514]]]], ""type"": ""MultiPolygon""}",VILLA  DES  ROSIERS 125 AVENUE JEAN RIEUX 4 jeux,VILLA  DES  ROSIERS,125 AVENUE JEAN RIEUX,4,173,GRILLAGE RIGIDE
" 43.613795215438856,1.4169817145059644","{""coordinates"": [[[[1.416732985781314, 43.61356749316269], [1.416850897611351, 43.61400957593802], [1.41734096061136, 43.61394274527485], [1.417117362465967, 43.613713013422455], [1.41683766236908, 43.61351434524782], [1.416732985781314, 43.61356749316269]]]], ""type"": ""MultiPolygon""}",PONTS JUMEAUX 90 RUE JEAN GAYRAL 5 jeux,PONTS JUMEAUX,90 RUE JEAN GAYRAL,5,33,NON
