Geo Point,Geo Shape,cdparcadas,type_culture,surface,entretien,collectivite,insee
"43.65019590619605,1.4078525973275777","{""coordinates"": [[[[1.406226098136519, 43.650003423153144], [1.40693029539368, 43.65013314479392], [1.407542320929764, 43.6502412932011], [1.408288166770179, 43.65037418686337], [1.408928745354179, 43.65049013139251], [1.409399132613999, 43.65057345596937], [1.409406069145081, 43.6505460746299], [1.409410292120662, 43.65052623948798], [1.409421300346951, 43.65048848410646], [1.409422689098419, 43.650482819170634], [1.409440403967837, 43.6504328192948], [1.409465984411014, 43.65038004503532], [1.409337339761926, 43.65035723251333], [1.408774699160169, 43.65025706661099], [1.40813016345525, 43.65014487468825], [1.407479169437423, 43.6500288416843], [1.406900931818872, 43.64992664780208], [1.406281085652514, 43.649819378437215], [1.406226098136519, 43.650003423153144]]]], ""type"": ""MultiPolygon""}",3155529CC0002,ENTRETIEN,5733,RAVT,VT,31555
"43.64983398685443,1.4080222984033288","{""coordinates"": [[[[1.406352735136086, 43.64956924166869], [1.406810072310462, 43.649653416222534], [1.407276529751612, 43.64973766410601], [1.407798829293933, 43.64983372088057], [1.408302972420114, 43.6499248964859], [1.408794108206593, 43.650014070696315], [1.409311238550926, 43.650108185996054], [1.409585383573813, 43.650158680676526], [1.409627019217936, 43.65007859997746], [1.40942691467057, 43.650042902307085], [1.408807070181007, 43.64993470134229], [1.408000125156969, 43.64979279425508], [1.407298493135048, 43.649665937517746], [1.406813869698497, 43.64957681055893], [1.406373398074751, 43.649497504523936], [1.406352735136086, 43.64956924166869]]]], ""type"": ""MultiPolygon""}",3155529CC0004,ENTRETIEN,2304,RAVT,VT,31555
"43.648880378819015,1.4080833797187624","{""coordinates"": [[[[1.407478781613456, 43.64879792133352], [1.407523795681073, 43.64897508463034], [1.409009343286317, 43.64924378834355], [1.409049177064824, 43.64919586255841], [1.40899252701832, 43.649151876136386], [1.408889235604464, 43.64909142397675], [1.408811768315534, 43.64904537588239], [1.408429594200274, 43.64881990480888], [1.408176514284102, 43.648672126893395], [1.408064264387007, 43.648601194472086], [1.408010043727862, 43.648568580239704], [1.407911840605086, 43.64851573929929], [1.407820039037159, 43.648553777931085], [1.407715664677006, 43.648646589718794], [1.40770115646918, 43.648657824707136], [1.407546803496783, 43.64861303638247], [1.407437416721563, 43.64860930153348], [1.40739413402363, 43.64854366420385], [1.407309126472791, 43.64856378061582], [1.407301253636157, 43.648567501789024], [1.407295999792159, 43.64857029577734], [1.407294634207916, 43.64857407053477], [1.407294530755081, 43.648580691184826], [1.407282980729402, 43.64865344879638], [1.407467186682189, 43.64878931037319], [1.407478781613456, 43.64879792133352]]]], ""type"": ""MultiPolygon""}",3155529CC0008,BIO,4824,RAVT,VT,31555
"43.64549562204028,1.4539899921149766","{""coordinates"": [[[[1.453513323111907, 43.64510713656844], [1.453993552368159, 43.64514304717164], [1.453932606391715, 43.64538761799951], [1.453596985818013, 43.64535283569532], [1.453572314944816, 43.6455058510517], [1.453526063379099, 43.645743032857794], [1.453460817036583, 43.64573510642794], [1.453339887405997, 43.64601151869666], [1.453414342810103, 43.6461819498608], [1.453626048523897, 43.64617225814237], [1.453871381643265, 43.64616012580751], [1.454143593718163, 43.64595779378284], [1.45428880352248, 43.64583739087165], [1.454434391527498, 43.64570169630982], [1.45454852886499, 43.645552726246805], [1.454590854040592, 43.64539466409532], [1.454688220053302, 43.64512669489011], [1.454700815685427, 43.64510083061659], [1.454537910590024, 43.64505802371913], [1.45414230490986, 43.64490983486645], [1.453712159856669, 43.644735123358174], [1.453602041829823, 43.644912420478335], [1.453513618496251, 43.64508727087182], [1.453513323111907, 43.64510713656844]], [[1.453900371306417, 43.64554158556781], [1.453891849937449, 43.645588826807284], [1.45388606910184, 43.6456275723974], [1.453938124517973, 43.64563176281655], [1.453978465346396, 43.6456349144285], [1.453990140639571, 43.645549853914325], [1.453900371306417, 43.64554158556781]]]], ""type"": ""MultiPolygon""}",3155531BH0073,ENTRETIEN,11590,RAVT,VT,31555
"43.652188957566715,1.458686073867397","{""coordinates"": [[[[1.457850192356232, 43.65239291161111], [1.458105422157951, 43.652758202313], [1.45816808577215, 43.65275017215244], [1.458178567771412, 43.652746469728854], [1.458209184387823, 43.65279117379593], [1.458265233247542, 43.65287865296531], [1.458527016355991, 43.65279836906362], [1.459189340153788, 43.652595351635256], [1.459188045173253, 43.65259439456235], [1.458987083234123, 43.65234873873197], [1.459086600471602, 43.65231544740419], [1.459932405316013, 43.6520400490025], [1.459924639587754, 43.652036204324084], [1.459784821689335, 43.65197457037438], [1.459756333618359, 43.6519620507759], [1.459097201323744, 43.651594582091604], [1.459040301953375, 43.65156481202257], [1.459027345491266, 43.65155997991917], [1.459007887891636, 43.65155415379792], [1.458987089700855, 43.65155020747169], [1.458959709875823, 43.65155188804139], [1.458933562010299, 43.651557362323445], [1.45891130561751, 43.65156475908882], [1.458889018774643, 43.65157404769903], [1.45767023743852, 43.65213700809467], [1.457850192356232, 43.65239291161111]]]], ""type"": ""MultiPolygon""}",3155531BI0020,ENTRETIEN,13470,RAVT,VT,31555
"43.652572647792724,1.455620161678035","{""coordinates"": [[[[1.455219633827132, 43.65264023502886], [1.455284782514304, 43.65272873203111], [1.455755930220493, 43.65250154007554], [1.456003431759467, 43.652771217634374], [1.455984437540897, 43.65282216124269], [1.456085448545116, 43.65277658464709], [1.45571097871896, 43.65236873241817], [1.455219633827132, 43.65264023502886]]]], ""type"": ""MultiPolygon""}",3155531BI0083,BIO,870,RAVT,VT,31555
"43.64355325630912,1.4805683095061892","{""coordinates"": [[[[1.479438708515639, 43.64350007316767], [1.479821214792093, 43.643643868956595], [1.480031002081542, 43.643736020789284], [1.480187375178312, 43.64380470939786], [1.480348258775759, 43.643942449500386], [1.480426397915985, 43.643996826363086], [1.480582613016125, 43.644080263256825], [1.480688669004109, 43.64409801141878], [1.480790665779301, 43.644110810802985], [1.480860255291691, 43.64410328434719], [1.480934619737438, 43.644027017160674], [1.480942546963004, 43.64401950905134], [1.480978231995117, 43.6439838250648], [1.4810126155761, 43.64394813297888], [1.481033720141061, 43.64393031580846], [1.481056045471736, 43.643918184216055], [1.481096687816298, 43.6439005155687], [1.481132101156827, 43.643883752277866], [1.481138637723804, 43.64388190984928], [1.481210448188498, 43.643847553548106], [1.481239034525879, 43.64383279448356], [1.48136058644411, 43.64357803989705], [1.481166170956979, 43.643051420041296], [1.480698468219867, 43.64314155396137], [1.480139310944278, 43.64324991820152], [1.479441678160349, 43.64338372340507], [1.479438708515639, 43.64350007316767]]]], ""type"": ""MultiPolygon""}",3155532AB0010,BIO,10127,RAVT,VT,31555
"43.64124156844097,1.478257534875878","{""coordinates"": [[[[1.476833998950762, 43.64206604153866], [1.477037605401755, 43.64214122594063], [1.477063547146123, 43.64214899068568], [1.477084364502215, 43.642151041801505], [1.477102645244535, 43.64214834238474], [1.47733072882286, 43.64214155619485], [1.477407630004171, 43.642139300726626], [1.477445418093013, 43.64213864226732], [1.477536525513027, 43.64214500873431], [1.477796787290148, 43.642165905498224], [1.478000002609588, 43.642167445390434], [1.478458282465402, 43.64200723727916], [1.47850672600454, 43.64199057417238], [1.478526454702312, 43.64197747808289], [1.478554080857912, 43.641958764099684], [1.47857775200324, 43.64194380600048], [1.478596164457555, 43.641931645014296], [1.478622474313835, 43.641913867929965], [1.478643519173659, 43.64189983670411], [1.478663292575163, 43.641883901899284], [1.478675153632957, 43.64187453002085], [1.478688337158487, 43.64186327607981], [1.478697610459721, 43.641852939340566], [1.478708191337902, 43.64184166556965], [1.478717464632492, 43.64183132882871], [1.478729331887332, 43.64182101179977], [1.478738656194397, 43.64180688942082], [1.478763921960035, 43.64177112846674], [1.47879582850471, 43.64172690279482], [1.478821109136989, 43.641690194996634], [1.478845028781746, 43.64165726100294], [1.478854448712469, 43.64163651788506], [1.478855875568133, 43.641628013407136], [1.478852124525291, 43.64161663216092], [1.478847131856134, 43.64160145547991], [1.478827932888432, 43.641577656945664], [1.478813858352152, 43.64155957555602], [1.47880489585488, 43.64154909980283], [1.478801064033976, 43.64154339425279], [1.478784416756107, 43.641523399372836], [1.478772872793538, 43.64151101181589], [1.478758687669126, 43.64150049797873], [1.478744511268707, 43.641489982454026], [1.478735540119352, 43.64147950658111], [1.478733099093605, 43.641468135357854], [1.478731929555516, 43.64145866590923], [1.478733496916118, 43.64144070021126], [1.47873752640514, 43.64143221556091], [1.478745555511048, 43.64141713992098], [1.478855442414626, 43.64120414649554], [1.47893279102972, 43.64107984464259], [1.479000043313226, 43.640841930546536], [1.479087229517041, 43.64057672830481], [1.479093986989463, 43.64055974906455], [1.479095575313999, 43.64053989317932], [1.479097112686508, 43.640523821132284], [1.479095994105956, 43.64051056604585], [1.479092281573784, 43.64049729305455], [1.479089906401076, 43.64048119116523], [1.479087405723597, 43.64047360366957], [1.47908356773386, 43.64046884327187], [1.479079729744722, 43.640464082874004], [1.47907078845711, 43.640451716960726], [1.479046339908633, 43.64043071570752], [1.479027030602198, 43.6404144865588], [1.479023198831783, 43.64040878101372], [1.479019411806849, 43.640400236775235], [1.479015714227986, 43.640386016949925], [1.479018523090681, 43.640371846675485], [1.479026611661786, 43.640352985485755], [1.479034640599108, 43.640337908019895], [1.479041383175071, 43.640321873812425], [1.479046692649276, 43.64031529283388], [1.478069111469609, 43.640158395540595], [1.478022996484087, 43.64042991514055], [1.478000098712039, 43.64052970528512], [1.477981670221225, 43.640633639414666], [1.477950906468294, 43.64086993744483], [1.477925992608773, 43.64106303904144], [1.477583033954399, 43.64167289231391], [1.477460448520809, 43.64179369913832], [1.477282649369734, 43.64192252907703], [1.477160141718317, 43.6419800424273], [1.47696944714958, 43.6420303257112], [1.476833998950762, 43.64206604153866]]]], ""type"": ""MultiPolygon""}",3155532AB0035,BIO,18403,RAVT,VT,31555
"43.64256963912149,1.4786918378252527","{""coordinates"": [[[[1.478407810478853, 43.6431620719628], [1.478652987965191, 43.64314500607205], [1.478974605935748, 43.64197803206051], [1.478733426670345, 43.64198945279738], [1.478407810478853, 43.6431620719628]]]], ""type"": ""MultiPolygon""}",3155532AB0004,BIO,2510,RAVT,VT,31555
"43.64257581273653,1.4788695542168835","{""coordinates"": [[[[1.478652987965191, 43.64314500607205], [1.478667335022893, 43.64314417032617], [1.478759450781693, 43.643197504295536], [1.479091942206864, 43.64197229763008], [1.478974605935748, 43.64197803206051], [1.478652987965191, 43.64314500607205]]]], ""type"": ""MultiPolygon""}",3155532AB0005,BIO,1267,RAVT,VT,31555
"43.64261770043411,1.4791022005228192","{""coordinates"": [[[[1.479473937158769, 43.641953428125554], [1.479091942206864, 43.64197229763008], [1.478759450781693, 43.643197504295536], [1.478937369830645, 43.643313750104845], [1.479062910736052, 43.64335909554508], [1.479473937158769, 43.641953428125554]]]], ""type"": ""MultiPolygon""}",3155532AB0006,BIO,4154,RAVT,VT,31555
"43.641580449430876,1.4808750340577201","{""coordinates"": [[[[1.481343437492652, 43.641533550821045], [1.481308251373872, 43.641458988512355], [1.480457162021053, 43.641616471401356], [1.480391992941775, 43.64170964634291], [1.481343437492652, 43.641533550821045]]]], ""type"": ""MultiPolygon""}",3155532AB0085,BIO,534,RAVT,VT,31555
"43.64251668796932,1.4807722243627415","{""coordinates"": [[[[1.480379034595844, 43.641977300975164], [1.480698468219867, 43.64314155396137], [1.481166170956979, 43.643051420041296], [1.48084533205441, 43.64189378094762], [1.480379034595844, 43.641977300975164]]]], ""type"": ""MultiPolygon""}",3155532AB0009,BIO,5107,RAVT,VT,31555
"43.64574988402496,1.4902787166784421","{""coordinates"": [[[[1.489338949560612, 43.644415640630605], [1.489477041284686, 43.646617066166485], [1.489598494494679, 43.6466412815879], [1.489863429685944, 43.646690941248934], [1.490067739499136, 43.64677752244333], [1.490226030233465, 43.64690868068014], [1.490310264542243, 43.64699848690968], [1.490359711815577, 43.647099075533454], [1.490397631708496, 43.647403170371334], [1.490442391211805, 43.64753575609594], [1.490495045325497, 43.64760041403002], [1.490572960307497, 43.64764265501207], [1.490676893552835, 43.64767325180271], [1.490853884235364, 43.64768043290783], [1.49103486576474, 43.64763503764305], [1.491163974209354, 43.647562830573214], [1.4909860208114, 43.645960663925074], [1.490984348219007, 43.64593952853448], [1.490820435321834, 43.644313174953275], [1.490816900184714, 43.644286657180196], [1.490804411896603, 43.644156944653076], [1.490791740878556, 43.64403953023901], [1.489565164417474, 43.64435772595414], [1.489338949560612, 43.644415640630605]]]], ""type"": ""MultiPolygon""}",3155532AD0017,BIO,40570,RAVT,VT,31555
"43.646255847153554,1.4858706765177179","{""coordinates"": [[[[1.48501790566693, 43.64593299597739], [1.485329232415473, 43.64657680749162], [1.486591393477825, 43.64660142029955], [1.486549794119515, 43.64595396159188], [1.48501790566693, 43.64593299597739]]]], ""type"": ""MultiPolygon""}",3155532AD0003,BIO,8034,RAVT,VT,31555
"43.60729013215834,1.3528064963372297","{""coordinates"": [[[[1.352589685082619, 43.60723238915682], [1.352689951601527, 43.60739031973544], [1.353029383940749, 43.60741503022729], [1.3528595847533, 43.60713065902416], [1.352742957013497, 43.607176006536434], [1.352589685082619, 43.60723238915682]]]], ""type"": ""MultiPolygon""}",3155545AL0200,BIO,650,RAVT,VT,31555
"43.64464697912352,1.4857762075652439","{""coordinates"": [[[[1.485089208029062, 43.644795750525], [1.485096409278799, 43.64484436274103], [1.486482885587478, 43.644888123385876], [1.486460539691192, 43.64453599885892], [1.486456369311578, 43.64446311523318], [1.486150488328651, 43.64444284379394], [1.485728663554365, 43.644421700127566], [1.485632316766946, 43.64441719263607], [1.485096068973383, 43.644399287311415], [1.485092704924598, 43.644654943516464], [1.485092059345786, 43.644680938629364], [1.485093268105972, 43.64475246381974], [1.485089208029062, 43.644795750525]]]], ""type"": ""MultiPolygon""}",3155532AD0005,BIO,5406,RAVT,VT,31555
"43.64558428731093,1.4938736386083982","{""coordinates"": [[[[1.493301298584125, 43.64512640871742], [1.493635686257713, 43.646263584561744], [1.493857849983782, 43.646273547687024], [1.494221392062048, 43.646331981764334], [1.494282178228421, 43.646339063690135], [1.494304060941278, 43.646358148538596], [1.494211413116322, 43.64479825161839], [1.493301298584125, 43.64512640871742]]]], ""type"": ""MultiPolygon""}",3155532AE0004,BIO,9656,RAVT,VT,31555
