Geo Point,Geo Shape,cdparcadas,type_culture,surface,entretien,collectivite,insee
"43.65518895483853,1.4677938414190215","{""coordinates"": [[[[1.467123373624221, 43.65516644545783], [1.467347866296682, 43.654926723913576], [1.467696379718975, 43.65455676153398], [1.467914179118617, 43.65433144368371], [1.468008287228578, 43.65447437812401], [1.468016051058611, 43.65448627733104], [1.468468180698249, 43.65519406805229], [1.468163176446348, 43.65550978576352], [1.468036556818658, 43.65565907493635], [1.467856321524909, 43.65586967863025], [1.467745991495769, 43.65600720857292], [1.467693546098296, 43.65607619046725], [1.46766468041184, 43.65603089112263], [1.467575460082354, 43.65588576351397], [1.467359487117938, 43.65554460070533], [1.467123373624221, 43.65516644545783]]]], ""type"": ""MultiPolygon""}",3155531AC0016,BIO,10400,RAVT,EPFL,31555
"43.650442453191836,1.4590867115658468","{""coordinates"": [[[[1.458826380363937, 43.65073932112775], [1.458802751513554, 43.650702817627504], [1.45934173469996, 43.65015096245492], [1.45937669470175, 43.65017555385234], [1.458826380363937, 43.65073932112775]]]], ""type"": ""MultiPolygon""}",3155531BI0106,ENTRETIEN,296,RAVT,EPFL,31555
"43.650934754312,1.4670529157730792","{""coordinates"": [[[[1.466879369134791, 43.65109730471419], [1.467222754262134, 43.651207270093174], [1.467214929023542, 43.65117331833512], [1.467211587142103, 43.651158150447465], [1.467206148702355, 43.651138003599215], [1.467198858030767, 43.65110729969527], [1.467183229452037, 43.65105821095238], [1.467173458930475, 43.65101775186716], [1.467165602980457, 43.65095049174479], [1.467169319127491, 43.65088653570431], [1.467182371869147, 43.650835756489165], [1.467213361957936, 43.65071283765617], [1.467163518849169, 43.650708126268654], [1.466974157275241, 43.65069013333742], [1.466944719381491, 43.650687402668495], [1.466879369134791, 43.65109730471419]]]], ""type"": ""MultiPolygon""}",3155531AH0066,ENTRETIEN,1105,RAVT,EPFL,31555
"43.6504882909433,1.46672633668348","{""coordinates"": [[[[1.466440030613344, 43.65063723299418], [1.466944719381491, 43.650687402668495], [1.466974157275241, 43.65069013333742], [1.467033799602802, 43.65031013271642], [1.466571344131925, 43.65032065758846], [1.466572764937927, 43.65035803535332], [1.46645398444951, 43.65036321242596], [1.466309271505128, 43.65036948592065], [1.46630263458724, 43.650421520393564], [1.466451264826186, 43.65041718928695], [1.466440030613344, 43.65063723299418]]]], ""type"": ""MultiPolygon""}",3155531AH0206,ENTRETIEN,1730,RAVT,EPFL,31555
"43.65549429454288,1.4595908582473776","{""coordinates"": [[[[1.458324074572011, 43.65521066059877], [1.458676588449706, 43.65547453124784], [1.459130187685059, 43.65581617354844], [1.458854601451068, 43.65601082375442], [1.458596135421082, 43.65619525351471], [1.459050566733686, 43.65653816555538], [1.45969670818898, 43.656188397928396], [1.460330621747945, 43.655846200460324], [1.460766873692821, 43.655612548266554], [1.460349498947775, 43.65502968326348], [1.460507799324739, 43.65498174329617], [1.460215951112234, 43.65454890333003], [1.458324074572011, 43.65521066059877]]]], ""type"": ""MultiPolygon""}",3155531BI0009,BIO,22440,RAVT,EPFL,31555
"43.65115427452383,1.4592655882753038","{""coordinates"": [[[[1.46021000273081, 43.651140607818206], [1.460077437215134, 43.651289177570426], [1.459644898014501, 43.65135219380889], [1.459021332666222, 43.65104124016157], [1.458826380363937, 43.65073932112775], [1.458802751513554, 43.650702817627504], [1.45934173469996, 43.65015096245492], [1.459156699693276, 43.65002093730569], [1.459131535345889, 43.6500012474636], [1.458737244490021, 43.65029765757246], [1.458682896149951, 43.65033870352726], [1.458345593809275, 43.65059212106321], [1.458183700252518, 43.65071392332905], [1.458161247673779, 43.65073423904592], [1.458092051831099, 43.65080335364347], [1.458102224951533, 43.65080808034181], [1.458112917601549, 43.650811823725384], [1.458126262448816, 43.650823254299326], [1.458208427120417, 43.65090815955913], [1.45821313743595, 43.65091785465443], [1.458214966679025, 43.65093372284693], [1.458209147659121, 43.650948318825215], [1.458188238527417, 43.65098584925488], [1.458181303051691, 43.650999980243505], [1.458181238437501, 43.6510124923936], [1.458187740734204, 43.651019960831064], [1.458200727201382, 43.65102634540523], [1.458964441312828, 43.65143297667897], [1.459318036787264, 43.65161925997228], [1.459639378067877, 43.65178656823156], [1.459939622722855, 43.651945312733105], [1.460089667855471, 43.652017797001044], [1.460141119837658, 43.65204233759182], [1.460248920947818, 43.65209373442164], [1.46025996883493, 43.652098202501016], [1.460272820427317, 43.65209963385172], [1.460286563112515, 43.65209567576569], [1.460297270324616, 43.65208888660911], [1.460302363935367, 43.65207860191873], [1.460305185945469, 43.6520651362395], [1.460331614072352, 43.65193648703759], [1.460382466939674, 43.651410267412466], [1.46038087589338, 43.65132580596896], [1.460377418377178, 43.65131081636656], [1.460371506108728, 43.65129921491539], [1.46036470770104, 43.651288681929714], [1.460352949140057, 43.651277992907616], [1.460332252864635, 43.65126313395872], [1.460312662528544, 43.651248469768426], [1.460349853609275, 43.65120431402952], [1.46021000273081, 43.651140607818206]]]], ""type"": ""MultiPolygon""}",3155531BI0107,ENTRETIEN,13320,RAVT,EPFL,31555
"43.6493413220723,1.457196082209077","{""coordinates"": [[[[1.457181405716566, 43.64897646453185], [1.457659787404504, 43.64938461067129], [1.457571332801141, 43.649441135230745], [1.457365813779798, 43.649572257091094], [1.457181462967004, 43.64968988758388], [1.456750412145132, 43.64933665404655], [1.457109962488852, 43.6490267340565], [1.457181405716566, 43.64897646453185]]]], ""type"": ""MultiPolygon""}",3155531BI0044,BIO,2880,RAVT,EPFL,31555
"43.64949370880843,1.4597138393456561","{""coordinates"": [[[[1.459174792726415, 43.64997220470238], [1.459810611724488, 43.64956207452092], [1.460053875532719, 43.649683597963765], [1.460219541040395, 43.649559596385906], [1.459283149845645, 43.64901986806908], [1.45936054160854, 43.64913153547764], [1.45959548307602, 43.64936188435259], [1.459770378220571, 43.649525348327494], [1.45913557115745, 43.64991019747858], [1.459174792726415, 43.64997220470238]]]], ""type"": ""MultiPolygon""}",3155531AD0085,BIO,1740,RAVT,EPFL,31555
"43.64792244724318,1.4548285981400968","{""coordinates"": [[[[1.453920763126942, 43.64744586090601], [1.454293528163447, 43.647554277583446], [1.454656692525024, 43.64765977410532], [1.454944048719136, 43.64774328187088], [1.455385353173974, 43.647871695022026], [1.455422894824271, 43.64788263882858], [1.455403913404105, 43.648358060654395], [1.455366261407119, 43.64834666526501], [1.454633961833524, 43.648126413719375], [1.453920763126942, 43.64744586090601]]]], ""type"": ""MultiPolygon""}",3155531BH0108,ENTRETIEN,4803,RAVT,EPFL,31555
"43.58963966278718,1.5178982737535578","{""coordinates"": [[[[1.518650869058257, 43.59040750521455], [1.518629600714573, 43.590416143021265], [1.518561368079292, 43.59044623431984], [1.518474018737686, 43.5904834659588], [1.518257642272814, 43.59070304926671], [1.518223052212829, 43.59062293407064], [1.518515894743949, 43.59038587466714], [1.518298022540463, 43.5901362416376], [1.517033987916116, 43.58867786898802], [1.517125883122403, 43.58864222714971], [1.518037050931665, 43.589677833395434], [1.518648217679441, 43.59040422501835], [1.518650869058257, 43.59040750521455]]]], ""type"": ""MultiPolygon""}",3104400BE0066,ENTRETIEN,2271,RAVT,EPFL,31044
"43.65852201331291,1.3399761753423347","{""coordinates"": [[[[1.339522328842143, 43.65840602895892], [1.339945754687288, 43.65892154998022], [1.340456038292685, 43.65868337738784], [1.340011693178799, 43.658139105148464], [1.339915967373844, 43.658130081427124], [1.339790958018705, 43.65821281823048], [1.339651120060251, 43.65829822646217], [1.3396478398903, 43.65830042998472], [1.339568843467665, 43.658350881747054], [1.339522328842143, 43.65840602895892]]]], ""type"": ""MultiPolygon""}",3115000AE0592,ENTRETIEN,3525,RAVT,EPFL,31150
"43.64112162677703,1.40654062011199","{""coordinates"": [[[[1.404298743011951, 43.642788528690296], [1.404371164502588, 43.64279284061053], [1.40439590711063, 43.64279304329536], [1.404423293129249, 43.64279137755244], [1.404454623976739, 43.642787850529224], [1.40451338778434, 43.64277887201295], [1.404564103917942, 43.64278496574481], [1.404559768750981, 43.64281236836867], [1.404616935982565, 43.64282229961681], [1.404846979283062, 43.642858253309186], [1.40487946692707, 43.64286325109833], [1.404913200351127, 43.64287204342312], [1.404968971298838, 43.64288858633462], [1.405011767181375, 43.6429012377529], [1.40505449886215, 43.64291767283662], [1.405094620502233, 43.64293503336076], [1.405143731724939, 43.642960036541915], [1.40517991731924, 43.64297925665322], [1.405222489849784, 43.64300609793699], [1.405254746750349, 43.64302623250418], [1.405297263816295, 43.64305685756078], [1.405337114008884, 43.64309124660445], [1.405361514861703, 43.643114153567794], [1.405392302634975, 43.643144683499756], [1.40543334322993, 43.643186650849], [1.40546408295344, 43.64322001762197], [1.405493402939591, 43.64326188819023], [1.405521436374732, 43.64330185593371], [1.405548089572381, 43.643347488693855], [1.407035229135594, 43.643057883963735], [1.40704340065518, 43.6437883652226], [1.408505426967109, 43.64352218698989], [1.408493690731775, 43.642768022333826], [1.408466336791729, 43.64276779899848], [1.408459578941156, 43.64228048564646], [1.409221640526767, 43.6421183138885], [1.409189915132774, 43.642064124861314], [1.409163379072108, 43.642010923629755], [1.409150793696648, 43.64198243651685], [1.409149595673414, 43.6419758033529], [1.409138327589252, 43.64194638191311], [1.409129662181123, 43.64191698006486], [1.409125916835323, 43.64190654170347], [1.409112204742616, 43.641866692595165], [1.409094873935598, 43.64180789069184], [1.409094921934892, 43.64180505202811], [1.409072576514919, 43.641733909217486], [1.409040399755702, 43.641624841333964], [1.408771599006847, 43.64092086937144], [1.408753668350151, 43.64085847442032], [1.40872199603836, 43.64076037813944], [1.40872514862388, 43.64070072726295], [1.408856474316551, 43.64046526932208], [1.408969071995564, 43.640261826856985], [1.408704224321594, 43.64030336952106], [1.408242910915014, 43.64035488862521], [1.407663160269959, 43.640365320137796], [1.407122976668958, 43.64027572531808], [1.407099680610872, 43.641919574075665], [1.407125860553639, 43.641910908906205], [1.407366119548285, 43.64201016563769], [1.407402937663329, 43.642479452816595], [1.407332959989861, 43.64279831926241], [1.40679098076495, 43.642801586037734], [1.406756787257102, 43.64279312461214], [1.40659704226165, 43.642453732261835], [1.406577669689966, 43.642279843457025], [1.406736198156993, 43.642039870794], [1.40693968617442, 43.6419725258802], [1.406957027152385, 43.64024820092522], [1.406297930556611, 43.64013887871354], [1.406232617892577, 43.64021463519963], [1.406119078747281, 43.64026014729978], [1.405975867414704, 43.6402832793326], [1.405573954206136, 43.64028401781668], [1.405142140589872, 43.64027178619605], [1.404392929090237, 43.64021945361731], [1.403976302420371, 43.64188765936735], [1.403884009687741, 43.64244187663642], [1.404323419775769, 43.6424950159684], [1.404298743011951, 43.642788528690296]]], [[[1.404689920935517, 43.63916153147145], [1.406487779328596, 43.639442126812575], [1.406375626309477, 43.63987939548228], [1.406355944198751, 43.63993961979936], [1.407518764488396, 43.64020814503464], [1.408230531280878, 43.640148284662004], [1.408902212120708, 43.64007199743926], [1.409034457731987, 43.64000746782456], [1.407323077389026, 43.638977894297106], [1.407111834627334, 43.63885048329462], [1.406902553171235, 43.6387240891573], [1.406898747919916, 43.63872095075183], [1.406878650781915, 43.63870440135574], [1.406866016743129, 43.63868980563022], [1.406856522151426, 43.63867825991886], [1.406853906515104, 43.638670768176624], [1.406851565526508, 43.638664056216534], [1.406848003337124, 43.638648620400375], [1.406846931407927, 43.6386328515918], [1.406850498070006, 43.63861489069835], [1.406855457585301, 43.6385911064909], [1.406875688034273, 43.6385075232266], [1.406320978427507, 43.63832730144435], [1.406289432817141, 43.63831622423542], [1.406234344255348, 43.63829961386311], [1.406228226915993, 43.638297630078775], [1.40620893885792, 43.63829097444747], [1.406105882785145, 43.63825984844626], [1.405620056204901, 43.6381143779751], [1.405385667003793, 43.63804419460997], [1.405305727051636, 43.63806150936579], [1.40492428875498, 43.63805624948154], [1.404689920935517, 43.63916153147145]], [[1.406320978427507, 43.63832730144435], [1.406297105689559, 43.63832774849601], [1.4062965328845, 43.6383450250433], [1.406319809824411, 43.63834579589702], [1.406320978427507, 43.63832730144435]], [[1.405574224478458, 43.63826548197726], [1.405598025616078, 43.63826544999492], [1.405598948064242, 43.63824907849925], [1.405575911679558, 43.63824840083913], [1.405574224478458, 43.63826548197726]]]], ""type"": ""MultiPolygon""}",3155529BZ0005,BIO,154425,RAVT,VT,31555
"43.66021706918014,1.414468160308135","{""coordinates"": [[[[1.412215667360473, 43.660040512866594], [1.414218430775356, 43.66030495064569], [1.414248340968918, 43.66030897947741], [1.414672301379455, 43.66036635761873], [1.415078076256306, 43.660419803176765], [1.415349890157525, 43.660456072873735], [1.415741338771516, 43.66050939909489], [1.415973779432416, 43.660540065340136], [1.416184410040546, 43.66029358374591], [1.415914599005209, 43.66026008190051], [1.415598571080856, 43.660217777928885], [1.415181096247656, 43.66016234646964], [1.414716820274297, 43.66009991128586], [1.414221308876915, 43.66003438146431], [1.413740102741179, 43.659970856878], [1.41370556637138, 43.6599688313964], [1.413661705072375, 43.66005867539011], [1.413289322191222, 43.660006671190686], [1.413278391160616, 43.66007184323206], [1.41222546844721, 43.659930105411796], [1.412215667360473, 43.660040512866594]]]], ""type"": ""MultiPolygon""}",3155529BB0036,ENTRETIEN,9164,RAVT,VT,31555
"43.66243509850739,1.4128677470664142","{""coordinates"": [[[[1.412412810060357, 43.66243551751225], [1.413161841288999, 43.66252115542105], [1.41385373396648, 43.662598072434115], [1.414138672666493, 43.66267139241317], [1.41424234619892, 43.66255400027551], [1.413722028912027, 43.66248931156531], [1.413123659799896, 43.66241631588232], [1.412922044315186, 43.662391019850084], [1.412356207640893, 43.66232112385185], [1.412347102671972, 43.66232010409791], [1.411950367364427, 43.66227145256428], [1.411525776685067, 43.66221818980566], [1.411498223074237, 43.662307936370595], [1.412412810060357, 43.66243551751225]]]], ""type"": ""MultiPolygon""}",3155529BB0054,ENTRETIEN,2450,RAVT,VT,31555
"43.642544028628045,1.4138770895059332","{""coordinates"": [[[[1.413137359893859, 43.6429951907452], [1.413336363734489, 43.643016681483246], [1.413675549427899, 43.64304958468146], [1.41405184681042, 43.64308589986603], [1.414580781476825, 43.64224341662919], [1.414514826485254, 43.64221165815503], [1.414067310379392, 43.64200081288036], [1.413978088663359, 43.641957509221726], [1.413813889019799, 43.64187575120541], [1.413137359893859, 43.6429951907452]]]], ""type"": ""MultiPolygon""}",3155529BM0015,BIO,8525,RAVT,VT,31555
"43.64072214756653,1.4102623462417267","{""coordinates"": [[[[1.409637637013001, 43.64007807165942], [1.409640850322886, 43.64029097881806], [1.409671296334657, 43.64076334654089], [1.409678461637031, 43.64097344705031], [1.409689101930146, 43.641126807035654], [1.40970228228075, 43.64128491913734], [1.409704703100395, 43.64129723875495], [1.409709678543249, 43.641312418416675], [1.409717185368571, 43.6413323482847], [1.409778081757578, 43.64143786602694], [1.409871878818643, 43.641606099512025], [1.411040917137182, 43.640821850452355], [1.411040933122131, 43.64082090363051], [1.41164283751533, 43.640418313357905], [1.411499046358262, 43.640324830309545], [1.41113634477957, 43.64056577495767], [1.410416194328564, 43.64053006685331], [1.410426961022946, 43.64033998187816], [1.410448842672949, 43.6399737450301], [1.409827707626629, 43.640051065613314], [1.409637637013001, 43.64007807165942]]]], ""type"": ""MultiPolygon""}",3155529BM0045,BIO,13150,RAVT,VT,31555
"43.633404439728714,1.4164274396254668","{""coordinates"": [[[[1.416198872496323, 43.63353702473245], [1.416284936507106, 43.63353110050766], [1.416349279897754, 43.634681174618386], [1.416731487381568, 43.6348157905441], [1.416758048827924, 43.634782890654236], [1.416791061176981, 43.63475382942687], [1.416830501451976, 43.63473049522532], [1.416873790315422, 43.634710978455956], [1.41692219006519, 43.63469812491672], [1.416973080961447, 43.634691916747265], [1.417025195193779, 43.63469139314974], [1.417165765312522, 43.63469915599407], [1.416872958665877, 43.63257137442233], [1.416864496516, 43.63252435114358], [1.416800512178621, 43.63237688879936], [1.4167207844128, 43.63227611831714], [1.416589866906553, 43.63215705639025], [1.41616132743057, 43.632556940378564], [1.416100002477692, 43.63274255817466], [1.415330656000746, 43.632451917199646], [1.415240949619272, 43.63263987518188], [1.415179349727719, 43.63274912573584], [1.415107275668244, 43.632861127857815], [1.415959392583026, 43.63318595683282], [1.415898424555417, 43.63342293936122], [1.416198872496323, 43.63353702473245]]]], ""type"": ""MultiPolygon""}",3155529BO0008,ENTRETIEN,19421,RAVT,VT,31555
"43.63604931747318,1.40540993635658","{""coordinates"": [[[[1.405026782614772, 43.63609204433293], [1.405911131399659, 43.636270561922046], [1.405810145516935, 43.63614673481412], [1.405803766639784, 43.63613816670101], [1.405785931156782, 43.63611247489318], [1.405765620375831, 43.63607824716949], [1.405750403359114, 43.63605163000131], [1.405743105726063, 43.63601845667812], [1.405743121791963, 43.63601750985537], [1.405743145203432, 43.636015617890116], [1.405743504247688, 43.6359929135833], [1.405006054323511, 43.63583452429016], [1.405005966627131, 43.63584020174639], [1.405026782614772, 43.63609204433293]]]], ""type"": ""MultiPolygon""}",3155529BW0007,BIO,1759,RAVT,VT,31555
"43.63511391489011,1.4095945538131354","{""coordinates"": [[[[1.408653002696943, 43.63461177486203], [1.410494895342594, 43.63570732823309], [1.410577859653063, 43.63564934664485], [1.40873889880621, 43.6345391971341], [1.408653002696943, 43.63461177486203]]]], ""type"": ""MultiPolygon""}",3155529BX0002,BIO,1908,RAVT,VT,31555
"43.65924298218054,1.4077740236125282","{""coordinates"": [[[[1.407258661744382, 43.659592427048885], [1.407263868488041, 43.65959246991813], [1.407726791879859, 43.65965776306819], [1.408097391644643, 43.65970999839523], [1.408100114441617, 43.65970245237312], [1.408266925448959, 43.65919953099275], [1.408358510514931, 43.65892495693818], [1.407957990183446, 43.6588696387949], [1.407370221065968, 43.658788184801566], [1.407260082954126, 43.659584870328864], [1.407258661744382, 43.659592427048885]]]], ""type"": ""MultiPolygon""}",3155529CE0018,JACHERE,6695,RAVT,VT,31555
"43.6490106369871,1.4038465032902427","{""coordinates"": [[[[1.402480151091593, 43.6487325924047], [1.402642305111164, 43.648953907629114], [1.40489526632953, 43.64928289004715], [1.404936153774882, 43.64900033215253], [1.404278774590446, 43.64887760492639], [1.404253478303595, 43.64899566298376], [1.402480151091593, 43.6487325924047]]]], ""type"": ""MultiPolygon""}",3155529CB0002,ENTRETIEN,4354,RAVT,VT,31555
"43.64891992405084,1.4056833274137503","{""coordinates"": [[[[1.404936153774882, 43.64900033215253], [1.406363950981781, 43.64926751747918], [1.406474321776214, 43.648873886600974], [1.406451235716494, 43.64885004382962], [1.404958561578459, 43.648566241485916], [1.404936153774882, 43.64900033215253]]]], ""type"": ""MultiPolygon""}",3155529CB0004,ENTRETIEN,5752,RAVT,VT,31555
"43.64799714566669,1.4082508966155936","{""coordinates"": [[[[1.407017027174506, 43.64807696640832], [1.407037740711236, 43.64808565077519], [1.407319935291699, 43.64820433888406], [1.407570909559374, 43.64831993363622], [1.407875002015026, 43.64845488463011], [1.408014616571156, 43.648526042606306], [1.40836577976224, 43.6487342307883], [1.408596892932929, 43.64887047484672], [1.408728241638902, 43.648802481716274], [1.409035542217883, 43.648647939023235], [1.409483385642517, 43.64841980253154], [1.409484169111765, 43.64840306907712], [1.409480462618546, 43.64838979197615], [1.409471589557046, 43.64837363692852], [1.409283301920616, 43.64816489404537], [1.409241928833137, 43.64811514928623], [1.409227033742823, 43.648096313347736], [1.409229889766199, 43.64808130442175], [1.409307570932756, 43.647659566415086], [1.407325621514026, 43.64716931710301], [1.407264836248723, 43.6473911605878], [1.407226371805221, 43.647518573176576], [1.407191115073452, 43.64760721928893], [1.407117671786895, 43.64780530600826], [1.407076898419498, 43.647913776554454], [1.407076866369831, 43.647915668392194], [1.407017027174506, 43.64807696640832]]]], ""type"": ""MultiPolygon""}",3155529CC0018,BIO,22100,RAVT,VT,31555
"43.64997762319759,1.4079019314052048","{""coordinates"": [[[[1.406281085652514, 43.649819378437215], [1.406900931818872, 43.64992664780208], [1.407479169437423, 43.6500288416843], [1.40813016345525, 43.65014487468825], [1.408774699160169, 43.65025706661099], [1.409337339761926, 43.65035723251333], [1.409465984411014, 43.65038004503532], [1.409467325214096, 43.65037721695373], [1.409483428732144, 43.650347073719246], [1.409585383573813, 43.650158680676526], [1.409311238550926, 43.650108185996054], [1.408794108206593, 43.650014070696315], [1.408302972420114, 43.6499248964859], [1.407798829293933, 43.64983372088057], [1.407276529751612, 43.64973766410601], [1.406810072310462, 43.649653416222534], [1.406352735136086, 43.64956924166869], [1.406281085652514, 43.649819378437215]]]], ""type"": ""MultiPolygon""}",3155529CC0003,ENTRETIEN,7251,RAVT,VT,31555
"43.65870270296503,1.4082917387104674","{""coordinates"": [[[[1.407370221065968, 43.658788184801566], [1.407957990183446, 43.6588696387949], [1.408358510514931, 43.65892495693818], [1.409019118855939, 43.659015516722576], [1.409067236916083, 43.659021586928816], [1.409108846567924, 43.65902760543239], [1.409266141180604, 43.65863157578296], [1.409238331480857, 43.65862758892878], [1.409034722358842, 43.65859840012269], [1.408918982565035, 43.6585823149249], [1.408587410914441, 43.658535132678296], [1.407902138231247, 43.6584386909544], [1.40780721229658, 43.658425613326905], [1.407427516334115, 43.65837235510297], [1.407370221065968, 43.658788184801566]]]], ""type"": ""MultiPolygon""}",3155529CE0014,JACHERE,6754,RAVT,VT,31555
"43.656488621578504,1.4645765792608199","{""coordinates"": [[[[1.463430140426138, 43.65708908684938], [1.463451859311968, 43.65711858362577], [1.463511900384036, 43.65720135985133], [1.463555331838091, 43.65726130030482], [1.463933377341115, 43.6577864723583], [1.464347661419777, 43.65734876810633], [1.464468124867719, 43.65722007549271], [1.465545445236444, 43.6560844956851], [1.465714838852044, 43.65590603517353], [1.465461781590834, 43.655535557443024], [1.46522109071487, 43.655183184382025], [1.465220725074217, 43.65518357382506], [1.464684984299351, 43.65575525074747], [1.46431435489682, 43.65614977096776], [1.463755763853958, 43.65674342238801], [1.463514841870049, 43.65699985730828], [1.46346587360953, 43.6570515183933], [1.463430140426138, 43.65708908684938]]]], ""type"": ""MultiPolygon""}",3155531AC0010,BIO,20200,RAVT,VT,31555
"43.65237607386008,1.455362456007258","{""coordinates"": [[[[1.455027966677455, 43.652384235709434], [1.455043307590845, 43.65240422374658], [1.455054818231501, 43.65241850546829], [1.455190261996796, 43.65260026929669], [1.455219633827132, 43.65264023502886], [1.45571097871896, 43.65236873241817], [1.455475006040074, 43.65211239085065], [1.455027966677455, 43.652384235709434]]]], ""type"": ""MultiPolygon""}",3155531BI0075,BIO,1570,RAVT,VT,31555
"43.65276638777332,1.455649292769504","{""coordinates"": [[[[1.455284782514304, 43.65272873203111], [1.455338503641568, 43.65279726984594], [1.455521379152899, 43.65303143978467], [1.455984437540897, 43.65282216124269], [1.456003431759467, 43.652771217634374], [1.455755930220493, 43.65250154007554], [1.455284782514304, 43.65272873203111]]]], ""type"": ""MultiPolygon""}",3155531BI0082,BIO,1800,RAVT,VT,31555
"43.652014316947756,1.4549941202021317","{""coordinates"": [[[[1.45446701478147, 43.65198722809575], [1.454504461636151, 43.65201022659188], [1.454541893206394, 43.65203417189939], [1.454887734261556, 43.65226204167309], [1.454914821599308, 43.6522811747699], [1.454928996399122, 43.652291693172174], [1.454938002248227, 43.652299332061645], [1.454959874787154, 43.6523184243076], [1.454997110116327, 43.6523556126295], [1.455003543469332, 43.65236133930539], [1.455027966677455, 43.652384235709434], [1.455475006040074, 43.65211239085065], [1.455280076900884, 43.65189988823102], [1.455179735288823, 43.651790234255394], [1.455169845732738, 43.65177979651026], [1.455163375081983, 43.651773145721045], [1.455152614356139, 43.651761468444974], [1.455027836637309, 43.65162808596521], [1.45446701478147, 43.65198722809575]]]], ""type"": ""MultiPolygon""}",3155531BI0084,BIO,3250,RAVT,VT,31555
"43.64043534312103,1.479999316381742","{""coordinates"": [[[[1.479000043313226, 43.640841930546536], [1.480922003075209, 43.6406341225695], [1.480923059271279, 43.64001536592417], [1.480742939245002, 43.640038604103594], [1.479142789861362, 43.64024600650882], [1.479124399207109, 43.64025627381335], [1.479096803809771, 43.64027309608223], [1.47907572975735, 43.64028902106113], [1.479058589412063, 43.64030308210322], [1.479046692649276, 43.64031529283388], [1.479041383175071, 43.640321873812425], [1.479034640599108, 43.640337908019895], [1.479026611661786, 43.640352985485755], [1.479018523090681, 43.640371846675485], [1.479015714227986, 43.640386016949925], [1.479019411806849, 43.640400236775235], [1.479023198831783, 43.64040878101372], [1.479027030602198, 43.6404144865588], [1.479046339908633, 43.64043071570752], [1.47907078845711, 43.640451716960726], [1.479079729744722, 43.640464082874004], [1.47908356773386, 43.64046884327187], [1.479087405723597, 43.64047360366957], [1.479089906401076, 43.64048119116523], [1.479092281573784, 43.64049729305455], [1.479095994105956, 43.64051056604585], [1.479097112686508, 43.640523821132284], [1.479095575313999, 43.64053989317932], [1.479093986989463, 43.64055974906455], [1.479087229517041, 43.64057672830481], [1.479000043313226, 43.640841930546536]]]], ""type"": ""MultiPolygon""}",3155532AB0031,BIO,10014,RAVT,VT,31555
"43.64168968292977,1.4796250985029349","{""coordinates"": [[[[1.47850672600454, 43.64199057417238], [1.478733426670345, 43.64198945279738], [1.478974605935748, 43.64197803206051], [1.479091942206864, 43.64197229763008], [1.479473937158769, 43.641953428125554], [1.479926323662, 43.641931303654175], [1.480192283423489, 43.641918175155574], [1.480391992941775, 43.64170964634291], [1.480457162021053, 43.641616471401356], [1.480658000942518, 43.641329422169726], [1.478801064033976, 43.64154339425279], [1.47880489585488, 43.64154909980283], [1.478813858352152, 43.64155957555602], [1.478827932888432, 43.641577656945664], [1.478847131856134, 43.64160145547991], [1.478852124525291, 43.64161663216092], [1.478855875568133, 43.641628013407136], [1.478854448712469, 43.64163651788506], [1.478845028781746, 43.64165726100294], [1.478821109136989, 43.641690194996634], [1.47879582850471, 43.64172690279482], [1.478763921960035, 43.64177112846674], [1.478738656194397, 43.64180688942082], [1.478729331887332, 43.64182101179977], [1.478717464632492, 43.64183132882871], [1.478708191337902, 43.64184166556965], [1.478697610459721, 43.641852939340566], [1.478688337158487, 43.64186327607981], [1.478675153632957, 43.64187453002085], [1.478663292575163, 43.641883901899284], [1.478643519173659, 43.64189983670411], [1.478622474313835, 43.641913867929965], [1.478596164457555, 43.641931645014296], [1.47857775200324, 43.64194380600048], [1.478554080857912, 43.641958764099684], [1.478526454702312, 43.64197747808289], [1.47850672600454, 43.64199057417238]]]], ""type"": ""MultiPolygon""}",3155532AB0034,BIO,7553,RAVT,VT,31555
