Geo Point,Geo Shape,infobulle,nom,num_station,nb_bornettes,en_service,rue,mot_directeur,no,nrivoli,commune,code_insee,locations_2016
" 43.58777710803422,1.4095557343753715","{""coordinates"": [[1.409555734375372, 43.58777710803422]], ""type"": ""MultiPoint""}",192 - ST SIMON PRADO Nombre bornettes : 18 adresse : 355 RTE DE SAINT SIMON En service : oui,ST SIMON PRADO,192,18,oui,RTE DE SAINT SIMON,SIMON (RTE DE SAINT SIMON),355,3105557988,Toulouse,31555,3338
" 43.6018357439558,1.4580158355938633","{""coordinates"": [[1.458015835593863, 43.6018357439558]], ""type"": ""MultiPoint""}",196 - GOUJON PUJOL Nombre bornettes : 20 adresse : 10 RUE JEAN GOUJON En service : oui,GOUJON PUJOL,196,20,oui,RUE JEAN GOUJON,GOUJON (RUE JEAN GOUJON),10,3105554584,Toulouse,31555,15376
" 43.5858785208555,1.4750066859973714","{""coordinates"": [[1.475006685997371, 43.5858785208555]], ""type"": ""MultiPoint""}",205 - COTTAGES RIEUX Nombre bornettes : 17 adresse : 58 AV DES COTTAGES En service : oui,COTTAGES RIEUX,205,17,oui,AV DES COTTAGES,COTTAGES (AV DES COTTAGES),58,3105552340,Toulouse,31555,1691
" 43.58347873131795,1.487765544990905","{""coordinates"": [[1.487765544990905, 43.58347873131795]], ""type"": ""MultiPoint""}",211 - LE DORMEUR LA TERRASSE Nombre bornettes : 18 adresse : 9 RUE LE DORMEUR En service : oui,LE DORMEUR LA TERRASSE,211,18,oui,RUE LE DORMEUR,DORMEUR (RUE LE DORMEUR),9,3105552746,Toulouse,31555,1156
" 43.59622766926807,1.473454005820446","{""coordinates"": [[1.473454005820446, 43.59622766926807]], ""type"": ""MultiPoint""}",198 - LAFILAIRE DELTOUR Nombre bornettes : 20 adresse : 25 CHE DE LAFILAIRE En service : oui,LAFILAIRE DELTOUR,198,20,oui,CHE DE LAFILAIRE,LAFILAIRE (CHE DE LAFILAIRE),25,3105554932,Toulouse,31555,1424
" 43.64107093064375,1.4664760437925186","{""coordinates"": [[1.466476043792519, 43.64107093064375]], ""type"": ""MultiPoint""}",171 - ALBI PELET Nombre bornettes : 20 adresse : 191 RTE D ALBI En service : oui,ALBI PELET,171,20,oui,RTE D ALBI,ALBI (RTE D ALBI),191,3105550124,Toulouse,31555,2919
" 43.622761901759446,1.4740425888853848","{""coordinates"": [[1.474042588885385, 43.622761901759446]], ""type"": ""MultiPoint""}",216 - ARGOULETS HOUDON Nombre bornettes : 18 adresse : 3 RUE JEAN HOUDON En service : oui,ARGOULETS HOUDON,216,18,oui,RUE JEAN HOUDON,HOUDON (RUE JEAN HOUDON),3,3105554592,Toulouse,31555,1695
" 43.57457115615058,1.402137041306263","{""coordinates"": [[1.402137041306263, 43.57457115615058]], ""type"": ""MultiPoint""}",220 - TABAR UNIVERSITE Nombre bornettes : 20 adresse : 3 RUE UNIVERSITE DU MIRAIL En service : oui,TABAR UNIVERSITE,220,20,oui,RUE UNIVERSITE DU MIRAIL,MIRAIL (RUE UNIVERSITE DU MIRAIL),3,3105558666,Toulouse,31555,4645
" 43.56073778377947,1.4630307698577643","{""coordinates"": [[1.463030769857764, 43.56073778377947]], ""type"": ""MultiPoint""}",227 - METRO UPS Nombre bornettes : 20 adresse : 118 RTE DE NARBONNE En service : oui,METRO UPS,227,20,oui,RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),118,3105556196,Toulouse,31555,12573
" 43.62809957169015,1.4514969129720126","{""coordinates"": [[1.451496912972013, 43.62809957169015]], ""type"": ""MultiPoint""}",234 - LOUIN RAYNAL Nombre bornettes : 17 adresse : 4 RUE PIERRETTE LOUIN En service : oui,LOUIN RAYNAL,234,17,oui,RUE PIERRETTE LOUIN,LOUIN (RUE PIERRETTE LOUIN),4,3105556921,Toulouse,31555,4153
" 43.59731314636865,1.4037564514090743","{""coordinates"": [[1.403756451409074, 43.59731314636865]], ""type"": ""MultiPoint""}",236 - TOEC ABBE LEMIRE Nombre bornettes : 20 adresse : 1 RUE DE L ABBE JULES LEMIRE En service : oui,TOEC ABBE LEMIRE,236,20,oui,RUE DE L ABBE JULES LEMIRE,LEMIRE (RUE DE L ABBE JULES LEMIRE),1,3105554821,Toulouse,31555,3724
" 43.64100535928577,1.4485459655564492","{""coordinates"": [[1.448545965556449, 43.64100535928577]], ""type"": ""MultiPoint""}",248 - BOUQUETINS ROSTAND Nombre bornettes : 18 adresse : 139 RUE EDMOND ROSTAND En service : oui,BOUQUETINS ROSTAND,248,18,oui,RUE EDMOND ROSTAND,ROSTAND (RUE EDMOND ROSTAND),139,3105552888,Toulouse,31555,2221
" 43.57021081650341,1.4734068783462282","{""coordinates"": [[1.473406878346228, 43.57021081650341]], ""type"": ""MultiPoint""}",225 - BELIN ONERA Nombre bornettes : 20 adresse : 4 AV EDOUARD BELIN En service : oui,BELIN ONERA,225,20,oui,AV EDOUARD BELIN,BELIN (AV EDOUARD BELIN),4,3105552894,Toulouse,31555,13980
" 43.57510862079238,1.4242382688009156","{""coordinates"": [[1.424238268800916, 43.57510862079238]], ""type"": ""MultiPoint""}",241 - ESPAGNE CHARPENTIER Nombre bornettes : 20 adresse : 57 RTE D ESPAGNE En service : oui,ESPAGNE CHARPENTIER,241,20,oui,RTE D ESPAGNE,ESPAGNE (RTE D ESPAGNE),57,3105553064,Toulouse,31555,9016
" 43.5572334835106,1.4652650095125879","{""coordinates"": [[1.465265009512588, 43.5572334835106]], ""type"": ""MultiPoint""}",231 - NARBONNE IUFM Nombre bornettes : 20 adresse : 217 RTE DE NARBONNE En service : oui,NARBONNE IUFM,231,20,oui,RTE DE NARBONNE,NARBONNE (RTE DE NARBONNE),217,3105556196,Toulouse,31555,10661
" 43.642548411467125,1.4562360861134638","{""coordinates"": [[1.456236086113464, 43.642548411467125]], ""type"": ""MultiPoint""}",262 - BORDEROUGE Nombre bornettes : 18 adresse :  CHE DE BORDEROUGE En service : oui,BORDEROUGE,262,18,oui,CHE DE BORDEROUGE,BORDEROUGE (CHE DE BORDEROUGE),,,Toulouse,31555,1352
" 43.62915138991471,1.4762803711243693","{""coordinates"": [[1.476280371124369, 43.62915138991471]], ""type"": ""MultiPoint""}",258 - CAMBARD Nombre bornettes : 0 adresse :  RUE CAMBARD En service : oui,CAMBARD,258,0,oui,RUE CAMBARD,CAMBARD (RUE CAMBARD),,,Toulouse,31555,2285
" 43.58146782974583,1.3797917996373532","{""coordinates"": [[1.379791799637353, 43.58146782974583]], ""type"": ""MultiPoint""}",276 - MARIN Nombre bornettes : 0 adresse :  CHE DU MARIN En service : oui,MARIN,276,0,oui,CHE DU MARIN,MARIN (CHE DU MARIN),,,Toulouse,31555,1518
" 43.59666739323809,1.4362371038776833","{""coordinates"": [[1.436237103877683, 43.59666739323809]], ""type"": ""MultiPoint""}",74 - LAGANNE - TEINTURIERS Nombre bornettes : 18 adresse : 37 RUE LAGANNE En service : oui,LAGANNE - TEINTURIERS,74,18,oui,RUE LAGANNE,LAGANNE (RUE LAGANNE),37,3105554948,Toulouse,31555,9632
" 43.60565471503429,1.4282472078460013","{""coordinates"": [[1.428247207846001, 43.60565471503429]], ""type"": ""MultiPoint""}",83 - SEJOURNE  -  AMIDONNIERS Nombre bornettes : 15 adresse : 2 AV PAUL SEJOURNE En service : oui,SEJOURNE  -  AMIDONNIERS,83,15,oui,AV PAUL SEJOURNE,SEJOURNE (AV PAUL SEJOURNE),2,3105556648,Toulouse,31555,37976
" 43.60630525626689,1.4384013906285398","{""coordinates"": [[1.43840139062854, 43.60630525626689]], ""type"": ""MultiPoint""}",30 - PLACE ANATOLE FRANCE Nombre bornettes : 25 adresse : 40 PL ANATOLE FRANCE En service : oui,PLACE ANATOLE FRANCE,30,25,oui,PL ANATOLE FRANCE,FRANCE (PL ANATOLE FRANCE),40,3105550272,Toulouse,31555,36074
" 43.60744775547729,1.4542531647967205","{""coordinates"": [[1.454253164796721, 43.60744775547729]], ""type"": ""MultiPoint""}",63 - PISCINE LEO LAGRANGE Nombre bornettes : 22 adresse : 54 RUE DES SEPT TROUBADOURS En service : oui,PISCINE LEO LAGRANGE,63,22,oui,RUE DES SEPT TROUBADOURS,TROUBADOURS (RUE DES SEPT TROUBADOURS),54,3105558224,Toulouse,31555,22191
" 43.608609810205905,1.4436046596197474","{""coordinates"": [[1.443604659619747, 43.608609810205905]], ""type"": ""MultiPoint""}",33 - BERALDI Nombre bornettes : 15 adresse : 11 RUE HENRI BERALDI En service : oui,BERALDI,33,15,oui,RUE HENRI BERALDI,BERALDI (RUE HENRI BERALDI),11,3105554120,Toulouse,31555,11863
" 43.6115693209228,1.4396673312876076","{""coordinates"": [[1.439667331287608, 43.6115693209228]], ""type"": ""MultiPoint""}",91 - ARCOLE -  BALANCE Nombre bornettes : 23 adresse : 48 BD D ARCOLE En service : oui,ARCOLE -  BALANCE,91,23,oui,BD D ARCOLE,ARCOLE (BD D ARCOLE),48,3105550428,Toulouse,31555,22047
" 43.615286769588806,1.4428779309032294","{""coordinates"": [[1.442877930903229, 43.615286769588806]], ""type"": ""MultiPoint""}",111 - MINIMES -  PASSERELLE Nombre bornettes : 22 adresse : 38B BD DES MINIMES En service : oui,MINIMES -  PASSERELLE,111,22,oui,BD DES MINIMES,MINIMES (BD DES MINIMES),38B,3105555960,Toulouse,31555,18479
" 43.59064379361608,1.4533260535588821","{""coordinates"": [[1.453326053558882, 43.59064379361608]], ""type"": ""MultiPoint""}",115 - DEMOISELLES - MISTRAL Nombre bornettes : 16 adresse : 8 ALL DES DEMOISELLES En service : oui,DEMOISELLES - MISTRAL,115,16,oui,ALL DES DEMOISELLES,DEMOISELLES (ALL DES DEMOISELLES),8,3105552584,Toulouse,31555,17614
" 43.602921597154825,1.4517269911578425","{""coordinates"": [[1.451726991157843, 43.602921597154825]], ""type"": ""MultiPoint""}",22 - CARNOT ROLAND Nombre bornettes : 20 adresse : 24 BD LAZARE CARNOT En service : oui,CARNOT ROLAND,22,20,oui,BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),24,3105555132,Toulouse,31555,10516
" 43.60516838481394,1.4493972481342459","{""coordinates"": [[1.449397248134246, 43.60516838481394]], ""type"": ""MultiPoint""}",19 - CARNOT  - PERI Nombre bornettes : 25 adresse : 62 BD LAZARE CARNOT En service : oui,CARNOT  - PERI,19,25,oui,BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),62,3105555132,Toulouse,31555,38234
" 43.59783992149346,1.4516548888557372","{""coordinates"": [[1.451654888855737, 43.59783992149346]], ""type"": ""MultiPoint""}",44 - PALAIS NIEL Nombre bornettes : 20 adresse : 1 ALL FORAIN FRANCOIS VERDIER En service : oui,PALAIS NIEL,44,20,oui,ALL FORAIN FRANCOIS VERDIER,VERDIER (ALL FORAIN FRANCOIS VERDIER),1,3105553396,Toulouse,31555,10252
" 43.59522890287345,1.4453865756754316","{""coordinates"": [[1.445386575675432, 43.59522890287345]], ""type"": ""MultiPoint""}",47 - NAZARETH -  LANGUEDOC Nombre bornettes : 25 adresse : 12 RUE DU LANGUEDOC En service : oui,NAZARETH -  LANGUEDOC,47,25,oui,RUE DU LANGUEDOC,LANGUEDOC (RUE DU LANGUEDOC),12,3105555000,Toulouse,31555,15877
" 43.60270206415188,1.454448398925485","{""coordinates"": [[1.454448398925485, 43.60270206415188]], ""type"": ""MultiPoint""}",41 - ST AUBIN  - CAMICHEL Nombre bornettes : 20 adresse : 1 RUE CHARLES CAMICHEL En service : oui,ST AUBIN  - CAMICHEL,41,20,oui,RUE CHARLES CAMICHEL,CAMICHEL (RUE CHARLES CAMICHEL),1,3105551560,Toulouse,31555,36731
" 43.614596525734655,1.443537635121199","{""coordinates"": [[1.443537635121199, 43.614596525734655]], ""type"": ""MultiPoint""}",93 - PRINTEMPS - INGRES Nombre bornettes : 15 adresse : 57 RUE DU PRINTEMPS En service : oui,PRINTEMPS - INGRES,93,15,oui,RUE DU PRINTEMPS,PRINTEMPS (RUE DU PRINTEMPS),57,3105557140,Toulouse,31555,18599
" 43.60959016941432,1.4304012911183677","{""coordinates"": [[1.430401291118368, 43.60959016941432]], ""type"": ""MultiPoint""}",107 - SEBASTOPOL - LASCROSSES Nombre bornettes : 25 adresse : 1 RUE DE SEBASTOPOL En service : oui,SEBASTOPOL - LASCROSSES,107,25,oui,RUE DE SEBASTOPOL,SEBASTOPOL (RUE DE SEBASTOPOL),1,3105558204,Toulouse,31555,29081
" 43.6134589682613,1.4302432323717673","{""coordinates"": [[1.430243232371767, 43.6134589682613]], ""type"": ""MultiPoint""}",122 - EMBOUCHURE -  HAEDENS Nombre bornettes : 20 adresse : 57 BD DE L EMBOUCHURE En service : oui,EMBOUCHURE -  HAEDENS,122,20,oui,BD DE L EMBOUCHURE,EMBOUCHURE (BD DE L EMBOUCHURE),57,3105552952,Toulouse,31555,13678
" 43.61387686407794,1.4514880922584688","{""coordinates"": [[1.451488092258469, 43.61387686407794]], ""type"": ""MultiPoint""}",94 - SEMARD -  GARE ROUTIERE Nombre bornettes : 20 adresse : 73 BD PIERRE SEMARD En service : oui,SEMARD -  GARE ROUTIERE,94,20,oui,BD PIERRE SEMARD,SEMARD (BD PIERRE SEMARD),73,3105556916,Toulouse,31555,24056
" 43.59325998616171,1.4350626278046377","{""coordinates"": [[1.435062627804638, 43.59325998616171]], ""type"": ""MultiPoint""}",71 - COURS DILLON Nombre bornettes : 24 adresse : 3 RUE LAGANNE En service : oui,COURS DILLON,71,24,oui,RUE LAGANNE,LAGANNE (RUE LAGANNE),3,3105554948,Toulouse,31555,16200
" 43.61031289279647,1.420439160583489","{""coordinates"": [[1.420439160583489, 43.61031289279647]], ""type"": ""MultiPoint""}",120 - BARCELONE - PONT JUMEAUX Nombre bornettes : 20 adresse : 152 ALL DE BARCELONE En service : oui,BARCELONE - PONT JUMEAUX,120,20,oui,ALL DE BARCELONE,BARCELONE (ALL DE BARCELONE),152,3105550840,Toulouse,31555,22973
" 43.59751509194871,1.428712409642748","{""coordinates"": [[1.428712409642748, 43.59751509194871]], ""type"": ""MultiPoint""}",105 - BILLIERES  -  CHAMPETRE Nombre bornettes : 17 adresse : 12 AV ETIENNE BILLIERES En service : oui,BILLIERES  -  CHAMPETRE,105,17,oui,AV ETIENNE BILLIERES,BILLIERES (AV ETIENNE BILLIERES),12,3105553116,Toulouse,31555,19595
" 43.61901274228953,1.4568042148466722","{""coordinates"": [[1.456804214846672, 43.61901274228953]], ""type"": ""MultiPoint""}",134 - EGLISE BONNEFOY Nombre bornettes : 20 adresse : 8 ALL DE L EGLISE BONNEFOY En service : oui,EGLISE BONNEFOY,134,20,oui,ALL DE L EGLISE BONNEFOY,BONNEFOY (ALL DE L EGLISE BONNEFOY),8,3105552912,Toulouse,31555,16169
" 43.612625208334926,1.4382551321271777","{""coordinates"": [[1.438255132127178, 43.612625208334926]], ""type"": ""MultiPoint""}",121 - SERRES -  ARNAUD BERNARD Nombre bornettes : 20 adresse : 33 AV HONORE SERRES En service : oui,SERRES -  ARNAUD BERNARD,121,20,oui,AV HONORE SERRES,SERRES (AV HONORE SERRES),33,3105554256,Toulouse,31555,17693
" 43.58818225310815,1.4464431015078834","{""coordinates"": [[1.446443101507883, 43.58818225310815]], ""type"": ""MultiPoint""}",116 - ST MICHEL -  NOTRE DAME Nombre bornettes : 15 adresse : 50 GRANDE-RUE SAINT MICHEL En service : oui,ST MICHEL -  NOTRE DAME,116,15,oui,GRANDE-RUE SAINT MICHEL,MICHEL (GRANDE-RUE SAINT MICHEL),50,3105557916,Toulouse,31555,19568
" 43.5995803712205,1.4414007259998032","{""coordinates"": [[1.441400725999803, 43.5995803712205]], ""type"": ""MultiPoint""}",49 - COUTELIERS -  METZ Nombre bornettes : 18 adresse : 52 RUE DES COUTELIERS En service : oui,COUTELIERS -  METZ,49,18,oui,RUE DES COUTELIERS,COUTELIERS (RUE DES COUTELIERS),52,3105552372,Toulouse,31555,28850
" 43.60272299280192,1.4420322344070575","{""coordinates"": [[1.442032234407058, 43.60272299280192]], ""type"": ""MultiPoint""}",4 - SAINTE URSULE Nombre bornettes : 17 adresse : 19 RUE SAINTE URSULE En service : oui,SAINTE URSULE,4,17,oui,RUE SAINTE URSULE,URSULE (RUE SAINTE URSULE),19,3105558076,Toulouse,31555,50458
" 43.61389594411906,1.4250129089726007","{""coordinates"": [[1.425012908972601, 43.61389594411906]], ""type"": ""MultiPoint""}",145 - GOUNOD GARROS Nombre bornettes : 20 adresse : 27 RUE CHARLES GOUNOD En service : oui,GOUNOD GARROS,145,20,oui,RUE CHARLES GOUNOD,GOUNOD (RUE CHARLES GOUNOD),27,3105551940,Toulouse,31555,23324
" 43.57860570002501,1.450260917807728","{""coordinates"": [[1.450260917807728, 43.57860570002501]], ""type"": ""MultiPoint""}",159 - JULES JULIEN DEVIC Nombre bornettes : 20 adresse : 96 AV JULES JULIEN En service : oui,JULES JULIEN DEVIC,159,20,oui,AV JULES JULIEN,JULIEN (AV JULES JULIEN),96,3105554816,Toulouse,31555,13686
" 43.57329745053558,1.4524801410486716","{""coordinates"": [[1.452480141048672, 43.57329745053558]], ""type"": ""MultiPoint""}",160 - THEATRE JULES JULIEN Nombre bornettes : 17 adresse : 21 AV DES ECOLES JULES JULIEN En service : oui,THEATRE JULES JULIEN,160,17,oui,AV DES ECOLES JULES JULIEN,JULIEN (AV DES ECOLES JULES JULIEN),21,3105552860,Toulouse,31555,8627
" 43.57664262727531,1.4548462284419055","{""coordinates"": [[1.454846228441905, 43.57664262727531]], ""type"": ""MultiPoint""}",161 - RANGUEIL BEDOUCE Nombre bornettes : 16 adresse : 35 AV DE RANGUEIL En service : oui,RANGUEIL BEDOUCE,161,16,oui,AV DE RANGUEIL,RANGUEIL (AV DE RANGUEIL),35,3105557268,Toulouse,31555,6358
" 43.579766765940306,1.460014517407888","{""coordinates"": [[1.460014517407888, 43.579766765940306]], ""type"": ""MultiPoint""}",164 - METRO SAOUZELONG Nombre bornettes : 20 adresse : 77 AV ALBERT BEDOUCE En service : oui,METRO SAOUZELONG,164,20,oui,AV ALBERT BEDOUCE,BEDOUCE (AV ALBERT BEDOUCE),77,3105550112,Toulouse,31555,8985
" 43.62410681240798,1.454679016117744","{""coordinates"": [[1.454679016117744, 43.62410681240798]], ""type"": ""MultiPoint""}",167 - LAPUJADE FLANDRES Nombre bornettes : 18 adresse : 98 CHE DE LAPUJADE En service : oui,LAPUJADE FLANDRES,167,18,oui,CHE DE LAPUJADE,LAPUJADE (CHE DE LAPUJADE),98,3105555028,Toulouse,31555,8048
" 43.62857411082167,1.4481997676329874","{""coordinates"": [[1.448199767632987, 43.62857411082167]], ""type"": ""MultiPoint""}",153 - MAUNOURY PISAN Nombre bornettes : 18 adresse : 9 AV MAURICE BOURGES MAUNOURY En service : oui,MAUNOURY PISAN,153,18,oui,AV MAURICE BOURGES MAUNOURY,MAUNOURY (AV MAURICE BOURGES MAUNOURY),9,3105555789,Toulouse,31555,6829
" 43.6169503747207,1.473620822896019","{""coordinates"": [[1.473620822896019, 43.6169503747207]], ""type"": ""MultiPoint""}",179 - CASSAING PLANA Nombre bornettes : 17 adresse : 4 CHE CASSAING En service : oui,CASSAING PLANA,179,17,oui,CHE CASSAING,CASSAING (CHE CASSAING),4,3105551744,Toulouse,31555,1813
" 43.61222985207204,1.4775471262400945","{""coordinates"": [[1.477547126240095, 43.61222985207204]], ""type"": ""MultiPoint""}",180 - PLACE SOUPETARD Nombre bornettes : 15 adresse : 3 PL DE SOUPETARD En service : oui,PLACE SOUPETARD,180,15,oui,PL DE SOUPETARD,SOUPETARD (PL DE SOUPETARD),3,3105558300,Toulouse,31555,4458
" 43.609253383401814,1.4799563824510862","{""coordinates"": [[1.479956382451086, 43.609253383401814]], ""type"": ""MultiPoint""}",181 - PLANA GARNIER Nombre bornettes : 15 adresse : 27 RUE LOUIS PLANA En service : oui,PLANA GARNIER,181,15,oui,RUE LOUIS PLANA,PLANA (RUE LOUIS PLANA),27,3105555396,Toulouse,31555,3030
" 43.62724171322702,1.4692947664862726","{""coordinates"": [[1.469294766486273, 43.62724171322702]], ""type"": ""MultiPoint""}",184 - MICHOUN LIPPMAN Nombre bornettes : 18 adresse : 70 CHE MICHOUN En service : oui,MICHOUN LIPPMAN,184,18,oui,CHE MICHOUN,MICHOUN (CHE MICHOUN),70,3105555932,Toulouse,31555,2524
" 43.59799523682488,1.4201670248656026","{""coordinates"": [[1.420167024865603, 43.59799523682488]], ""type"": ""MultiPoint""}",138 - BARRIERE DE BAYONNE Nombre bornettes : 20 adresse : 2 BRE DE BAYONNE En service : oui,BARRIERE DE BAYONNE,138,20,oui,BRE DE BAYONNE,BAYONNE (BRE DE BAYONNE),2,3105550924,Toulouse,31555,17457
" 43.58429324210606,1.4275581086550309","{""coordinates"": [[1.427558108655031, 43.58429324210606]], ""type"": ""MultiPoint""}",188 - MURET LAFAGE Nombre bornettes : 18 adresse : 121 AV DE MURET En service : oui,MURET LAFAGE,188,18,oui,AV DE MURET,MURET (AV DE MURET),121,3105556160,Toulouse,31555,11577
" 43.58152923991042,1.425460598314955","{""coordinates"": [[1.425460598314955, 43.58152923991042]], ""type"": ""MultiPoint""}",189 - MURET BOUTINON Nombre bornettes : 20 adresse : 44 AV DE MURET En service : oui,MURET BOUTINON,189,20,oui,AV DE MURET,MURET (AV DE MURET),44,3105556160,Toulouse,31555,10021
" 43.597323042677345,1.4589611263086613","{""coordinates"": [[1.458961126308661, 43.597323042677345]], ""type"": ""MultiPoint""}",195 - LAROUSSE RIEUX Nombre bornettes : 20 adresse : 4 AV JEAN RIEUX En service : oui,LAROUSSE RIEUX,195,20,oui,AV JEAN RIEUX,RIEUX (AV JEAN RIEUX),4,3105554652,Toulouse,31555,17251
" 43.57903759568887,1.4836291237802588","{""coordinates"": [[1.483629123780259, 43.57903759568887]], ""type"": ""MultiPoint""}",200 - PLACE DE L ORMEAU Nombre bornettes : 20 adresse : 345 AV JEAN RIEUX En service : oui,PLACE DE L ORMEAU,200,20,oui,AV JEAN RIEUX,RIEUX (AV JEAN RIEUX),345,3105554652,Toulouse,31555,3779
" 43.59405434453574,1.4650904833342946","{""coordinates"": [[1.465090483334295, 43.59405434453574]], ""type"": ""MultiPoint""}",206 - LEYGUE RIEUX Nombre bornettes : 18 adresse : 20 AV ARMAND LEYGUE En service : oui,LEYGUE RIEUX,206,18,oui,AV ARMAND LEYGUE,LEYGUE (AV ARMAND LEYGUE),20,3105550496,Toulouse,31555,4884
" 43.59118103120771,1.480088579202138","{""coordinates"": [[1.480088579202138, 43.59118103120771]], ""type"": ""MultiPoint""}",208 - LIMAYRAC DARASSE Nombre bornettes : 18 adresse :  ALL DE LIMAYRAC En service : oui,LIMAYRAC DARASSE,208,18,oui,ALL DE LIMAYRAC,LIMAYRAC (ALL DE LIMAYRAC),,3105555273,Toulouse,31555,1571
" 43.629773712673256,1.4665472108874835","{""coordinates"": [[1.466547210887484, 43.629773712673256]], ""type"": ""MultiPoint""}",217 - AMOUROUX SAINT TROPEZ Nombre bornettes : 18 adresse : 42 CHE AMOUROUX En service : oui,AMOUROUX SAINT TROPEZ,217,18,oui,CHE AMOUROUX,AMOUROUX (CHE AMOUROUX),42,3105550260,Toulouse,31555,2493
" 43.576443692136436,1.4066635857455936","{""coordinates"": [[1.406663585745594, 43.576443692136436]], ""type"": ""MultiPoint""}",221 - VAUQUELIN Nombre bornettes : 20 adresse : 85 RUE NICOLAS L VAUQUELIN En service : oui,VAUQUELIN,221,20,oui,RUE NICOLAS L VAUQUELIN,VAUQUELIN (RUE NICOLAS L VAUQUELIN),85,3105556267,Toulouse,31555,3968
" 43.568038432767196,1.4644474837956272","{""coordinates"": [[1.464447483795627, 43.568038432767196]], ""type"": ""MultiPoint""}",228 - METRO PHARMACIE Nombre bornettes : 20 adresse : 35 CHE DES MARAICHERS En service : oui,METRO PHARMACIE,228,20,oui,CHE DES MARAICHERS,MARAICHERS (CHE DES MARAICHERS),35,3105555576,Toulouse,31555,19239
" 43.571490455992084,1.462698767055689","{""coordinates"": [[1.462698767055689, 43.571490455992084]], ""type"": ""MultiPoint""}",229 - IUT RANGUEIL Nombre bornettes : 20 adresse : 129 AV DE RANGUEIL En service : oui,IUT RANGUEIL,229,20,oui,AV DE RANGUEIL,RANGUEIL (AV DE RANGUEIL),129,3105557268,Toulouse,31555,7497
" 43.57417658526791,1.4624092455714741","{""coordinates"": [[1.462409245571474, 43.57417658526791]], ""type"": ""MultiPoint""}",166 - METRO RANGUEIL Nombre bornettes : 20 adresse : 00 RUE EMILE GUYOU En service : oui,METRO RANGUEIL,166,20,oui,RUE EMILE GUYOU,GUYOU (RUE EMILE GUYOU),0,3105552978,Toulouse,31555,18542
" 43.633489620711046,1.4354588784155005","{""coordinates"": [[1.4354588784155, 43.633489620711046]], ""type"": ""MultiPoint""}",235 - METRO LA VACHE Nombre bornettes : 20 adresse : 8 RUE PAUL VERLAINE En service : oui,METRO LA VACHE,235,20,oui,RUE PAUL VERLAINE,VERLAINE (RUE PAUL VERLAINE),8,3105556656,Toulouse,31555,5006
" 43.5769775339623,1.4694966904065125","{""coordinates"": [[1.469496690406513, 43.5769775339623]], ""type"": ""MultiPoint""}",239 - LESPINET HERBETTES Nombre bornettes : 18 adresse : 127 AV DE LESPINET En service : oui,LESPINET HERBETTES,239,18,oui,AV DE LESPINET,LESPINET (AV DE LESPINET),127,3105555196,Toulouse,31555,15228
" 43.636359901372316,1.4389983006646643","{""coordinates"": [[1.438998300664664, 43.636359901372316]], ""type"": ""MultiPoint""}",247 - LAUNAGUET AUDIBERT Nombre bornettes : 20 adresse : 112 RTE DE LAUNAGUET En service : oui,LAUNAGUET AUDIBERT,247,20,oui,RTE DE LAUNAGUET,LAUNAGUET (RTE DE LAUNAGUET),112,3105555096,Toulouse,31555,2897
" 43.60381891712184,1.4200805835929005","{""coordinates"": [[1.4200805835929, 43.60381891712184]], ""type"": ""MultiPoint""}",246 - WAGNER BRUNHES Nombre bornettes : 20 adresse : 29 BD RICHARD WAGNER En service : oui,WAGNER BRUNHES,246,20,oui,BD RICHARD WAGNER,WAGNER (BD RICHARD WAGNER),29,3105557468,Toulouse,31555,14694
" 43.6256234426601,1.4396769879706381","{""coordinates"": [[1.439676987970638, 43.6256234426601]], ""type"": ""MultiPoint""}",150 - CURIE CAMPISTRON Nombre bornettes : 20 adresse : 88 BD PIERRE ET MARIE CURIE En service : oui,CURIE CAMPISTRON,150,20,oui,BD PIERRE ET MARIE CURIE,CURIE (BD PIERRE ET MARIE CURIE),88,3105556880,Toulouse,31555,4176
" 43.63375485931466,1.4375403995260316","{""coordinates"": [[1.437540399526032, 43.63375485931466]], ""type"": ""MultiPoint""}",242 - RAIMBAUD COLETTE Nombre bornettes : 18 adresse : 4 RUE ARTHUR RIMBAUD En service : oui,RAIMBAUD COLETTE,242,18,oui,RUE ARTHUR RIMBAUD,RIMBAUD (RUE ARTHUR RIMBAUD),4,3105550546,Toulouse,31555,1466
" 43.630522223434,1.432346457784361","{""coordinates"": [[1.432346457784361, 43.630522223434]], ""type"": ""MultiPoint""}",253 - ETATS UNIS  CHARLAS Nombre bornettes : 18 adresse : 75 AV DES ETATS UNIS En service : oui,ETATS UNIS  CHARLAS,253,18,oui,AV DES ETATS UNIS,UNIS (AV DES ETATS UNIS),75,3105553104,Toulouse,31555,2464
" 43.56498488909046,1.4781762452831404","{""coordinates"": [[1.47817624528314, 43.56498488909046]], ""type"": ""MultiPoint""}",223 - BELIN E.N.A.C. Nombre bornettes : 20 adresse : 4 AV DU COLONEL ROCHE En service : oui,BELIN E.N.A.C.,223,20,oui,AV DU COLONEL ROCHE,ROCHE (AV DU COLONEL ROCHE),4,3105552202,Toulouse,31555,11967
